step,time_hours,time_seconds,time_minutes,S0_soc,S0_queue,S0_renewable_in_kW,S0_wireless_out_kW,S1_soc,S1_queue,S1_renewable_in_kW,S1_wireless_out_kW,S2_soc,S2_queue,S2_renewable_in_kW,S2_wireless_out_kW
0,0.0,0.0,0.0,0.8,0,0.11335939357796801,0.0,0.55,0,0.1462011116754735,0.0,0.4,0,0.09660244394859069,0.0
1,2.777777777777778e-05,0.1,0.0016666666666666668,0.8000313539911974,0,0.11336377665215934,0.0,0.550040856803147,0,0.14620073261731717,0.0,0.40002650533679074,0,0.09660617706765624,0.0
2,5.555555555555556e-05,0.2,0.0033333333333333335,0.8000627092506453,0,0.11336815972635066,0.0,0.5500817134966125,0,0.14620035355916083,0.0,0.40005301175376634,0,0.09660991018672177,0.0
3,8.333333333333334e-05,0.30000000000000004,0.005000000000000001,0.8000940657783439,0,0.11337254280054199,0.0,0.550122570080397,0,0.14619997450100447,0.0,0.40007951925092683,0,0.09661364330578731,0.0
4,0.00011111111111111112,0.4,0.006666666666666667,0.8001254235742932,0,0.1133769258747333,0.0,0.5501634265545003,0,0.14619959544284813,0.0,0.40010602782827226,0,0.09661737642485284,0.0
5,0.0001388888888888889,0.5,0.008333333333333333,0.800156782638493,0,0.11338130894892462,0.0,0.5502042829189224,0,0.1461992163846918,0.0,0.40013253748580263,0,0.09662110954391838,0.0
6,0.0001666666666666667,0.6000000000000001,0.010000000000000002,0.8001881429709435,0,0.11338569202311594,0.0,0.5502451391736634,0,0.1461988373265355,0.0,0.4001590482235179,0,0.0966248426629839,0.0
7,0.00019444444444444446,0.7000000000000001,0.011666666666666667,0.8002195045716446,0,0.11339007509730727,0.0,0.5502859953187231,0,0.14619845826837913,0.0,0.40018556004141803,0,0.09662857578204945,0.0
8,0.00022222222222222223,0.8,0.013333333333333334,0.8002508674405964,0,0.11339445817149858,0.0,0.5503268513541018,0,0.1461980792102228,0.0,0.40021207293950317,0,0.09663230890111497,0.0
9,0.00025,0.9,0.015000000000000001,0.8002822315777989,0,0.11339884124568991,0.0,0.5503677072797991,0,0.14619770015206646,0.0,0.40023858691777314,0,0.09663604202018052,0.0
10,0.0002777777777777778,1.0,0.016666666666666666,0.8003135969832519,0,0.11340322431988123,0.0,0.5504085630958153,0,0.14619732109391012,0.0,0.40026510197622805,0,0.09663977513924604,0.0
11,0.00030555555555555555,1.1,0.018333333333333333,0.8003449636569556,0,0.11340760739407256,0.0,0.5504494188021504,0,0.14619694203575376,0.0,0.4002916181148679,0,0.09664350825831158,0.0
12,0.0003333333333333334,1.2000000000000002,0.020000000000000004,0.8003763315989099,0,0.11341199046826388,0.0,0.5504902743988042,0,0.14619656297759745,0.0,0.40031813533369265,0,0.09664724137737711,0.0
13,0.00036111111111111115,1.3,0.021666666666666667,0.8004077008091148,0,0.11341637354245519,0.0,0.5505311298857769,0,0.14619618391944111,0.0,0.40034465363270233,0,0.09665097449644265,0.0
14,0.0003888888888888889,1.4000000000000001,0.023333333333333334,0.8004390712875703,0,0.11342075661664651,0.0,0.5505719852630684,0,0.14619580486128478,0.0,0.4003711730118969,0,0.0966547076155082,0.0
15,0.0004166666666666667,1.5,0.025,0.8004704430342765,0,0.11342513969083784,0.0,0.5506128405306787,0,0.14619542580312841,0.0,0.4003976934712764,0,0.09665844073457373,0.0
16,0.00044444444444444447,1.6,0.02666666666666667,0.8005018160492334,0,0.11342952276502916,0.0,0.5506536956886078,0,0.14619504674497208,0.0,0.4004242150108408,0,0.09666217385363927,0.0
17,0.00047222222222222224,1.7,0.028333333333333332,0.8005331903324409,0,0.11343390583922049,0.0,0.5506945507368558,0,0.14619466768681574,0.0,0.4004507376305901,0,0.0966659069727048,0.0
18,0.0005,1.8,0.030000000000000002,0.800564565883899,0,0.1134382889134118,0.0,0.5507354056754226,0,0.14619428862865944,0.0,0.40047726133052436,0,0.09666964009177034,0.0
19,0.0005277777777777778,1.9000000000000001,0.03166666666666667,0.8005959427036078,0,0.11344267198760313,0.0,0.5507762605043082,0,0.14619390957050307,0.0,0.40050378611064347,0,0.09667337321083587,0.0
20,0.0005555555555555556,2.0,0.03333333333333333,0.8006273207915672,0,0.11344705506179445,0.0,0.5508171152235126,0,0.14619353051234674,0.0,0.4005303119709476,0,0.09667710632990141,0.0
21,0.0005833333333333334,2.1,0.035,0.8006587001477771,0,0.11345143813598577,0.0,0.5508579698330358,0,0.1461931514541904,0.0,0.4005568389114365,0,0.09668083944896694,0.0
22,0.0006111111111111111,2.2,0.03666666666666667,0.8006900807722377,0,0.11345582121017708,0.0,0.550898824332878,0,0.14619277239603407,0.0,0.4005833669321104,0,0.09668457256803248,0.0
23,0.0006388888888888889,2.3000000000000003,0.03833333333333334,0.800721462664949,0,0.11346020428436841,0.0,0.5509396787230388,0,0.1461923933378777,0.0,0.4006098960329692,0,0.096688305687098,0.0
