step,time_hours,time_seconds,time_minutes,S0_soc,S0_queue,S0_renewable_in_kW,S0_wireless_out_kW,S1_soc,S1_queue,S1_renewable_in_kW,S1_wireless_out_kW,S2_soc,S2_queue,S2_renewable_in_kW,S2_wireless_out_kW
0,0.0,0.0,0.0,0.6,0,0.0,0.0,0.55,0,0.10376516717540085,0.0,0.65,0,0.0,0.0
1,2.777777777777778e-05,0.1,0.0016666666666666668,0.5999985532407407,0,0.0,0.0,0.5500285778840207,0,0.1037652404478556,0.0,0.6499985532407407,0,0.0,0.0
2,5.555555555555556e-05,0.2,0.0033333333333333335,0.5999971064814814,0,0.0,0.0,0.5500571557892429,0,0.10376531372031035,0.0,0.6499971064814815,0,0.0,0.0
3,8.333333333333334e-05,0.30000000000000004,0.005000000000000001,0.5999956597222221,0,0.0,0.0,0.5500857337156666,0,0.10376538699276508,0.0,0.6499956597222222,0,0.0,0.0
4,0.00011111111111111112,0.4,0.006666666666666667,0.5999942129629628,0,0.0,0.0,0.5501143116632918,0,0.10376546026521982,0.0,0.649994212962963,0,0.0,0.0
5,0.0001388888888888889,0.5,0.008333333333333333,0.5999927662037037,0,0.0,0.0,0.5501428896321185,0,0.10376553353767458,0.0,0.6499927662037037,0,0.0,0.0
6,0.0001666666666666667,0.6000000000000001,0.010000000000000002,0.5999913194444444,0,0.0,0.0,0.5501714676221467,0,0.10376560681012932,0.0,0.6499913194444444,0,0.0,0.0
7,0.00019444444444444446,0.7000000000000001,0.011666666666666667,0.5999898726851851,0,0.0,0.0,0.5502000456333765,0,0.10376568008258405,0.0,0.6499898726851852,0,0.0,0.0
8,0.00022222222222222223,0.8,0.013333333333333334,0.5999884259259258,0,0.0,0.0,0.5502286236658079,0,0.10376575335503879,0.0,0.6499884259259259,0,0.0,0.0
9,0.00025,0.9,0.015000000000000001,0.5999869791666665,0,0.0,0.0,0.5502572017194407,0,0.10376582662749355,0.0,0.6499869791666666,0,0.0,0.0
10,0.0002777777777777778,1.0,0.016666666666666666,0.5999855324074073,0,0.0,0.0,0.5502857797942751,0,0.10376589989994829,0.0,0.6499855324074073,0,0.0,0.0
11,0.00030555555555555555,1.1,0.018333333333333333,0.599984085648148,0,0.0,0.0,0.5503143578903109,0,0.10376597317240302,0.0,0.649984085648148,0,0.0,0.0
12,0.0003333333333333334,1.2000000000000002,0.020000000000000004,0.5999826388888887,0,0.0,0.0,0.5503429360075484,0,0.10376604644485778,0.0,0.6499826388888889,0,0.0,0.0
13,0.00036111111111111115,1.3,0.021666666666666667,0.5999811921296295,0,0.0,0.0,0.5503715141459872,0,0.10376611971731252,0.0,0.6499811921296296,0,0.0,0.0
14,0.0003888888888888889,1.4000000000000001,0.023333333333333334,0.5999797453703702,0,0.0,0.0,0.5504000923056276,0,0.10376619298976726,0.0,0.6499797453703703,0,0.0,0.0
15,0.0004166666666666667,1.5,0.025,0.599978298611111,0,0.0,0.0,0.5504286704864696,0,0.103766266262222,0.0,0.649978298611111,0,0.0,0.0
16,0.00044444444444444447,1.6,0.02666666666666667,0.5999768518518517,0,0.0,0.0,0.5504572486885131,0,0.10376633953467675,0.0,0.6499768518518517,0,0.0,0.0
17,0.00047222222222222224,1.7,0.028333333333333332,0.5999754050925924,0,0.0,0.0,0.5504858269117581,0,0.10376641280713149,0.0,0.6499754050925924,0,0.0,0.0
18,0.0005,1.8,0.030000000000000002,0.5999739583333331,0,0.0,0.0,0.5505144051562045,0,0.10376648607958625,0.0,0.6499739583333332,0,0.0,0.0
19,0.0005277777777777778,1.9000000000000001,0.03166666666666667,0.5999725115740738,0,0.0,0.0,0.5505429834218526,0,0.10376655935204097,0.0,0.6499725115740739,0,0.0,0.0
20,0.0005555555555555556,2.0,0.03333333333333333,0.5999710648148145,0,0.0,0.0,0.5505715617087021,0,0.10376663262449572,0.0,0.6499710648148147,0,0.0,0.0
21,0.0005833333333333334,2.1,0.035,0.5999696180555554,0,0.0,0.0,0.5506001400167532,0,0.10376670589695046,0.0,0.6499696180555554,0,0.0,0.0
22,0.0006111111111111111,2.2,0.03666666666666667,0.5999681712962961,0,0.0,0.0,0.5506287183460058,0,0.10376677916940522,0.0,0.6499681712962961,0,0.0,0.0
23,0.0006388888888888889,2.3000000000000003,0.03833333333333334,0.5999667245370368,0,0.0,0.0,0.5506572966964599,0,0.10376685244185994,0.0,0.6499667245370369,0,0.0,0.0
24,0.0006666666666666668,2.4000000000000004,0.04000000000000001,0.5999652777777775,0,0.0,0.0,0.5506858750681155,0,0.10376692571431469,0.0,0.6499652777777776,0,0.0,0.0
25,0.0006944444444444445,2.5,0.041666666666666664,0.5999638310185182,0,0.0,0.0,0.5507144534609727,0,0.10376699898676944,0.0,0.6499638310185183,0,0.0,0.0
26,0.0007222222222222223,2.6,0.043333333333333335,0.599962384259259,0,0.0,0.0,0.5507430318750314,0,0.10376707225922417,0.0,0.649962384259259,0,0.0,0.0
27,0.00075,2.7,0.045000000000000005,0.5999609374999997,0,0.0,0.0,0.5507716103102915,0,0.10376714553167891,0.0,0.6499609374999997,0,0.0,0.0
28,0.0007777777777777778,2.8000000000000003,0.04666666666666667,0.5999594907407404,0,0.0,0.0,0.5508001887667533,0,0.10376721880413367,0.0,0.6499594907407406,0,0.0,0.0
29,0.0008055555555555556,2.9,0.04833333333333333,0.5999580439814812,0,0.0,0.0,0.5508287672444164,0,0.10376729207658841,0.0,0.6499580439814813,0,0.0,0.0
30,0.0008333333333333334,3.0,0.05,0.5999565972222219,0,0.0,0.0,0.5508573457432813,0,0.10376736534904314,0.0,0.649956597222222,0,0.0,0.0
31,0.0008611111111111111,3.1,0.051666666666666666,0.5999551504629627,0,0.0,0.0,0.5508859242633475,0,0.1037674386214979,0.0,0.6499551504629627,0,0.0,0.0
32,0.0008888888888888889,3.2,0.05333333333333334,0.5999537037037034,0,0.0,0.0,0.5509145028046153,0,0.10376751189395264,0.0,0.6499537037037034,0,0.0,0.0
33,0.0009166666666666668,3.3000000000000003,0.05500000000000001,0.5999522569444441,0,0.0,0.0,0.5509430813670846,0,0.10376758516640738,0.0,0.6499522569444441,0,0.0,0.0
34,0.0009444444444444445,3.4,0.056666666666666664,0.5999508101851848,0,0.0,0.0,0.5509716599507554,0,0.10376765843886211,0.0,0.6499508101851849,0,0.0,0.0
35,0.0009722222222222223,3.5000000000000004,0.05833333333333334,0.5999493634259255,0,0.0,0.0,0.5510002385556277,0,0.10376773171131687,0.0,0.6499493634259256,0,0.0,0.0
36,0.001,3.6,0.060000000000000005,0.5999479166666662,0,0.0,0.0,0.5510288171817016,0,0.10376780498377161,0.0,0.6499479166666664,0,0.0,0.0
37,0.0010277777777777778,3.7,0.06166666666666667,0.5999464699074071,0,0.0,0.0,0.5510573958289771,0,0.10376787825622635,0.0,0.6499464699074071,0,0.0,0.0
