time(millisecond),datetime(utc),aligned_time_s,aligned_phase,ideal_flight_phase,original_time(millisecond),original_datetime(utc),original_height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),original_altitude_above_seaLevel(feet),original_height_sonar(feet),original_speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),xSpeed(mph),ySpeed(mph),original_zSpeed(mph),compass_heading(degrees),original_pitch(degrees),original_roll(degrees),wind_speed(mph),wind_direction(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),original_altitude(feet),original_ascent(feet),flycStateRaw,flycState,height_above_takeoff(feet),height_above_takeoff(m),ascent(feet),altitude(feet),altitude_above_seaLevel(feet),height_sonar(feet),zSpeed(mph),speed(mph),pitch(degrees),roll(degrees),estimated_pack_voltage(V),estimated_power(W)
9647,2026-05-09 10:19:37.647,9.647094188376753,0.18236472945891782,cruise,110000,2026-05-09 10:21:28,34.120736,,,24.257278335288,8.530184,0.0,52.777888828,2.01713917216,17,5,14.692,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.3,-2.7,-1.8,,,0,0,1024,1024,532,1024,0,0,-75,0,25.2,0.0,0,53,3.639,3.637,3.637,3.635,0,0,5.804,82.4,24.257278335288,34.120736,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.692,85.272368
9753,2026-05-09 10:19:37.753,9.753106212424848,0.1843687374749499,cruise,110100,2026-05-09 10:21:28,34.120736,,,24.257278335288,8.530184,0.0,52.747048932,2.06251975104,17,5,14.546,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,1.11847,30.2,-2.9,-1.9,,,0,0,1024,1024,530,1024,0,0,-75,0,25.2,0.0,0,53,3.678,3.672,3.671,3.672,0,0,8.166,82.4,24.257278335288,34.120736,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.546,118.782636
9859,2026-05-09 10:19:37.859,9.859118236472947,0.18637274549098198,cruise,110200,2026-05-09 10:21:28,33.792652,,,23.929194335288,8.2021,0.0,52.770342896,2.10012801996,17,5,14.546,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,2.013246,30.2,-3.0,-2.1,,,0,0,1024,1024,548,1024,0,0,-72,0,25.2,0.0,0,53,3.678,3.672,3.671,3.672,0,0,8.166,82.4,23.929194335288,33.792652,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.546,118.782636
9965,2026-05-09 10:19:37.965,9.965130260521043,0.18837675350701405,cruise,110300,2026-05-09 10:21:28,33.464568,,,23.601110335288,8.2021,0.0,52.761812712,2.12616148536,17,5,14.546,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,2.460634,30.1,-2.6,-2.2,,,0,0,1024,1024,626,1024,0,0,-60,0,25.2,0.0,0,53,3.678,3.672,3.671,3.672,0,0,8.166,82.4,23.601110335288,33.464568,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.546,118.782636
10071,2026-05-09 10:19:38.071,10.071142284569138,0.1903807615230461,cruise,110400,2026-05-09 10:21:28,32.8084,,,22.944942335288,34.44882,0.0,52.735565992,2.15686686692,17,5,14.546,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,2.684328,30.1,-2.1,-2.4,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.678,3.672,3.671,3.672,0,0,8.166,82.4,22.944942335288,32.8084,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.546,118.782636
10177,2026-05-09 10:19:38.177,10.177154308617235,0.19238476953907815,cruise,110500,2026-05-09 10:21:28,32.480316,,,22.616858335288,33.792652,0.0,52.73622216,2.16964901956,17,5,14.546,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,2.684328,30.1,-2.2,-1.9,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.678,3.672,3.671,3.672,0,0,8.166,82.4,22.616858335288,32.480316,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.546,118.782636
10283,2026-05-09 10:19:38.283,10.28316633266533,0.19438877755511022,cruise,110600,2026-05-09 10:21:28,32.152232,,,22.288774335288,33.792652,0.0,52.774279904,2.20796266908,17,5,14.546,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,1.789552,30.1,-2.1,-1.5,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.678,3.672,3.671,3.672,0,0,8.166,82.4,22.288774335288,32.152232,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.546,118.782636
10389,2026-05-09 10:19:38.389,10.389178356713428,0.19639278557114231,cruise,110700,2026-05-09 10:21:28,31.824148,,,21.960690335288,10.826772,0.0,52.792652608,2.22661424448,17,5,14.546,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.894776,30.1,-1.7,-0.8,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.678,3.672,3.671,3.672,0,0,8.166,82.4,21.960690335288,31.824148,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.546,118.782636
10495,2026-05-09 10:19:38.495,10.495190380761523,0.19839679358717435,cruise,110800,2026-05-09 10:21:28,31.824148,,,21.960690335288,10.498688,0.0,52.764765468,2.25719823496,17,5,14.546,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.223694,30.1,-2.0,-0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.678,3.672,3.671,3.672,0,0,8.166,82.4,21.960690335288,31.824148,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.546,118.782636
10601,2026-05-09 10:19:38.601,10.60120240480962,0.20040080160320642,cruise,110900,2026-05-09 10:21:28,31.824148,,,21.960690335288,10.498688,0.0,52.792324524,2.28506240908,17,5,14.546,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.1,-2.0,-1.2,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.678,3.672,3.671,3.672,0,0,8.166,82.4,21.960690335288,31.824148,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.546,118.782636
10707,2026-05-09 10:19:38.707,10.707214428857716,0.20240480961923848,cruise,111000,2026-05-09 10:21:29,31.824148,,,21.960690335288,9.84252,0.0,52.824148672,2.31814639964,17,5,14.546,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.0,-1.9,-1.4,,,0,0,1024,1024,881,1024,0,0,-22,0,25.2,0.0,0,53,3.678,3.672,3.671,3.672,0,0,8.166,82.4,21.960690335288,31.824148,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.546,118.782636
10813,2026-05-09 10:19:38.813,10.81322645290581,0.20440881763527052,cruise,111100,2026-05-09 10:21:29,31.824148,,,21.960690335288,9.84252,0.0,52.804791716,2.3395505998,17,5,14.735,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.1,-1.8,-1.2,,,0,0,1024,1024,568,1024,0,0,-69,0,25.2,0.0,0,53,3.646,3.643,3.645,3.646,0,0,5.145,82.58,21.960690335288,31.824148,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.735,75.81157499999999
10919,2026-05-09 10:19:38.919,10.919238476953907,0.20641282565130262,cruise,111200,2026-05-09 10:21:29,31.824148,,,21.960690335288,9.186352,0.0,52.777560744,2.37291018092,17,5,14.735,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.223694,30.1,-1.8,-1.4,,,0,0,1024,1024,562,1024,0,0,-70,0,25.2,0.0,0,53,3.646,3.643,3.645,3.646,0,0,5.145,82.58,21.960690335288,31.824148,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.735,75.81157499999999
11025,2026-05-09 10:19:39.025,11.025250501002004,0.20841683366733468,cruise,111300,2026-05-09 10:21:29,31.824148,,,21.960690335288,8.858268,0.0,52.677823208,2.4729003416,17,5,14.735,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,1.11847,30.1,-2.6,-1.6,,,0,0,1024,1024,950,1024,0,0,-11,0,25.2,0.0,0,53,3.646,3.643,3.645,3.646,0,0,5.145,82.58,21.960690335288,31.824148,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.735,75.81157499999999
11131,2026-05-09 10:19:39.131,11.1312625250501,0.21042084168336675,cruise,111400,2026-05-09 10:21:29,31.496064,,,21.632606335288,8.530184,0.0,52.658138168,2.49595808512,17,5,14.735,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,2.23694,30.1,-2.7,-1.7,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.646,3.643,3.645,3.646,0,0,5.145,82.58,21.632606335288,31.496064,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.735,75.81157499999999
11237,2026-05-09 10:19:39.237,11.237274549098196,0.2124248496993988,cruise,111500,2026-05-09 10:21:29,31.16798,,,21.304522335288,8.2021,0.0,52.631891448,2.522555855,17,5,14.735,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,2.23694,30.0,-2.4,-1.9,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.646,3.643,3.645,3.646,0,0,5.145,82.58,21.304522335288,31.16798,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.735,75.81157499999999
11343,2026-05-09 10:19:39.343,11.343286573146292,0.21442885771543085,cruise,111600,2026-05-09 10:21:29,30.839896,,,20.976438335288,11.48294,0.0,52.579398008,2.57515756272,17,5,14.735,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,1.342164,30.0,-1.7,-1.8,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.646,3.643,3.645,3.646,0,0,5.145,82.58,20.976438335288,30.839896,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.735,75.81157499999999
11449,2026-05-09 10:19:39.449,11.449298597194389,0.21643286573146295,cruise,111700,2026-05-09 10:21:29,30.839896,,,20.976438335288,11.48294,0.0,52.6328757,2.65589247344,17,5,14.735,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.447388,30.1,-2.6,-1.4,,,0,0,1024,1024,915,1024,0,0,-17,0,25.2,0.0,0,53,3.646,3.643,3.645,3.646,0,0,5.145,82.58,20.976438335288,30.839896,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.735,75.81157499999999
11555,2026-05-09 10:19:39.555,11.555310621242485,0.21843687374749501,cruise,111800,2026-05-09 10:21:29,30.511812,,,20.648354335288,11.48294,0.0,52.628610608,2.68999024356,17,5,14.735,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.2,-3.2,-1.0,,,0,0,1024,1024,627,1024,0,0,-60,0,25.2,0.0,0,53,3.646,3.643,3.645,3.646,0,0,5.145,82.58,20.648354335288,30.511812,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.735,75.81157499999999
11661,2026-05-09 10:19:39.661,11.66132264529058,0.22044088176352705,cruise,111900,2026-05-09 10:21:29,30.511812,,,20.648354335288,11.811024,0.0,52.703741844,2.77205717532,17,5,14.735,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.2,-3.1,-0.3,,,0,0,1024,1024,644,1024,0,0,-58,0,25.2,0.0,0,53,3.646,3.643,3.645,3.646,0,0,5.145,82.58,20.648354335288,30.511812,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.735,75.81157499999999
11767,2026-05-09 10:19:39.767,11.767334669338677,0.22244488977955912,cruise,112000,2026-05-09 10:21:30,30.511812,,,20.648354335288,11.811024,0.0,52.731628984,2.80187673008,17,5,14.735,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.671082,30.3,-3.1,-0.5,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.646,3.643,3.645,3.646,0,0,5.145,82.58,20.648354335288,30.511812,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.735,75.81157499999999
11873,2026-05-09 10:19:39.873,11.873346693386774,0.22444889779559118,cruise,112100,2026-05-09 10:21:30,30.511812,,,20.648354335288,11.811024,0.0,52.799214288,2.8706037664,17,5,14.652,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,1.789552,30.3,-2.5,-0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.629,3.634,3.641,3.638,0,0,5.226,82.58,20.648354335288,30.511812,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.652,76.57135199999999
11979,2026-05-09 10:19:39.979,11.979358717434872,0.22645290581162328,cruise,112200,2026-05-09 10:21:30,30.183728,,,20.320270335288,11.48294,0.223694,52.698820584,2.9722113812,17,5,14.652,24.257278335288,34.120736,0.223694,53.35302008,0.223694,0.0,1.565858,30.3,-1.3,-0.9,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.629,3.634,3.641,3.638,0,0,5.226,82.58,20.320270335288,30.183728,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.223694,0.0,0.0,14.652,76.57135199999999
12085,2026-05-09 10:19:40.085,12.085370741482967,0.22845691382765532,cruise,112300,2026-05-09 10:21:30,29.855644,,,19.992186335288,10.826772,0.0,52.721130296,2.998441697,17,5,14.652,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.671082,30.3,-0.7,-1.0,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.629,3.634,3.641,3.638,0,0,5.226,82.58,19.992186335288,29.855644,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.652,76.57135199999999
12191,2026-05-09 10:19:40.191,12.191382765531062,0.23046092184368738,cruise,112400,2026-05-09 10:21:30,29.855644,,,19.992186335288,10.498688,0.0,52.709647356,3.01785442728,17,5,14.652,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.223694,30.2,-1.1,-0.8,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.629,3.634,3.641,3.638,0,0,5.226,82.58,19.992186335288,29.855644,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.652,76.57135199999999
12297,2026-05-09 10:19:40.297,12.297394789579158,0.23246492985971945,cruise,112500,2026-05-09 10:21:30,29.855644,,,19.992186335288,9.84252,0.0,52.65256074,3.07586295932,17,5,14.652,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.3,-2.4,-0.8,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.629,3.634,3.641,3.638,0,0,5.226,82.58,19.992186335288,29.855644,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.652,76.57135199999999
12403,2026-05-09 10:19:40.403,12.403406813627253,0.2344689378757515,cruise,112600,2026-05-09 10:21:30,29.855644,,,19.992186335288,9.514436,0.0,52.62795444,3.1010335638,17,5,14.652,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.3,-2.8,-0.9,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.629,3.634,3.641,3.638,0,0,5.226,82.58,19.992186335288,29.855644,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.652,76.57135199999999
12509,2026-05-09 10:19:40.509,12.509418837675351,0.23647294589178358,cruise,112700,2026-05-09 10:21:30,29.855644,,,19.992186335288,9.84252,0.0,52.743440008,3.23181112704,17,5,14.652,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.3,-2.8,-0.8,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.629,3.634,3.641,3.638,0,0,5.226,82.58,19.992186335288,29.855644,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.652,76.57135199999999
12615,2026-05-09 10:19:40.615,12.615430861723448,0.23847695390781565,cruise,112800,2026-05-09 10:21:30,29.855644,,,19.992186335288,9.84252,0.0,52.758859956,3.25896335888,17,5,14.652,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.3,-2.4,-0.5,,,0,0,1024,1024,910,1024,0,0,-17,0,25.2,0.0,0,53,3.629,3.634,3.641,3.638,0,0,5.226,82.58,19.992186335288,29.855644,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.652,76.57135199999999
12721,2026-05-09 10:19:40.721,12.721442885771543,0.2404809619238477,cruise,112900,2026-05-09 10:21:30,29.855644,,,19.992186335288,9.514436,0.0,52.819555496,3.3336287156,17,5,14.652,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.4,-2.1,-0.2,,,0,0,1024,1024,587,1024,0,0,-66,0,25.2,0.0,0,53,3.629,3.634,3.641,3.638,0,0,5.226,82.58,19.992186335288,29.855644,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.652,76.57135199999999
12827,2026-05-09 10:19:40.827,12.827454909819638,0.24248496993987975,cruise,113000,2026-05-09 10:21:31,29.855644,,,19.992186335288,9.186352,0.0,52.858597492,3.3728347536,17,5,14.652,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.3,-1.8,-0.1,,,0,0,1024,1024,826,994,0,0,-30,-5,25.2,0.0,0,53,3.629,3.634,3.641,3.638,0,0,5.226,82.58,19.992186335288,29.855644,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.652,76.57135199999999
12933,2026-05-09 10:19:40.933,12.933466933867734,0.24448897795591182,cruise,113100,2026-05-09 10:21:31,29.855644,,,19.992186335288,9.186352,0.0,52.8871408,3.4085959096,17,5,14.542,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.447388,30.3,-1.7,-0.5,,,0,0,1024,1024,1024,1024,0,0,0,0,25.2,0.0,0,53,3.652,3.638,3.637,3.639,0,0,6.539,82.76,19.992186335288,29.855644,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.542,95.090138
13039,2026-05-09 10:19:41.039,13.039478957915833,0.2464929859719439,cruise,113200,2026-05-09 10:21:31,29.855644,,,19.992186335288,9.186352,0.0,52.897967572,3.4196851488,17,5,14.542,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,1.342164,30.2,-1.8,-0.5,,,0,0,1024,1024,1024,1024,0,0,0,0,25.1,0.0,0,53,3.652,3.638,3.637,3.639,0,0,6.539,82.76,19.992186335288,29.855644,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.542,95.090138
13145,2026-05-09 10:19:41.145,13.14549098196393,0.24849699398797598,cruise,113300,2026-05-09 10:21:31,29.52756,,,19.664102335288,8.530184,0.223694,52.931104056,3.4559712392,17,5,14.542,24.257278335288,34.120736,0.223694,53.35302008,0.223694,0.0,1.11847,30.2,-1.1,-0.4,,,0,0,1024,1024,1024,1024,0,0,0,0,25.1,0.0,0,53,3.652,3.638,3.637,3.639,0,0,6.539,82.76,19.664102335288,29.52756,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.223694,0.0,0.0,14.542,95.090138
13252,2026-05-09 10:19:41.251,13.251503006012026,0.25050100200400804,cruise,113400,2026-05-09 10:21:31,29.52756,,,19.664102335288,8.2021,0.223694,52.936025316,3.4646982736,17,5,14.542,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.223694,30.2,-0.6,-0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,25.1,0.0,0,53,3.652,3.638,3.637,3.639,0,0,6.539,82.76,19.664102335288,29.52756,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.542,95.090138
13358,2026-05-09 10:19:41.357,13.357515030060119,0.25250501002004005,cruise,113500,2026-05-09 10:21:31,29.52756,,,19.664102335288,8.2021,0.0,52.95767886,3.4877625788,17,5,14.542,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.2,-1.1,-0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,25.1,0.0,0,53,3.652,3.638,3.637,3.639,0,0,6.539,82.76,19.664102335288,29.52756,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.542,95.090138
13464,2026-05-09 10:19:41.463,13.463527054108216,0.2545090180360721,cruise,113600,2026-05-09 10:21:31,29.52756,,,19.664102335288,8.2021,0.0,53.0019702,3.5427822656,17,5,14.542,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.2,-1.4,0.0,,,0,0,1024,1024,1024,1024,0,0,0,0,25.1,0.0,0,53,3.652,3.638,3.637,3.639,0,0,6.539,82.76,19.664102335288,29.52756,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.542,95.090138
13570,2026-05-09 10:19:41.569,13.569539078156314,0.25651302605210424,cruise,113700,2026-05-09 10:21:31,29.52756,,,19.664102335288,7.545932,0.0,53.02329566,3.5648623188,17,5,14.542,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.2,-1.4,-0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,25.1,0.0,0,53,3.652,3.638,3.637,3.639,0,0,6.539,82.76,19.664102335288,29.52756,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.542,95.090138
13676,2026-05-09 10:19:41.675,13.67555110220441,0.2585170340681363,cruise,113800,2026-05-09 10:21:31,29.52756,,,19.664102335288,8.2021,0.0,53.02493608,3.6357940796,17,5,14.542,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.2,-1.4,-0.4,,,0,0,1024,1024,1024,1024,0,0,0,0,25.1,0.0,0,53,3.652,3.638,3.637,3.639,0,0,6.539,82.76,19.664102335288,29.52756,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.542,95.090138
13782,2026-05-09 10:19:41.781,13.781563126252504,0.2605210420841683,cruise,113900,2026-05-09 10:21:31,29.52756,,,19.664102335288,7.874016,0.0,53.018046316,3.6704725584,17,5,14.542,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.2,-1.6,-0.2,,,0,0,1024,1040,1024,1024,0,2,0,0,25.1,0.0,0,53,3.652,3.638,3.637,3.639,0,0,6.539,82.76,19.664102335288,29.52756,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.542,95.090138
13888,2026-05-09 10:19:41.887,13.8875751503006,0.2625250501002004,cruise,114000,2026-05-09 10:21:32,29.52756,,,19.664102335288,7.874016,0.0,53.048230044,3.7093833208,17,5,14.542,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.2,-1.6,0.0,,,0,0,1024,1040,1024,1024,0,2,0,0,25.1,0.0,0,53,3.652,3.638,3.637,3.639,0,0,6.539,82.76,19.664102335288,29.52756,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.542,95.090138
13994,2026-05-09 10:19:41.993,13.993587174348697,0.26452905811623245,cruise,114100,2026-05-09 10:21:32,29.52756,,,19.664102335288,7.874016,0.0,53.060041068,3.7429135056,17,5,14.566,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.2,-1.5,0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,25.1,0.0,0,53,3.649,3.65,3.651,3.649,0,0,6.909,82.76,19.664102335288,29.52756,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.566,100.636494
14100,2026-05-09 10:19:42.099,14.099599198396795,0.2665330661322646,cruise,114200,2026-05-09 10:21:32,29.52756,,,19.664102335288,7.874016,0.0,53.073164428,3.7632547136,17,5,14.566,24.257278335288,34.120736,0.223694,53.35302008,0.0,0.0,0.0,30.3,-1.4,0.5,,,0,0,1024,1024,1024,1024,0,0,0,0,25.1,0.0,0,53,3.649,3.65,3.651,3.649,0,0,6.909,82.76,19.664102335288,29.52756,6,P-GPS,29.527559055118108,9.0,29.527559055118108,19.66410139040611,19.66410139040611,29.527559055118108,0.0,0.0,0.0,0.0,14.566,100.636494
