time(millisecond),datetime(utc),aligned_time_s,aligned_phase,ideal_flight_phase,original_time(millisecond),original_datetime(utc),original_height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),original_altitude_above_seaLevel(feet),original_height_sonar(feet),original_speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),xSpeed(mph),ySpeed(mph),original_zSpeed(mph),compass_heading(degrees),original_pitch(degrees),original_roll(degrees),wind_speed(mph),wind_direction(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),original_altitude(feet),original_ascent(feet),flycStateRaw,flycState,height_above_takeoff(feet),height_above_takeoff(m),ascent(feet),altitude(feet),altitude_above_seaLevel(feet),height_sonar(feet),zSpeed(mph),speed(mph),pitch(degrees),roll(degrees),estimated_pack_voltage(V),estimated_power(W)
13694,2026-05-09 10:19:41.694,13.694363256784971,0.2588726513569938,cruise,65300,2026-05-09 10:20:37,20.669292,,,10.805834335288,14.76378,0.0,0.8802001594,3.4797573292,15,5,14.732,10.805834335288,20.669292,0.3131716,0.91987535752,0.0,0.0,-0.223694,209.6,1.0,-0.4,,,0,0,1024,1024,1033,1024,0,0,1,0,205.0,0,0,55,3.622,3.625,3.644,3.675,0,0,7.019,78.62,10.805834335288,20.669292,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.732,103.403908
13805,2026-05-09 10:19:41.804,13.804801670146139,0.2609603340292276,cruise,65400,2026-05-09 10:20:37,20.669292,,,10.805834335288,15.091864,0.0,0.8924869052,3.51131901,15,5,14.732,10.805834335288,20.669292,0.3131716,0.91987535752,0.0,0.0,0.0,209.7,0.9,-0.4,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.622,3.625,3.644,3.675,0,0,7.019,78.62,10.805834335288,20.669292,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.732,103.403908
13915,2026-05-09 10:19:41.915,13.915240083507307,0.2630480167014614,cruise,65500,2026-05-09 10:20:37,20.669292,,,10.805834335288,15.091864,0.0,0.91207023916,3.5379266224,15,5,14.732,10.805834335288,20.669292,0.3131716,0.91987535752,0.0,0.0,0.0,209.7,1.2,-0.4,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.622,3.625,3.644,3.675,0,0,7.019,78.62,10.805834335288,20.669292,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.732,103.403908
14026,2026-05-09 10:19:42.025,14.025678496868474,0.2651356993736952,cruise,65600,2026-05-09 10:20:37,20.669292,,,10.805834335288,15.091864,0.0,0.92848100084,3.571522424,15,5,14.732,10.805834335288,20.669292,0.3131716,0.92848100084,0.0,0.0,0.0,209.8,1.5,-0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.622,3.625,3.644,3.675,0,0,7.019,78.62,10.805834335288,20.669292,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.732,103.403908
14136,2026-05-09 10:19:42.136,14.136116910229646,0.26722338204592905,cruise,65700,2026-05-09 10:20:37,20.669292,,,10.805834335288,15.419948,0.0,0.9543307392,3.6016733436,15,5,14.732,10.805834335288,20.669292,0.3131716,0.9543307392,0.0,0.0,0.0,209.8,1.6,-0.7,,,0,0,1024,1024,824,1024,0,0,-30,0,205.0,0,0,55,3.622,3.625,3.644,3.675,0,0,7.019,78.62,10.805834335288,20.669292,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.732,103.403908
14247,2026-05-09 10:19:42.246,14.246555323590815,0.26931106471816285,cruise,65800,2026-05-09 10:20:37,20.669292,,,10.805834335288,15.419948,0.0,0.94474740556,3.61138463,15,5,14.732,10.805834335288,20.669292,0.3131716,0.9543307392,0.0,0.0,0.0,209.9,1.7,-0.7,,,0,0,1024,1024,710,1024,0,0,-48,0,205.0,0,0,55,3.622,3.625,3.644,3.675,0,0,7.019,78.62,10.805834335288,20.669292,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.732,103.403908
14357,2026-05-09 10:19:42.356,14.356993736951983,0.27139874739039666,cruise,65900,2026-05-09 10:20:38,20.669292,,,10.805834335288,15.419948,0.0,0.96086289164,3.641568358,16,5,14.732,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,0.223694,210.0,1.7,-0.7,,,0,0,1024,1024,1045,1024,0,0,3,0,205.0,0,0,55,3.622,3.625,3.644,3.675,0,0,7.019,78.62,10.805834335288,20.669292,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.732,103.403908
14467,2026-05-09 10:19:42.467,14.46743215031315,0.27348643006263046,cruise,66000,2026-05-09 10:20:38,20.669292,,,10.805834335288,15.419948,0.0,0.93625987248,3.6679135032,16,5,14.739,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,1.11847,210.0,1.9,-0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.675,3.673,3.67,3.669,0,0,6.804,78.62,10.805834335288,20.669292,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.739,100.28415600000001
14578,2026-05-09 10:19:42.577,14.577870563674322,0.2755741127348643,cruise,66100,2026-05-09 10:20:38,20.341208,,,10.477750335288,15.419948,0.0,0.92350068572,3.6841208528,16,5,14.739,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,1.11847,210.0,1.5,-0.8,,,0,0,1024,1024,749,1024,0,0,-42,0,205.0,0,0,55,3.675,3.673,3.67,3.669,0,0,6.804,78.62,10.477750335288,20.341208,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.739,100.28415600000001
14688,2026-05-09 10:19:42.688,14.68830897703549,0.2776617954070981,cruise,66200,2026-05-09 10:20:38,20.341208,,,10.477750335288,15.419948,0.0,0.922326145,3.6913058924,16,5,14.739,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,0.223694,210.1,1.3,-0.4,,,0,0,1024,1024,531,1024,0,0,-75,0,205.0,0,0,55,3.675,3.673,3.67,3.669,0,0,6.804,78.62,10.477750335288,20.341208,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.739,100.28415600000001
14799,2026-05-09 10:19:42.798,14.798747390396661,0.279749478079332,cruise,66300,2026-05-09 10:20:38,20.341208,,,10.477750335288,15.091864,0.0,0.91307745704,3.7031169164,16,5,14.739,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,0.223694,210.2,1.4,-0.3,,,0,0,1024,1024,364,1024,0,0,-100,0,205.0,0,0,55,3.675,3.673,3.67,3.669,0,0,6.804,78.62,10.477750335288,20.341208,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.739,100.28415600000001
14909,2026-05-09 10:19:42.909,14.909185803757829,0.2818371607515658,cruise,66400,2026-05-09 10:20:38,20.013124,,,10.149666335288,15.091864,0.0,0.910022995,3.7074804336,16,5,14.739,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,1.342164,210.2,1.8,-0.6,,,0,0,1024,1024,364,1024,0,0,-100,0,205.0,0,0,55,3.675,3.673,3.67,3.669,0,0,6.804,78.62,10.149666335288,20.013124,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.739,100.28415600000001
15020,2026-05-09 10:19:43.019,15.019624217118999,0.2839248434237996,cruise,66500,2026-05-09 10:20:38,19.68504,,,9.821582335288,14.76378,0.0,0.91088585592,3.7155841084,16,5,14.739,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,2.460634,210.1,2.0,-1.2,,,0,0,1024,1024,364,1024,0,0,-100,0,205.0,0,0,55,3.675,3.673,3.67,3.669,0,0,6.804,78.62,9.821582335288,19.68504,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.739,100.28415600000001
15130,2026-05-09 10:19:43.130,15.130062630480166,0.2860125260960334,cruise,66600,2026-05-09 10:20:38,19.356956,,,9.493498335288,14.107612,0.0,0.90358270608,3.7596129812,16,5,14.739,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,3.802798,210.1,1.7,-1.5,,,0,0,1024,1024,364,1024,0,0,-100,0,205.0,0,0,55,3.675,3.673,3.67,3.669,0,0,6.804,78.62,9.493498335288,19.356956,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.739,100.28415600000001
15241,2026-05-09 10:19:43.240,15.240501043841338,0.28810020876826725,cruise,66700,2026-05-09 10:20:38,18.700788,,,8.837330335288,13.779528,0.0,0.89039372928,3.7928806988,16,5,14.739,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,4.47388,210.1,1.0,-1.3,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.675,3.673,3.67,3.669,0,0,6.804,78.62,8.837330335288,18.700788,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.739,100.28415600000001
15351,2026-05-09 10:19:43.350,15.350939457202506,0.29018789144050106,cruise,66800,2026-05-09 10:20:38,18.04462,,,8.181162335288,13.12336,0.0,0.87238847936,3.8113190196,16,5,14.739,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,4.921268,210.2,0.3,-0.5,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.675,3.673,3.67,3.669,0,0,6.804,78.62,8.181162335288,18.04462,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.739,100.28415600000001
15461,2026-05-09 10:19:43.461,15.461377870563673,0.29227557411273486,cruise,66900,2026-05-09 10:20:39,17.388452,,,7.524994335288,12.139108,0.0,0.86624346604,3.8175526156,16,5,14.739,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,4.697574,209.9,0.0,0.0,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.675,3.673,3.67,3.669,0,0,6.804,78.62,7.524994335288,17.388452,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.739,100.28415600000001
15572,2026-05-09 10:19:43.571,15.571816283924841,0.29436325678496866,cruise,67000,2026-05-09 10:20:39,16.732284,,,6.868826335288,11.48294,0.0,0.85137141832,3.8393045848,16,5,14.796,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,3.802798,209.9,0.5,-0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.689,3.693,3.689,3.69,0,0,5.006,78.8,6.868826335288,16.732284,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.796,74.068776
15682,2026-05-09 10:19:43.682,15.682254697286012,0.2964509394572025,cruise,67100,2026-05-09 10:20:39,16.076116,,,6.212658335288,11.154856,0.0,0.84244097184,3.8670604912,16,5,14.796,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,2.684328,209.9,1.1,-1.4,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.689,3.693,3.689,3.69,0,0,5.006,78.8,6.212658335288,16.076116,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.796,74.068776
15793,2026-05-09 10:19:43.792,15.792693110647182,0.2985386221294363,cruise,67200,2026-05-09 10:20:39,16.076116,,,6.212658335288,10.826772,0.0,0.82875330736,3.9085303088,16,5,14.796,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,1.342164,209.8,1.4,-1.3,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.689,3.693,3.689,3.69,0,0,5.006,78.8,6.212658335288,16.076116,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.796,74.068776
15903,2026-05-09 10:19:43.903,15.903131524008352,0.3006263048016702,cruise,67300,2026-05-09 10:20:39,15.748032,,,5.884574335288,10.498688,0.0,0.818897664,3.9252954012,16,5,14.796,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,0.447388,209.8,1.4,-0.7,,,0,0,1024,1024,996,1024,0,0,-4,0,205.0,0,0,55,3.689,3.693,3.689,3.69,0,0,5.006,78.8,5.884574335288,15.748032,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.796,74.068776
16014,2026-05-09 10:19:44.013,16.01356993736952,0.302713987473904,cruise,67400,2026-05-09 10:20:39,15.748032,,,5.884574335288,10.170604,0.0,0.83991800588,3.9509843784,16,5,14.796,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,0.0,209.8,1.5,-0.5,,,0,0,1024,1024,988,1024,0,0,-5,0,205.0,0,0,55,3.689,3.693,3.689,3.69,0,0,5.006,78.8,5.884574335288,15.748032,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.796,74.068776
16124,2026-05-09 10:19:44.124,16.124008350730687,0.3048016701461378,cruise,67500,2026-05-09 10:20:39,15.748032,,,5.884574335288,10.170604,0.0,0.81078414668,3.9817258492,16,5,14.796,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,0.0,209.8,1.4,-0.5,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.689,3.693,3.689,3.69,0,0,5.006,78.8,5.884574335288,15.748032,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.796,74.068776
16234,2026-05-09 10:19:44.234,16.234446764091857,0.3068893528183716,cruise,67600,2026-05-09 10:20:39,15.748032,,,5.884574335288,9.84252,0.0,0.79406826688,4.0025263748,16,5,14.796,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,0.0,209.8,1.1,-0.5,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.689,3.693,3.689,3.69,0,0,5.006,78.8,5.884574335288,15.748032,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.796,74.068776
16345,2026-05-09 10:19:44.344,16.34488517745303,0.30897703549060546,cruise,67700,2026-05-09 10:20:39,15.748032,,,5.884574335288,9.186352,0.0,0.7789698412,4.0212927796,16,5,14.796,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,0.0,209.8,0.7,-0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.689,3.693,3.689,3.69,0,0,5.006,78.8,5.884574335288,15.748032,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.796,74.068776
16455,2026-05-09 10:19:44.455,16.455323590814196,0.31106471816283926,cruise,67800,2026-05-09 10:20:39,15.748032,,,5.884574335288,9.186352,0.0,0.76411091684,4.0361549848,16,5,14.796,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,0.0,209.8,0.4,-0.8,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.689,3.693,3.689,3.69,0,0,5.006,78.8,5.884574335288,15.748032,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.796,74.068776
16566,2026-05-09 10:19:44.565,16.565762004175365,0.31315240083507306,cruise,67900,2026-05-09 10:20:40,15.748032,,,5.884574335288,9.514436,0.0,0.74464569312,4.0606300512,16,5,14.796,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,0.0,209.8,0.2,-1.0,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.689,3.693,3.689,3.69,0,0,5.006,78.8,5.884574335288,15.748032,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.796,74.068776
16676,2026-05-09 10:19:44.676,16.67620041753653,0.31524008350730687,cruise,68000,2026-05-09 10:20:40,15.748032,,,5.884574335288,9.186352,0.0,0.7543635412,4.1070211288,16,5,14.595,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,0.0,209.8,0.2,-1.0,,,0,0,1024,1024,1108,1024,0,0,13,0,205.0,0,0,55,3.667,3.666,3.666,3.665,0,0,8.077,78.8,5.884574335288,15.748032,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.595,117.883815
16787,2026-05-09 10:19:44.786,16.786638830897704,0.3173277661795407,cruise,68100,2026-05-09 10:20:40,15.748032,,,5.884574335288,9.514436,0.0,0.74851052264,4.1164043312,16,5,14.595,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,0.0,209.8,0.3,-0.9,,,0,0,1024,1024,1294,1024,0,0,41,0,205.0,0,0,55,3.667,3.666,3.666,3.665,0,0,8.077,78.8,5.884574335288,15.748032,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.595,117.883815
16897,2026-05-09 10:19:44.897,16.897077244258874,0.31941544885177453,cruise,68200,2026-05-09 10:20:40,15.748032,,,5.884574335288,9.514436,0.0,0.76560369904,4.1618439652,16,5,14.595,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,0.0,209.8,0.4,-0.6,,,0,0,1024,1024,1330,1024,0,0,46,0,205.0,0,0,55,3.667,3.666,3.666,3.665,0,0,8.077,78.8,5.884574335288,15.748032,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.595,117.883815
17008,2026-05-09 10:19:45.007,17.007515657620043,0.3215031315240084,cruise,68300,2026-05-09 10:20:40,15.748032,,,5.884574335288,9.84252,0.0,0.768782833,4.1772639132,16,5,14.595,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,-0.447388,209.8,0.3,-0.4,,,0,0,1024,1024,1295,1024,0,0,41,0,205.0,0,0,55,3.667,3.666,3.666,3.665,0,0,8.077,78.8,5.884574335288,15.748032,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.595,117.883815
17118,2026-05-09 10:19:45.117,17.117954070981213,0.3235908141962422,cruise,68400,2026-05-09 10:20:40,16.076116,,,6.212658335288,9.84252,0.0,0.77521984108,4.18635184,16,5,14.595,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,-1.565858,209.7,0.5,-0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.667,3.666,3.666,3.665,0,0,8.077,78.8,6.212658335288,16.076116,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.595,117.883815
17228,2026-05-09 10:19:45.228,17.22839248434238,0.325678496868476,cruise,68500,2026-05-09 10:20:40,16.4042,,,6.540742335288,10.498688,0.0,0.76095474876,4.2031825492,16,5,14.595,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,-2.23694,209.7,1.1,-0.4,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.667,3.666,3.666,3.665,0,0,8.077,78.8,6.540742335288,16.4042,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.595,117.883815
17339,2026-05-09 10:19:45.338,17.33883089770355,0.3277661795407098,cruise,68600,2026-05-09 10:20:40,16.732284,,,6.868826335288,10.826772,0.0,0.76560369904,4.207841342,16,5,14.595,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,-1.789552,209.7,1.4,-0.7,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.667,3.666,3.666,3.665,0,0,8.077,78.8,6.868826335288,16.732284,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.595,117.883815
17449,2026-05-09 10:19:45.449,17.449269311064718,0.32985386221294366,cruise,68700,2026-05-09 10:20:40,16.732284,,,6.868826335288,10.498688,0.0,0.77936682284,4.2217192952,16,5,14.595,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,-0.671082,209.7,1.4,-1.2,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.667,3.666,3.666,3.665,0,0,8.077,78.8,6.868826335288,16.732284,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.595,117.883815
17560,2026-05-09 10:19:45.559,17.559707724425888,0.33194154488517746,cruise,68800,2026-05-09 10:20:40,17.060368,,,7.196910335288,10.826772,0.0,0.78458663928,4.2300854372,16,5,14.595,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,-0.223694,209.7,1.2,-1.4,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.667,3.666,3.666,3.665,0,0,8.077,78.8,7.196910335288,17.060368,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.595,117.883815
17670,2026-05-09 10:19:45.670,17.670146137787057,0.33402922755741127,cruise,68900,2026-05-09 10:20:41,17.060368,,,7.196910335288,11.154856,0.0,0.7881233848,4.2420933116,16,5,14.595,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,0.0,209.6,0.8,-1.4,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.667,3.666,3.666,3.665,0,0,8.077,78.8,7.196910335288,17.060368,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.595,117.883815
17781,2026-05-09 10:19:45.780,17.780584551148227,0.3361169102296451,cruise,69000,2026-05-09 10:20:41,17.060368,,,7.196910335288,11.48294,0.0,0.78254267596,4.2602035484,16,5,14.668,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,0.0,209.6,0.6,-1.2,,,0,0,1024,1024,1319,1024,0,0,45,0,205.0,0,0,55,3.688,3.69,3.688,3.685,0,0,6.515,78.98,7.196910335288,17.060368,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.668,95.56201999999999
17891,2026-05-09 10:19:45.891,17.891022964509396,0.33820459290187893,cruise,69100,2026-05-09 10:20:41,17.060368,,,7.196910335288,11.811024,0.0,0.77246721632,4.273458142,16,5,14.668,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,0.0,209.6,0.6,-1.0,,,0,0,1024,1024,1476,1024,0,0,68,0,205.0,0,0,55,3.688,3.69,3.688,3.685,0,0,6.515,78.98,7.196910335288,17.060368,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.668,95.56201999999999
18001,2026-05-09 10:19:46.001,18.001461377870562,0.34029227557411273,cruise,69200,2026-05-09 10:20:41,17.060368,,,7.196910335288,11.48294,0.0,0.75898296392,4.2903216596,16,5,14.668,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,0.0,209.6,0.3,-0.9,,,0,0,1024,1024,1280,1024,0,0,39,0,205.0,0,0,55,3.688,3.69,3.688,3.685,0,0,6.515,78.98,7.196910335288,17.060368,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.668,95.56201999999999
18112,2026-05-09 10:19:46.111,18.111899791231732,0.34237995824634654,cruise,69300,2026-05-09 10:20:41,17.060368,,,7.196910335288,11.48294,0.0,0.74904201872,4.310695676,16,5,14.668,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,-1.11847,209.6,0.1,-0.6,,,0,0,1024,1024,1280,1024,0,0,39,0,205.0,0,0,55,3.688,3.69,3.688,3.685,0,0,6.515,78.98,7.196910335288,17.060368,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.668,95.56201999999999
18222,2026-05-09 10:19:46.222,18.2223382045929,0.3444676409185804,cruise,69400,2026-05-09 10:20:41,17.388452,,,7.524994335288,11.811024,0.0,0.78085960504,4.3425526324,16,5,14.668,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,-2.23694,209.6,0.4,-0.4,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.688,3.69,3.688,3.685,0,0,6.515,78.98,7.524994335288,17.388452,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.668,95.56201999999999
18333,2026-05-09 10:19:46.332,18.332776617954075,0.34655532359081426,cruise,69500,2026-05-09 10:20:41,17.716536,,,7.853078335288,6.56168,0.0,0.79570868688,4.3575132628,16,5,14.668,10.805834335288,20.669292,0.3131716,0.96086289164,0.0,0.0,-2.013246,209.7,0.9,-0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,205.0,0,0,55,3.688,3.69,3.688,3.685,0,0,6.515,78.98,7.853078335288,17.716536,6,P-GPS,19.685039370078737,5.999999999999999,19.685039370078737,9.821581705366738,9.821581705366738,19.685039370078737,0.0,0.0,0.0,0.0,14.668,95.56201999999999
