epoch,train_total,train_data,train_mae,train_mse,val_data,val_mae,val_mse
1,0.05614836776446309,0.05569105852610628,4552.34423828125,47088628.0,0.0067298577143458825,2237.861572265625,16884594.0
2,0.03305414209778991,0.032979212527416105,3100.6494140625,27560406.0,0.007049312710173541,2290.90087890625,17686076.0
3,0.0305408542880409,0.03048263928785485,2891.0546875,25702634.0,0.0071028904059367,2133.686279296875,17820498.0
4,0.02937447765304205,0.029327290291295546,2774.45166015625,25117624.0,0.00715648462065892,2280.522705078125,17954962.0
5,0.028811206028218683,0.02876703723601348,2715.844482421875,24791672.0,0.006994154849462795,2093.158447265625,17547690.0
6,0.028157559843178734,0.028117407280389507,2648.0712890625,24457826.0,0.006685418884649911,2118.650634765625,16773100.0
7,0.0277611842622759,0.027721128801274718,2617.66943359375,24184562.0,0.0063352023140084614,2059.997314453125,15894440.0
8,0.02734262410509882,0.027306380916487454,2569.129638671875,23841350.0,0.00632310591001804,1947.9312744140625,15864091.0
9,0.02686747304069068,0.02683316733673093,2524.456298828125,23410326.0,0.006500242319672935,1947.314208984375,16308510.0
10,0.026656890938544016,0.026623344983253184,2500.386474609375,23321626.0,0.006754990668963648,1968.8035888671875,16947648.0
11,0.026370976041248096,0.026337470295009893,2472.39501953125,23197040.0,0.006354250201048813,1897.042236328125,15942228.0
12,0.02632268342779833,0.026288656558152677,2468.97119140625,23179388.0,0.006344455848802503,1956.8175048828125,15917656.0
13,0.026149625227913274,0.026117585808153435,2444.80078125,23024134.0,0.006884964779688569,1963.78076171875,17273742.0
14,0.0258557410036878,0.025824618972969948,2416.010498046875,22782840.0,0.006503775511345939,2011.32080078125,16317373.0
15,0.025853623089200854,0.025821199629250488,2414.717529296875,22906568.0,0.006853963396880305,1971.0689697265625,17195964.0
16,0.025525348259405358,0.025493799177851228,2382.759521484375,22567406.0,0.006144794314942504,1918.9632568359375,15416723.0
17,0.02554237119740595,0.025511117312216343,2383.85107421875,22641164.0,0.006613126027259454,1989.430419921875,16591725.0
18,0.025464098525432622,0.025433069258221756,2372.727783203125,22635870.0,0.006240265896702666,1892.861328125,15656252.0
19,0.025374044235474787,0.025344083578006337,2362.443603515625,22454004.0,0.00624066077667762,1896.6827392578125,15657243.0
20,0.025238025702693623,0.02520707571660738,2342.188232421875,22470106.0,0.005917992965470429,1873.9600830078125,14847700.0
