step,time_hours,time_seconds,time_minutes,S0_soc,S0_queue,S0_renewable_in_kW,S0_wireless_out_kW,S1_soc,S1_queue,S1_renewable_in_kW,S1_wireless_out_kW,S2_soc,S2_queue,S2_renewable_in_kW,S2_wireless_out_kW
0,0.0,0.0,0.0,0.8,0,0.08643560628579355,0.0,0.8,0,0.14935915796262944,0.0,0.8,0,0.07267073316588926,0.0
1,2.777777777777778e-05,0.1,0.0016666666666666668,0.8000235635434856,0,0.08643556797389507,0.0,0.8000417705896883,0,0.14935929558648914,0.0,0.8000195806519578,0,0.0726707185477548,0.0
2,5.555555555555556e-05,0.2,0.0033333333333333335,0.8000471270758854,0,0.08643552966199658,0.0,0.8000835412191982,0,0.14935943321034886,0.0,0.8000391612996858,0,0.07267070392962033,0.0
3,8.333333333333334e-05,0.30000000000000004,0.005000000000000001,0.8000706905971997,0,0.08643549135009809,0.0,0.80012531188853,0,0.14935957083420856,0.0,0.8000587419431838,0,0.07267068931148589,0.0
4,0.00011111111111111112,0.4,0.006666666666666667,0.8000942541074284,0,0.0864354530381996,0.0,0.8001670825976833,0,0.14935970845806826,0.0,0.8000783225824523,0,0.07267067469335142,0.0
5,0.0001388888888888889,0.5,0.008333333333333333,0.8001178176065713,0,0.08643541472630112,0.0,0.8002088533466586,0,0.14935984608192798,0.0,0.8000979032174909,0,0.07267066007521696,0.0
6,0.0001666666666666667,0.6000000000000001,0.010000000000000002,0.8001413810946286,0,0.08643537641440263,0.0,0.8002506241354554,0,0.14935998370578768,0.0,0.8001174838482996,0,0.07267064545708249,0.0
7,0.00019444444444444446,0.7000000000000001,0.011666666666666667,0.8001649445716004,0,0.08643533810250414,0.0,0.8002923949640741,0,0.14936012132964738,0.0,0.8001370644748786,0,0.07267063083894804,0.0
8,0.00022222222222222223,0.8,0.013333333333333334,0.8001885080374865,0,0.08643529979060566,0.0,0.8003341658325143,0,0.1493602589535071,0.0,0.8001566450972278,0,0.07267061622081358,0.0
9,0.00025,0.9,0.015000000000000001,0.800212071492287,0,0.08643526147870717,0.0,0.8003759367407762,0,0.1493603965773668,0.0,0.8001762257153473,0,0.07267060160267912,0.0
10,0.0002777777777777778,1.0,0.016666666666666666,0.8002356349360019,0,0.08643522316680868,0.0,0.8004177076888599,0,0.1493605342012265,0.0,0.8001958063292369,0,0.07267058698454465,0.0
11,0.00030555555555555555,1.1,0.018333333333333333,0.8002591983686311,0,0.0864351848549102,0.0,0.8004594786767654,0,0.14936067182508622,0.0,0.8002153869388968,0,0.0726705723664102,0.0
12,0.0003333333333333334,1.2000000000000002,0.020000000000000004,0.8002827617901749,0,0.08643514654301171,0.0,0.8005012497044925,0,0.14936080944894592,0.0,0.8002349675443269,0,0.07267055774827573,0.0
13,0.00036111111111111115,1.3,0.021666666666666667,0.8003063252006329,0,0.08643510823111322,0.0,0.8005430207720414,0,0.1493609470728056,0.0,0.8002545481455272,0,0.07267054313014128,0.0
14,0.0003888888888888889,1.4000000000000001,0.023333333333333334,0.8003298886000054,0,0.08643506991921475,0.0,0.800584791879412,0,0.14936108469666534,0.0,0.8002741287424977,0,0.07267052851200682,0.0
15,0.0004166666666666667,1.5,0.025,0.8003534519882923,0,0.08643503160731625,0.0,0.8006265630266044,0,0.149361222320525,0.0,0.8002937093352385,0,0.07267051389387236,0.0
16,0.00044444444444444447,1.6,0.02666666666666667,0.8003770153654934,0,0.08643499329541776,0.0,0.8006683342136185,0,0.1493613599443847,0.0,0.8003132899237495,0,0.07267049927573789,0.0
17,0.00047222222222222224,1.7,0.028333333333333332,0.800400578731609,0,0.08643495498351927,0.0,0.8007101054404543,0,0.14936149756824443,0.0,0.8003328705080306,0,0.07267048465760342,0.0
18,0.0005,1.8,0.030000000000000002,0.8004241420866388,0,0.08643491667162079,0.0,0.8007518767071117,0,0.14936163519210413,0.0,0.8003524510880821,0,0.07267047003946898,0.0
19,0.0005277777777777778,1.9000000000000001,0.03166666666666667,0.8004477054305832,0,0.0864348783597223,0.0,0.8007936480135909,0,0.14936177281596383,0.0,0.8003720316639037,0,0.07267045542133452,0.0
20,0.0005555555555555556,2.0,0.03333333333333333,0.8004712687634419,0,0.08643484004782381,0.0,0.8008354193598918,0,0.14936191043982353,0.0,0.8003916122354955,0,0.07267044080320005,0.0
21,0.0005833333333333334,2.1,0.035,0.8004948320852149,0,0.08643480173592533,0.0,0.8008771907460144,0,0.14936204806368325,0.0,0.8004111928028576,0,0.07267042618506558,0.0
22,0.0006111111111111111,2.2,0.03666666666666667,0.8005183953959024,0,0.08643476342402684,0.0,0.8009189621719587,0,0.14936218568754295,0.0,0.8004307733659899,0,0.07267041156693115,0.0
23,0.0006388888888888889,2.3000000000000003,0.03833333333333334,0.8005419586955043,0,0.08643472511212835,0.0,0.8009607336377248,0,0.14936232331140264,0.0,0.8004503539248923,0,0.07267039694879668,0.0
24,0.0006666666666666668,2.4000000000000004,0.04000000000000001,0.8005655219840205,0,0.08643468680022987,0.0,0.8010025051433126,0,0.14936246093526237,0.0,0.800469934479565,0,0.07267038233066221,0.0
25,0.0006944444444444445,2.5,0.041666666666666664,0.8005890852614512,0,0.08643464848833139,0.0,0.8010442766887221,0,0.14936259855912207,0.0,0.8004895150300079,0,0.07267036771252774,0.0
26,0.0007222222222222223,2.6,0.043333333333333335,0.8006126485277962,0,0.08643461017643289,0.0,0.8010860482739535,0,0.14936273618298176,0.0,0.800509095576221,0,0.07267035309439329,0.0
27,0.00075,2.7,0.045000000000000005,0.8006362117830558,0,0.08643457186453442,0.0,0.8011278198990063,0,0.1493628738068415,0.0,0.8005286761182043,0,0.07267033847625884,0.0
28,0.0007777777777777778,2.8000000000000003,0.04666666666666667,0.8006597750272294,0,0.08643453355263592,0.0,0.8011695915638809,0,0.1493630114307012,0.0,0.800548256655958,0,0.07267032385812437,0.0
29,0.0008055555555555556,2.9,0.04833333333333333,0.8006833382603176,0,0.08643449524073744,0.0,0.8012113632685772,0,0.14936314905456088,0.0,0.8005678371894817,0,0.0726703092399899,0.0
30,0.0008333333333333334,3.0,0.05,0.80070690148232,0,0.08643445692883894,0.0,0.8012531350130954,0,0.1493632866784206,0.0,0.8005874177187756,0,0.07267029462185545,0.0
31,0.0008611111111111111,3.1,0.051666666666666666,0.8007304646932369,0,0.08643441861694047,0.0,0.8012949067974352,0,0.1493634243022803,0.0,0.8006069982438399,0,0.07267028000372099,0.0
32,0.0008888888888888889,3.2,0.05333333333333334,0.8007540278930683,0,0.08643438030504197,0.0,0.8013366786215967,0,0.14936356192614,0.0,0.8006265787646742,0,0.07267026538558653,0.0
33,0.0009166666666666668,3.3000000000000003,0.05500000000000001,0.8007775910818139,0,0.0864343419931435,0.0,0.80137845048558,0,0.14936369954999973,0.0,0.8006461592812789,0,0.07267025076745208,0.0
34,0.0009444444444444445,3.4,0.056666666666666664,0.800801154259474,0,0.086434303681245,0.0,0.8014202223893849,0,0.14936383717385943,0.0,0.8006657397936537,0,0.07267023614931761,0.0
35,0.0009722222222222223,3.5000000000000004,0.05833333333333334,0.8008247174260484,0,0.08643426536934652,0.0,0.8014619943330117,0,0.14936397479771912,0.0,0.8006853203017987,0,0.07267022153118315,0.0
36,0.001,3.6,0.060000000000000005,0.8008482805815372,0,0.08643422705744802,0.0,0.8015037663164603,0,0.14936411242157885,0.0,0.800704900805714,0,0.07267020691304868,0.0
