step,time_hours,time_seconds,time_minutes,Explore-Inner_soc,Explore-Mid_soc,Explore-Outer_soc,Drone-3m_soc,Drone-6m_soc,Drone-9m_soc
0,0.0,0.0,0.0,0.6999757967836256,0.6999633652312599,0.699948896516654,0.6999953217463291,0.6999927398585125,0.6999927398585125
1,2.777777777777778e-05,0.1,0.0016666666666666668,0.6999515935672515,0.6999267304625199,0.699897793033308,0.699990643492658,0.6999854797170251,0.6999854797170251
2,5.555555555555556e-05,0.2,0.0033333333333333335,0.6999273903508771,0.6998900956937798,0.699846689549962,0.6999859652389872,0.6999782195755376,0.6999782195755376
3,8.333333333333334e-05,0.30000000000000004,0.005000000000000001,0.699903187134503,0.6998534609250397,0.6997955860666161,0.6999812869853161,0.6999709594340502,0.6999709594340502
4,0.00011111111111111112,0.4,0.006666666666666667,0.6998789839181286,0.6998168261562996,0.69974448258327,0.6999766087316451,0.6999636992925626,0.6999636992925626
5,0.0001388888888888889,0.5,0.008333333333333333,0.6998547807017544,0.6997801913875595,0.699693379099924,0.6999719304779742,0.6999564391510752,0.6999564391510752
6,0.0001666666666666667,0.6000000000000001,0.010000000000000002,0.6998305774853801,0.6997435566188195,0.699642275616578,0.6999672522243032,0.6999491790095878,0.6999491790095878
7,0.00019444444444444446,0.7000000000000001,0.011666666666666667,0.6998063742690059,0.6997069218500794,0.6995911721332321,0.6999625739706323,0.6999419188681003,0.6999419188681003
8,0.00022222222222222223,0.8,0.013333333333333334,0.6997821710526316,0.6996702870813394,0.699540068649886,0.6999578957169613,0.6999346587266129,0.6999346587266129
9,0.00025,0.9,0.015000000000000001,0.6997579678362574,0.6996336523125992,0.69948896516654,0.6999532174632904,0.6999273985851254,0.6999273985851254
10,0.0002777777777777778,1.0,0.016666666666666666,0.6997337646198831,0.6995970175438592,0.6994378616831941,0.6999485392096194,0.6999201384436379,0.6999201384436379
11,0.00030555555555555555,1.1,0.018333333333333333,0.6997095614035088,0.6995603827751191,0.6993867581998481,0.6999438609559485,0.6999128783021504,0.6999128783021504
12,0.0003333333333333334,1.2000000000000002,0.020000000000000004,0.6996853581871346,0.6995237480063791,0.699335654716502,0.6999391827022775,0.699905618160663,0.699905618160663
13,0.00036111111111111115,1.3,0.021666666666666667,0.6996611549707603,0.699487113237639,0.6992845512331561,0.6999345044486065,0.6998983580191755,0.6998983580191755
14,0.0003888888888888889,1.4000000000000001,0.023333333333333334,0.6996369517543861,0.699450478468899,0.6992334477498101,0.6999298261949356,0.6998910978776881,0.6998910978776881
15,0.0004166666666666667,1.5,0.025,0.6996127485380118,0.6994138437001588,0.6991823442664641,0.6999251479412646,0.6998838377362007,0.6998838377362007
16,0.00044444444444444447,1.6,0.02666666666666667,0.6995885453216376,0.6993772089314187,0.6991312407831181,0.6999204696875937,0.6998765775947131,0.6998765775947131
17,0.00047222222222222224,1.7,0.028333333333333332,0.6995643421052633,0.6993405741626787,0.6990801372997721,0.6999157914339227,0.6998693174532257,0.6998693174532257
18,0.0005,1.8,0.030000000000000002,0.6995401388888891,0.6993039393939386,0.6990290338164261,0.6999111131802518,0.6998620573117382,0.6998620573117382
19,0.0005277777777777778,1.9000000000000001,0.03166666666666667,0.6995159356725148,0.6992673046251986,0.6989779303330801,0.6999064349265808,0.6998547971702508,0.6998547971702508
20,0.0005555555555555556,2.0,0.03333333333333333,0.6994917324561406,0.6992306698564584,0.6989268268497342,0.6999017566729099,0.6998475370287633,0.6998475370287633
