rover_name,rover_type,step,time_hours,time_seconds,time_minutes,from_mode,to_mode,x_m,y_m,charge_station_id
Explore-Mid,explore,1816,0.050444444444444445,181.6,3.026666666666667,WORK,WAIT_PV,9.6701,10.4177,-1
Explore-Outer,explore,10282,0.28561111111111115,1028.2,17.13666666666667,WORK,GO_STATION,11.27799714686511,0.6384997042587937,-1
Drone-3m,transport,9918,0.2755,991.8000000000001,16.53,WORK,DONE,8.3054,11.1673,-1
Drone-6m,transport,5240,0.14555555555555555,524.0,8.733333333333333,WORK,GO_STATION,10.1891,11.6671,-1
Drone-6m,transport,5310,0.14750000000000002,531.0000000000001,8.850000000000001,GO_STATION,CHARGE,9.241520060340811,12.015505004258626,0
Drone-9m,transport,2108,0.058555555555555555,210.8,3.513333333333333,WORK,GO_STATION,16.532,6.3045,-1
Drone-9m,transport,2164,0.060111111111111115,216.4,3.606666666666667,GO_STATION,CHARGE,15.981264791118438,7.4794208817988475,2
