step,time_hours,time_seconds,time_minutes,S0_soc,S0_queue,S0_renewable_in_kW,S0_wireless_out_kW,S1_soc,S1_queue,S1_renewable_in_kW,S1_wireless_out_kW,S2_soc,S2_queue,S2_renewable_in_kW,S2_wireless_out_kW
0,0.0,0.0,0.0,0.6,0,0.13067792243822207,0.0,0.55,0,0.17297855231863676,0.0,0.65,0,0.11812382888809156,0.0
1,2.777777777777778e-05,0.1,0.0016666666666666668,0.6000363651395944,0,0.13068616742299638,0.0,0.5500486049051848,0,0.17297751021511806,0.0,0.6500327325893773,0,0.11813231537960639,0.0
2,5.555555555555556e-05,0.2,0.0033333333333333335,0.6000727326648904,0,0.13069441240777072,0.0,0.5500972095088351,0,0.17297646811159936,0.0,0.6500654676343367,0,0.11814080187112123,0.0
3,8.333333333333334e-05,0.30000000000000004,0.005000000000000001,0.600109102575888,0,0.13070265739254502,0.0,0.5501458138109507,0,0.17297542600808066,0.0,0.6500982051348781,0,0.11814928836263607,0.0
4,0.00011111111111111112,0.4,0.006666666666666667,0.6001454748725873,0,0.13071090237731936,0.0,0.5501944178115318,0,0.17297438390456196,0.0,0.6501309450910016,0,0.1181577748541509,0.0
5,0.0001388888888888889,0.5,0.008333333333333333,0.6001818495549881,0,0.13071914736209367,0.0,0.5502430215105782,0,0.17297334180104326,0.0,0.650163687502707,0,0.11816626134566574,0.0
6,0.0001666666666666667,0.6000000000000001,0.010000000000000002,0.6002182266230905,0,0.130727392346868,0.0,0.5502916249080901,0,0.1729722996975246,0.0,0.6501964323699945,0,0.11817474783718059,0.0
7,0.00019444444444444446,0.7000000000000001,0.011666666666666667,0.6002546060768946,0,0.13073563733164234,0.0,0.5503402280040673,0,0.1729712575940059,0.0,0.650229179692864,0,0.11818323432869542,0.0
8,0.00022222222222222223,0.8,0.013333333333333334,0.6002909879164003,0,0.13074388231641665,0.0,0.5503888307985101,0,0.17297021549048716,0.0,0.6502619294713156,0,0.11819172082021025,0.0
9,0.00025,0.9,0.015000000000000001,0.6003273721416076,0,0.13075212730119096,0.0,0.5504374332914181,0,0.1729691733869685,0.0,0.6502946817053492,0,0.11820020731172509,0.0
10,0.0002777777777777778,1.0,0.016666666666666666,0.6003637587525165,0,0.1307603722859653,0.0,0.5504860354827917,0,0.1729681312834498,0.0,0.6503274363949648,0,0.11820869380323992,0.0
11,0.00030555555555555555,1.1,0.018333333333333333,0.600400147749127,0,0.13076861727073963,0.0,0.5505346373726306,0,0.1729670891799311,0.0,0.6503601935401625,0,0.11821718029475477,0.0
12,0.0003333333333333334,1.2000000000000002,0.020000000000000004,0.6004365391314391,0,0.13077686225551394,0.0,0.5505832389609351,0,0.17296604707641242,0.0,0.6503929531409421,0,0.11822566678626961,0.0
13,0.00036111111111111115,1.3,0.021666666666666667,0.6004729328994529,0,0.13078510724028825,0.0,0.5506318402477048,0,0.1729650049728937,0.0,0.6504257151973039,0,0.11823415327778444,0.0
14,0.0003888888888888889,1.4000000000000001,0.023333333333333334,0.6005093290531682,0,0.1307933522250626,0.0,0.5506804412329401,0,0.172963962869375,0.0,0.6504584797092477,0,0.11824263976929927,0.0
15,0.0004166666666666667,1.5,0.025,0.6005457275925852,0,0.13080159720983692,0.0,0.5507290419166407,0,0.17296292076585632,0.0,0.6504912466767736,0,0.11825112626081412,0.0
16,0.00044444444444444447,1.6,0.02666666666666667,0.6005821285177038,0,0.13080984219461123,0.0,0.5507776422988068,0,0.17296187866233761,0.0,0.6505240160998815,0,0.11825961275232896,0.0
17,0.00047222222222222224,1.7,0.028333333333333332,0.600618531828524,0,0.13081808717938553,0.0,0.5508262423794382,0,0.17296083655881891,0.0,0.6505567879785714,0,0.1182680992438438,0.0
18,0.0005,1.8,0.030000000000000002,0.6006549375250458,0,0.1308263321641599,0.0,0.5508748421585351,0,0.17295979445530021,0.0,0.6505895623128435,0,0.11827658573535862,0.0
19,0.0005277777777777778,1.9000000000000001,0.03166666666666667,0.6006913456072692,0,0.1308345771489342,0.0,0.5509234416360974,0,0.17295875235178151,0.0,0.6506223391026974,0,0.11828507222687347,0.0
20,0.0005555555555555556,2.0,0.03333333333333333,0.6007277560751944,0,0.13084282213370851,0.0,0.5509720408121251,0,0.1729577102482628,0.0,0.6506551183481335,0,0.1182935587183883,0.0
21,0.0005833333333333334,2.1,0.035,0.6007641689288209,0,0.13085106711848285,0.0,0.5510206396866183,0,0.17295666814474414,0.0,0.6506879000491516,0,0.11830204520990314,0.0
22,0.0006111111111111111,2.2,0.03666666666666667,0.6008005841681493,0,0.13085931210325719,0.0,0.5510692382595768,0,0.17295562604122544,0.0,0.6507206842057517,0,0.11831053170141798,0.0
