step,time_hours,time_seconds,time_minutes,Explore-Inner_soc,Explore-Mid_soc,Explore-Outer_soc,Drone-3m_soc,Drone-6m_soc,Drone-9m_soc
0,0.0,0.0,0.0,0.6999740606725146,0.6999717025518342,0.6999729328756674,0.699994550356296,0.699994550356296,0.699994550356296
1,2.777777777777778e-05,0.1,0.0016666666666666668,0.6999481213450292,0.6999434051036683,0.6999458657513349,0.6999891007125919,0.6999891007125919,0.6999891007125919
2,5.555555555555556e-05,0.2,0.0033333333333333335,0.6999221820175439,0.6999151076555024,0.6999187986270022,0.6999836510688879,0.6999836510688879,0.6999836510688879
3,8.333333333333334e-05,0.30000000000000004,0.005000000000000001,0.6998962426900585,0.6998868102073366,0.6998917315026697,0.699978201425184,0.699978201425184,0.699978201425184
4,0.00011111111111111112,0.4,0.006666666666666667,0.699870303362573,0.6998585127591707,0.6998646643783372,0.6999727517814799,0.6999727517814799,0.6999727517814799
5,0.0001388888888888889,0.5,0.008333333333333333,0.6998443640350877,0.6998302153110048,0.6998375972540045,0.6999673021377759,0.6999673021377759,0.6999673021377759
6,0.0001666666666666667,0.6000000000000001,0.010000000000000002,0.6998184247076022,0.699801917862839,0.699810530129672,0.699961852494072,0.699961852494072,0.699961852494072
7,0.00019444444444444446,0.7000000000000001,0.011666666666666667,0.699792485380117,0.6997736204146731,0.6997834630053394,0.6999564028503679,0.6999564028503679,0.6999564028503679
8,0.00022222222222222223,0.8,0.013333333333333334,0.6997665460526316,0.6997453229665072,0.6997563958810069,0.6999509532066639,0.6999509532066639,0.6999509532066639
9,0.00025,0.9,0.015000000000000001,0.6997406067251462,0.6997170255183413,0.6997293287566743,0.6999455035629599,0.6999455035629599,0.6999455035629599
10,0.0002777777777777778,1.0,0.016666666666666666,0.6997146673976608,0.6996887280701755,0.6997022616323417,0.6999400539192558,0.6999400539192558,0.6999400539192558
11,0.00030555555555555555,1.1,0.018333333333333333,0.6996887280701753,0.6996604306220096,0.6996751945080092,0.6999346042755519,0.6999346042755519,0.6999346042755519
12,0.0003333333333333334,1.2000000000000002,0.020000000000000004,0.6996627887426901,0.6996321331738437,0.6996481273836765,0.6999291546318478,0.6999291546318478,0.6999291546318478
13,0.00036111111111111115,1.3,0.021666666666666667,0.6996368494152047,0.6996038357256779,0.699621060259344,0.6999237049881438,0.6999237049881438,0.6999237049881438
14,0.0003888888888888889,1.4000000000000001,0.023333333333333334,0.6996109100877193,0.699575538277512,0.6995939931350115,0.6999182553444399,0.6999182553444399,0.6999182553444399
15,0.0004166666666666667,1.5,0.025,0.6995849707602338,0.699547240829346,0.6995669260106788,0.6999128057007358,0.6999128057007358,0.6999128057007358
16,0.00044444444444444447,1.6,0.02666666666666667,0.6995590314327486,0.6995189433811803,0.6995398588863463,0.6999073560570318,0.6999073560570318,0.6999073560570318
17,0.00047222222222222224,1.7,0.028333333333333332,0.6995330921052632,0.6994906459330144,0.6995127917620138,0.6999019064133278,0.6999019064133278,0.6999019064133278
18,0.0005,1.8,0.030000000000000002,0.6995071527777778,0.6994623484848485,0.6994857246376812,0.6998964567696238,0.6998964567696238,0.6998964567696238
19,0.0005277777777777778,1.9000000000000001,0.03166666666666667,0.6994812134502923,0.6994340510366827,0.6994586575133486,0.6998910071259198,0.6998910071259198,0.6998910071259198
20,0.0005555555555555556,2.0,0.03333333333333333,0.699455274122807,0.6994057535885168,0.699431590389016,0.6998855574822157,0.6998855574822157,0.6998855574822157
21,0.0005833333333333334,2.1,0.035,0.6994293347953217,0.6993774561403509,0.6994045232646835,0.6998801078385117,0.6998801078385117,0.6998801078385117
22,0.0006111111111111111,2.2,0.03666666666666667,0.6994033954678363,0.6993491586921851,0.6993774561403509,0.6998746581948078,0.6998746581948078,0.6998746581948078
23,0.0006388888888888889,2.3000000000000003,0.03833333333333334,0.6993774561403509,0.6993208612440192,0.6993503890160183,0.6998692085511037,0.6998692085511037,0.6998692085511037
24,0.0006666666666666668,2.4000000000000004,0.04000000000000001,0.6993515168128654,0.6992925637958533,0.6993233218916858,0.6998637589073997,0.6998637589073997,0.6998637589073997
25,0.0006944444444444445,2.5,0.041666666666666664,0.69932557748538,0.6992642663476875,0.6992962547673531,0.6998583092636957,0.6998583092636957,0.6998583092636957
26,0.0007222222222222223,2.6,0.043333333333333335,0.6992996381578948,0.6992359688995216,0.6992691876430206,0.6998528596199917,0.6998528596199917,0.6998528596199917
27,0.00075,2.7,0.045000000000000005,0.6992736988304094,0.6992076714513557,0.6992421205186881,0.6998474099762877,0.6998474099762877,0.6998474099762877
28,0.0007777777777777778,2.8000000000000003,0.04666666666666667,0.699247759502924,0.6991793740031899,0.6992150533943554,0.6998419603325837,0.6998419603325837,0.6998419603325837
