step,time_hours,time_seconds,time_minutes,Explore-Inner_soc,Explore-Mid_soc,Explore-Outer_soc,Drone-3m_soc,Drone-6m_soc,Drone-9m_soc
0,0.0,0.0,0.0,0.6999663754873293,0.6999931937799042,0.7,0.6999919820812448,0.6999925311294448,0.6999917597394117
1,2.777777777777778e-05,0.1,0.0016666666666666668,0.6999327509746588,0.6999863875598086,0.7,0.6999839641624896,0.6999850622588897,0.6999835194788235
2,5.555555555555556e-05,0.2,0.0033333333333333335,0.6998991264619882,0.6999795813397128,0.7,0.6999759462437344,0.6999775933883345,0.6999752792182353
3,8.333333333333334e-05,0.30000000000000004,0.005000000000000001,0.6998655019493175,0.6999727751196171,0.7,0.6999679283249792,0.6999701245177793,0.6999670389576471
4,0.00011111111111111112,0.4,0.006666666666666667,0.6998318774366469,0.6999659688995213,0.7,0.6999599104062241,0.6999626556472242,0.6999587986970589
5,0.0001388888888888889,0.5,0.008333333333333333,0.6997982529239763,0.6999591626794256,0.7,0.6999518924874689,0.699955186776669,0.6999505584364707
6,0.0001666666666666667,0.6000000000000001,0.010000000000000002,0.6997646284113057,0.6999523564593298,0.7,0.6999438745687137,0.6999477179061139,0.6999423181758825
7,0.00019444444444444446,0.7000000000000001,0.011666666666666667,0.6997310038986351,0.6999455502392341,0.7,0.6999358566499585,0.6999402490355586,0.6999340779152943
8,0.00022222222222222223,0.8,0.013333333333333334,0.6996973793859645,0.6999387440191385,0.7,0.6999278387312033,0.6999327801650035,0.6999258376547061
9,0.00025,0.9,0.015000000000000001,0.6996637548732939,0.6999319377990427,0.7,0.6999198208124481,0.6999253112944483,0.6999175973941179
10,0.0002777777777777778,1.0,0.016666666666666666,0.6996301303606233,0.699925131578947,0.7,0.6999118028936929,0.6999178424238932,0.6999093571335296
11,0.00030555555555555555,1.1,0.018333333333333333,0.6995965058479526,0.6999183253588512,0.7,0.6999037849749378,0.699910373553338,0.6999011168729414
12,0.0003333333333333334,1.2000000000000002,0.020000000000000004,0.6995628813352821,0.6999115191387555,0.7,0.6998957670561826,0.6999029046827828,0.6998928766123532
13,0.00036111111111111115,1.3,0.021666666666666667,0.6995292568226115,0.6999047129186597,0.7,0.6998877491374274,0.6998954358122277,0.699884636351765
14,0.0003888888888888889,1.4000000000000001,0.023333333333333334,0.6994956323099408,0.699897906698564,0.7,0.6998797312186722,0.6998879669416725,0.6998763960911768
15,0.0004166666666666667,1.5,0.025,0.6994620077972703,0.6998911004784683,0.7,0.699871713299917,0.6998804980711174,0.6998681558305886
16,0.00044444444444444447,1.6,0.02666666666666667,0.6994283832845997,0.6998842942583726,0.7,0.6998636953811619,0.6998730292005622,0.6998599155700003
17,0.00047222222222222224,1.7,0.028333333333333332,0.699394758771929,0.6998774880382769,0.7,0.6998556774624066,0.699865560330007,0.6998516753094121
18,0.0005,1.8,0.030000000000000002,0.6993611342592585,0.6998706818181811,0.7,0.6998476595436515,0.6998580914594519,0.6998434350488238
19,0.0005277777777777778,1.9000000000000001,0.03166666666666667,0.6993275097465879,0.6998638755980854,0.7,0.6998396416248963,0.6998506225888967,0.6998351947882356
20,0.0005555555555555556,2.0,0.03333333333333333,0.6992938852339172,0.6998570693779896,0.7,0.6998316237061412,0.6998431537183415,0.6998269545276474
21,0.0005833333333333334,2.1,0.035,0.6992602607212466,0.6998502631578939,0.7,0.6998236057873859,0.6998356848477864,0.6998187142670592
22,0.0006111111111111111,2.2,0.03666666666666667,0.6992266362085761,0.6998434569377981,0.7,0.6998155878686307,0.6998282159772312,0.699810474006471
23,0.0006388888888888889,2.3000000000000003,0.03833333333333334,0.6991930116959054,0.6998366507177025,0.7,0.6998075699498756,0.6998207471066761,0.6998022337458828
24,0.0006666666666666668,2.4000000000000004,0.04000000000000001,0.6991593871832348,0.6998298444976068,0.7,0.6997995520311203,0.6998132782361209,0.6997939934852946
25,0.0006944444444444445,2.5,0.041666666666666664,0.6991257626705643,0.699823038277511,0.7,0.6997915341123652,0.6998058093655657,0.6997857532247064
26,0.0007222222222222223,2.6,0.043333333333333335,0.6990921381578936,0.6998162320574153,0.7,0.69978351619361,0.6997983404950106,0.6997775129641182
27,0.00075,2.7,0.045000000000000005,0.699058513645223,0.6998094258373195,0.7,0.6997754982748549,0.6997908716244554,0.69976927270353
28,0.0007777777777777778,2.8000000000000003,0.04666666666666667,0.6990248891325523,0.6998026196172238,0.7,0.6997674803560996,0.6997834027539003,0.6997610324429417
29,0.0008055555555555556,2.9,0.04833333333333333,0.6989912646198818,0.699795813397128,0.7,0.6997594624373444,0.699775933883345,0.6997527921823535
30,0.0008333333333333334,3.0,0.05,0.6989576401072112,0.6997890071770324,0.7,0.6997514445185893,0.6997684650127899,0.6997445519217653
31,0.0008611111111111111,3.1,0.051666666666666666,0.6989240155945405,0.6997822009569367,0.7,0.6997434265998341,0.6997609961422347,0.6997363116611771
32,0.0008888888888888889,3.2,0.05333333333333334,0.69889039108187,0.6997753947368409,0.7,0.6997354086810789,0.6997535272716796,0.6997280714005889
33,0.0009166666666666668,3.3000000000000003,0.05500000000000001,0.6988567665691994,0.6997685885167452,0.7,0.6997273907623237,0.6997460584011244,0.6997198311400007
34,0.0009444444444444445,3.4,0.056666666666666664,0.6988231420565287,0.6997617822966494,0.7,0.6997193728435686,0.6997385895305692,0.6997115908794125
35,0.0009722222222222223,3.5000000000000004,0.05833333333333334,0.6987895175438581,0.6997549760765537,0.7,0.6997113549248133,0.6997311206600141,0.6997033506188243
36,0.001,3.6,0.060000000000000005,0.6987558930311876,0.6997481698564579,0.7,0.6997033370060581,0.699723651789459,0.6996951103582361
37,0.0010277777777777778,3.7,0.06166666666666667,0.6987222685185169,0.6997413636363622,0.7,0.699695319087303,0.6997161829189038,0.6996868700976479
38,0.0010555555555555557,3.8000000000000003,0.06333333333333334,0.6986886440058463,0.6997345574162666,0.7,0.6996873011685478,0.6997087140483486,0.6996786298370596
39,0.0010833333333333333,3.9,0.065,0.6986550194931758,0.6997277511961708,0.7,0.6996792832497926,0.6997012451777934,0.6996703895764713
40,0.0011111111111111111,4.0,0.06666666666666667,0.6986213949805051,0.6997209449760751,0.7,0.6996712653310374,0.6996937763072383,0.6996621493158831
41,0.001138888888888889,4.1000000000000005,0.06833333333333334,0.6985877704678345,0.6997141387559793,0.7,0.6996632474122823,0.6996863074366831,0.6996539090552949
42,0.0011666666666666668,4.2,0.07,0.698554145955164,0.6997073325358836,0.7,0.6996552294935271,0.6996788385661279,0.6996456687947067
43,0.0011944444444444446,4.300000000000001,0.07166666666666668,0.6985205214424933,0.6997005263157878,0.7,0.6996472115747718,0.6996713696955728,0.6996374285341185
44,0.0012222222222222222,4.4,0.07333333333333333,0.6984868969298227,0.6996937200956921,0.7,0.6996391936560167,0.6996639008250176,0.6996291882735303
45,0.00125,4.5,0.075,0.698453272417152,0.6996869138755965,0.7,0.6996311757372615,0.6996564319544625,0.6996209480129421
46,0.0012777777777777779,4.6000000000000005,0.07666666666666667,0.6984196479044815,0.6996801076555007,0.7,0.6996231578185063,0.6996489630839073,0.6996127077523538
47,0.0013055555555555557,4.7,0.07833333333333334,0.6983860233918109,0.699673301435405,0.7,0.6996151398997511,0.6996414942133521,0.6996044674917656
48,0.0013333333333333335,4.800000000000001,0.08000000000000002,0.6983523988791402,0.6996664952153092,0.7,0.699607121980996,0.699634025342797,0.6995962272311774
49,0.0013611111111111111,4.9,0.08166666666666668,0.6983187743664697,0.6996596889952135,0.7,0.6995991040622408,0.6996265564722418,0.6995879869705892
50,0.001388888888888889,5.0,0.08333333333333333,0.6982851498537991,0.6996528827751177,0.7,0.6995910861434855,0.6996190876016867,0.699579746710001
51,0.0014166666666666668,5.1000000000000005,0.085,0.6982512438352806,0.69964587238171,0.7,0.6995830606015818,0.6996116116524934,0.6995714981910018
52,0.0014444444444444446,5.2,0.08666666666666667,0.6982170563109141,0.6996386578149902,0.7,0.6995750274365294,0.6996041286246624,0.6995632414135917
53,0.0014722222222222222,5.3,0.08833333333333333,0.6981825872806996,0.6996312390749584,0.7,0.6995669866483286,0.6995966385181933,0.6995549763777706
54,0.0015,5.4,0.09000000000000001,0.6981478367446373,0.6996236161616144,0.7,0.6995589382369791,0.6995891413330864,0.6995467030835386
55,0.0015277777777777779,5.5,0.09166666666666666,0.698112804702727,0.6996157890749582,0.7,0.6995508822024811,0.6995816370693413,0.6995384215308956
56,0.0015555555555555557,5.6000000000000005,0.09333333333333334,0.6980774911549686,0.6996077578149903,0.7,0.6995428185448345,0.6995741257269584,0.6995301317198416
57,0.0015833333333333335,5.700000000000001,0.09500000000000001,0.6980418961013624,0.6995995223817101,0.7,0.6995347472640393,0.6995666073059376,0.6995218336503768
58,0.0016111111111111111,5.8,0.09666666666666666,0.6980060195419082,0.6995910827751178,0.7,0.6995266683600957,0.6995590818062787,0.699513527322501
59,0.001638888888888889,5.9,0.09833333333333334,0.6979698614766061,0.6995824389952136,0.7,0.6995185818330033,0.6995515492279819,0.6995052127362144
60,0.0016666666666666668,6.0,0.1,0.6979334219054559,0.6995735910419971,0.7,0.6995104876827626,0.6995440095710472,0.6994968898915167
61,0.0016944444444444446,6.1000000000000005,0.10166666666666667,0.697896700828458,0.6995645389154687,0.7,0.6995023859093732,0.6995364628354744,0.6994885587884081
62,0.0017222222222222222,6.2,0.10333333333333333,0.6978596982456119,0.6995552826156282,0.7,0.6994942765128352,0.6995289090212639,0.6994802194268884
63,0.00175,6.3,0.105,0.6978224141569179,0.6995458221424756,0.7,0.6994861594931487,0.6995213481284153,0.6994718718069579
