step,time_hours,time_seconds,time_minutes,Explore-Inner_soc,Explore-Mid_soc,Explore-Outer_soc,Drone-3m_soc,Drone-6m_soc,Drone-9m_soc
0,0.0,0.0,0.0,0.6999929885477583,0.35994894603934074,0.27999067251461995,0.6999927398585125,0.49999273985851256,0.2999927398585125
1,2.777777777777778e-05,0.1,0.0016666666666666668,0.6999859770955165,0.35989789207868156,0.27994361937452333,0.6999854797170251,0.49998547971702506,0.29998547971702505
2,5.555555555555556e-05,0.2,0.0033333333333333335,0.6999789656432748,0.35984683811802237,0.2798965662344267,0.6999782195755376,0.4999782195755376,0.2999782195755376
3,8.333333333333334e-05,0.30000000000000004,0.005000000000000001,0.6999719541910331,0.3597957841573632,0.27984951309433015,0.6999709594340502,0.4999709594340502,0.2999709594340501
4,0.00011111111111111112,0.4,0.006666666666666667,0.6999649427387914,0.35974473019670394,0.27980245995423353,0.6999636992925626,0.4999636992925627,0.29996369929256267
5,0.0001388888888888889,0.5,0.008333333333333333,0.6999579312865496,0.35969367623604476,0.2797554068141369,0.6999564391510752,0.49995643915107524,0.2999564391510752
6,0.0001666666666666667,0.6000000000000001,0.010000000000000002,0.6999509198343079,0.35964262227538557,0.2797083536740403,0.6999491790095878,0.4999491790095878,0.29994917900958773
7,0.00019444444444444446,0.7000000000000001,0.011666666666666667,0.6999439083820662,0.35959156831472633,0.27966130053394367,0.6999419188681003,0.4999419188681003,0.2999419188681003
8,0.00022222222222222223,0.8,0.013333333333333334,0.6999368969298245,0.35954051435406714,0.27961424739384705,0.6999346587266129,0.49993465872661286,0.29993465872661285
9,0.00025,0.9,0.015000000000000001,0.6999298854775827,0.35948946039340796,0.2795671942537505,0.6999273985851254,0.4999273985851254,0.29992739858512535
10,0.0002777777777777778,1.0,0.016666666666666666,0.699922874025341,0.35943840643274877,0.27952014111365386,0.6999201384436379,0.4999201384436379,0.2999201384436379
11,0.00030555555555555555,1.1,0.018333333333333333,0.6999158625730993,0.3593873524720895,0.27947308797355724,0.6999128783021504,0.4999128783021505,0.29991287830215047
12,0.0003333333333333334,1.2000000000000002,0.020000000000000004,0.6999088511208577,0.35933629851143034,0.2794260348334606,0.699905618160663,0.49990561816066303,0.29990561816066297
13,0.00036111111111111115,1.3,0.021666666666666667,0.6999018396686159,0.35928524455077115,0.279378981693364,0.6998983580191755,0.49989835801917554,0.2998983580191755
14,0.0003888888888888889,1.4000000000000001,0.023333333333333334,0.6998948282163742,0.35923419059011197,0.2793319285532674,0.6998910978776881,0.4998910978776881,0.2998910978776881
15,0.0004166666666666667,1.5,0.025,0.6998878167641325,0.3591831366294527,0.2792848754131708,0.6998838377362007,0.49988383773620065,0.2998838377362006
16,0.00044444444444444447,1.6,0.02666666666666667,0.6998808053118908,0.35913208266879354,0.2792378222730742,0.6998765775947131,0.49987657759471316,0.29987657759471315
17,0.00047222222222222224,1.7,0.028333333333333332,0.699873793859649,0.35908102870813435,0.2791907691329776,0.6998693174532257,0.4998693174532257,0.2998693174532257
18,0.0005,1.8,0.030000000000000002,0.6998667824074073,0.3590299747474751,0.27914371599288096,0.6998620573117382,0.4998620573117383,0.2998620573117382
19,0.0005277777777777778,1.9000000000000001,0.03166666666666667,0.6998597709551656,0.3589789207868159,0.27909666285278434,0.6998547971702508,0.4998547971702508,0.29985479717025076
20,0.0005555555555555556,2.0,0.03333333333333333,0.6998527595029239,0.35892786682615674,0.2790496097126878,0.6998475370287633,0.49984753702876333,0.2998475370287633
21,0.0005833333333333334,2.1,0.035,0.6998457480506821,0.35887681286549755,0.27900255657259115,0.6998402768872759,0.4998402768872759,0.2998402768872758
22,0.0006111111111111111,2.2,0.03666666666666667,0.6998387365984404,0.3588257589048383,0.27895550343249453,0.6998330167457883,0.4998330167457884,0.2998330167457884
23,0.0006388888888888889,2.3000000000000003,0.03833333333333334,0.6998317251461987,0.3587747049441791,0.2789084502923979,0.6998257566043009,0.49982575660430095,0.29982575660430094
24,0.0006666666666666668,2.4000000000000004,0.04000000000000001,0.699824713693957,0.35872365098351994,0.2788613971523013,0.6998184964628135,0.4998184964628135,0.29981849646281344
25,0.0006944444444444445,2.5,0.041666666666666664,0.6998177022417152,0.35867259702286075,0.2788143440122047,0.699811236321326,0.499811236321326,0.299811236321326
26,0.0007222222222222223,2.6,0.043333333333333335,0.6998106907894736,0.3586215430622015,0.2787672908721081,0.6998039761798386,0.49980397617983857,0.29980397617983856
27,0.00075,2.7,0.045000000000000005,0.6998036793372319,0.3585704891015423,0.2787202377320115,0.6997967160383511,0.49979671603835113,0.29979671603835106
28,0.0007777777777777778,2.8000000000000003,0.04666666666666667,0.6997966678849902,0.35851943514088314,0.27867318459191487,0.6997894558968636,0.49978945589686363,0.2997894558968636
29,0.0008055555555555556,2.9,0.04833333333333333,0.6997896564327484,0.3584683811802239,0.27862613145181825,0.6997821957553761,0.4997821957553762,0.2997821957553762
30,0.0008333333333333334,3.0,0.05,0.6997826449805067,0.3584173272195647,0.27857907831172163,0.6997749356138887,0.49977493561388875,0.2997749356138887
31,0.0008611111111111111,3.1,0.051666666666666666,0.699775633528265,0.3583662732589055,0.278532025171625,0.6997676754724013,0.49976767547240125,0.29976767547240124
32,0.0008888888888888889,3.2,0.05333333333333334,0.6997686220760233,0.35831521929824633,0.27848497203152844,0.6997604153309138,0.4997604153309138,0.2997604153309138
33,0.0009166666666666668,3.3000000000000003,0.05500000000000001,0.6997616106237815,0.3582641653375871,0.2784379188914318,0.6997531551894264,0.49975315518942637,0.2997531551894263
34,0.0009444444444444445,3.4,0.056666666666666664,0.6997545991715398,0.3582131113769279,0.2783908657513352,0.6997458950479388,0.49974589504793887,0.29974589504793886
35,0.0009722222222222223,3.5000000000000004,0.05833333333333334,0.6997475877192981,0.3581620574162687,0.2783438126112386,0.6997386349064514,0.49973863490645143,0.2997386349064514
36,0.001,3.6,0.060000000000000005,0.6997405762670564,0.35811100345560953,0.27829675947114196,0.6997313747649639,0.499731374764964,0.2997313747649639
37,0.0010277777777777778,3.7,0.06166666666666667,0.6997335648148146,0.3580599494949503,0.27824970633104534,0.6997241146234765,0.4997241146234765,0.2997241146234765
38,0.0010555555555555557,3.8000000000000003,0.06333333333333334,0.699726553362573,0.3580088955342911,0.2782026531909488,0.6997168544819891,0.49971685448198905,0.29971685448198904
39,0.0010833333333333333,3.9,0.065,0.6997195419103313,0.3579578415736319,0.27815560005085216,0.6997095943405016,0.4997095943405016,0.29970959434050154
40,0.0011111111111111111,4.0,0.06666666666666667,0.6997125304580896,0.3579067876129727,0.27810854691075554,0.6997023341990141,0.4997023341990141,0.2997023341990141
41,0.001138888888888889,4.1000000000000005,0.06833333333333334,0.6997055190058478,0.3578557336523135,0.2780614937706589,0.6996950740575266,0.49969507405752667,0.29969507405752666
42,0.0011666666666666668,4.2,0.07,0.6996985075536061,0.3578046796916543,0.2780144406305623,0.6996878139160392,0.4996878139160392,0.29968781391603916
43,0.0011944444444444446,4.300000000000001,0.07166666666666668,0.6996914961013644,0.3577536257309951,0.27796738749046573,0.6996805537745517,0.49968055377455173,0.2996805537745517
44,0.0012222222222222222,4.4,0.07333333333333333,0.6996844846491227,0.3577025717703359,0.2779203343503691,0.6996732936330643,0.4996732936330643,0.2996732936330643
45,0.00125,4.5,0.075,0.6996774731968809,0.3576515178096767,0.2778732812102725,0.6996660334915769,0.49966603349157684,0.2996660334915768
46,0.0012777777777777779,4.6000000000000005,0.07666666666666667,0.6996704617446392,0.3576004638490175,0.2778262280701759,0.6996587733500893,0.49965877335008935,0.29965877335008934
47,0.0013055555555555557,4.7,0.07833333333333334,0.6996634502923975,0.3575494098883583,0.27777917493007925,0.6996515132086019,0.4996515132086019,0.2996515132086019
48,0.0013333333333333335,4.800000000000001,0.08000000000000002,0.6996564388401558,0.3574983559276991,0.27773212178998263,0.6996442530671144,0.49964425306711446,0.2996442530671144
49,0.0013611111111111111,4.9,0.08166666666666668,0.699649427387914,0.3574473019670399,0.27768506864988607,0.699636992925627,0.49963699292562697,0.29963699292562695
50,0.001388888888888889,5.0,0.08333333333333333,0.6996424159356723,0.3573962480063807,0.27763801550978945,0.6996297327841395,0.4996297327841395,0.2996297327841395
51,0.0014166666666666668,5.1000000000000005,0.085,0.6996353743664716,0.35734507652844344,0.27759096236969283,0.6996224726426521,0.4996224726426521,0.299622472642652
52,0.0014444444444444446,5.2,0.08666666666666667,0.6996283026803118,0.35729378753322816,0.2775439092295962,0.6996152125011645,0.4996152125011646,0.2996152125011646
53,0.0014722222222222222,5.3,0.08833333333333333,0.6996212008771928,0.3572423810207348,0.2774968560894996,0.6996079523596771,0.49960795235967714,0.29960795235967713
54,0.0015,5.4,0.09000000000000001,0.6996140689571149,0.3571908569909635,0.27744980294940297,0.6996006922181897,0.4996006922181897,0.29960069221818963
55,0.0015277777777777779,5.5,0.09166666666666666,0.6996069069200778,0.357139215443914,0.2774027498093064,0.6995934320767022,0.4995934320767022,0.2995934320767022
56,0.0015555555555555557,5.6000000000000005,0.09333333333333334,0.6995997147660817,0.35708745637958655,0.2773556995630476,0.6995861719352148,0.49958617193521476,0.29958617193521475
