rover_name,rover_type,step,time_hours,time_seconds,time_minutes,from_mode,to_mode,x_m,y_m,charge_station_id
Explore-Mid,explore,1857,0.051583333333333335,185.70000000000002,3.095,WORK,WAIT_PV,9.6701,10.4177,-1
Explore-Outer,explore,1701,0.04725,170.1,2.835,GO_STATION,WAIT_PV,5.504918183895972,4.050537413207798,-1
Drone-3m,transport,9918,0.2755,991.8000000000001,16.53,WORK,DONE,8.3054,11.1673,-1
Drone-6m,transport,6288,0.17466666666666666,628.8,10.48,WORK,GO_STATION,10.1891,11.6671,-1
Drone-6m,transport,6358,0.1766111111111111,635.8,10.596666666666666,GO_STATION,CHARGE,9.241520060340811,12.015505004258626,0
Drone-9m,transport,1054,0.029277777777777778,105.4,1.7566666666666666,WORK,GO_STATION,16.532,6.3045,-1
Drone-9m,transport,1110,0.030833333333333334,111.0,1.85,GO_STATION,CHARGE,15.981264791118438,7.4794208817988475,2
Drone-9m,transport,10250,0.2847222222222222,1025.0,17.083333333333332,CHARGE,WORK,15.981264791118438,7.4794208817988475,2
