Time,WindSpeed,WindDirection,Temperature,Power,hour_sin,hour_cos,doy_sin,doy_cos,WindDir_sin,WindDir_cos,WindSpeed_diff
2020-01-01 00:00:00,9.84,153.1,-4.625,70.2554,0.0,1.0,0.017213356155834685,0.9998518392091162,0.4524347093117829,-0.891797529605214,0.0
2020-01-01 00:15:00,9.88,157.0,-4.548,71.5179,0.06540312923014306,0.9978589232386035,0.017213356155834685,0.9998518392091162,0.39073112848927377,-0.9205048534524404,0.040000000000000924
2020-01-01 00:30:00,9.59,154.2,-4.617,74.2368,0.13052619222005157,0.9914448613738104,0.017213356155834685,0.9998518392091162,0.43523109937232757,-0.9003187714021935,-0.2900000000000009
2020-01-01 00:45:00,9.98,152.8,-4.762,74.9795,0.19509032201612825,0.9807852804032304,0.017213356155834685,0.9998518392091162,0.45709792705869406,-0.8894163732912975,0.39000000000000057
2020-01-01 01:00:00,9.68,151.6,-4.771,68.532,0.25881904510252074,0.9659258262890683,0.017213356155834685,0.9998518392091162,0.4756242090702755,-0.8796485728666164,-0.3000000000000007
2020-01-01 01:15:00,10.06,152.6,-4.5,63.9927,0.3214394653031616,0.9469301294951057,0.017213356155834685,0.9998518392091162,0.46019978478385176,-0.8878153851364012,0.3800000000000008
2020-01-01 01:30:00,9.76,152.9,-4.515,61.0869,0.3826834323650898,0.9238795325112867,0.017213356155834685,0.9998518392091162,0.45554490723351554,-0.8902128046111265,-0.3000000000000007
2020-01-01 01:45:00,10.51,153.1,-4.323,62.2323,0.44228869021900125,0.8968727415326884,0.017213356155834685,0.9998518392091162,0.4524347093117829,-0.891797529605214,0.75
2020-01-01 02:00:00,9.98,153.1,-4.351,58.6113,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162,0.4524347093117829,-0.891797529605214,-0.5299999999999994
2020-01-01 02:15:00,10.21,152.3,-4.326,60.2112,0.5555702330196022,0.8314696123025452,0.017213356155834685,0.9998518392091162,0.46484204572461946,-0.8853936257544159,0.23000000000000043
2020-01-01 02:30:00,10.66,150.5,-4.156,63.4442,0.6087614290087207,0.7933533402912352,0.017213356155834685,0.9998518392091162,0.49242356010346716,-0.8703556959398997,0.4499999999999993
2020-01-01 02:45:00,11.33,152.3,-4.121,66.8213,0.6593458151000688,0.7518398074789774,0.017213356155834685,0.9998518392091162,0.46484204572461946,-0.8853936257544159,0.6699999999999999
2020-01-01 03:00:00,10.48,154.3,-4.094,67.5381,0.7071067811865475,0.7071067811865476,0.017213356155834685,0.9998518392091162,0.4336590845875441,-0.9010770213220917,-0.8499999999999996
2020-01-01 03:15:00,10.52,151.7,-4.088,68.5616,0.7518398074789774,0.6593458151000688,0.017213356155834685,0.9998518392091162,0.4740882090471163,-0.880477353509162,0.03999999999999915
2020-01-01 03:30:00,10.58,152.1,-4.046,63.1597,0.7933533402912352,0.6087614290087207,0.017213356155834685,0.9998518392091162,0.4679298142605734,-0.8837656300886935,0.0600000000000005
2020-01-01 03:45:00,10.61,152.0,-4.019,66.1825,0.8314696123025451,0.5555702330196024,0.017213356155834685,0.9998518392091162,0.4694715627858907,-0.882947592858927,0.02999999999999936
2020-01-01 04:00:00,10.67,151.9,-3.989,64.1093,0.8660254037844386,0.5000000000000001,0.017213356155834685,0.9998518392091162,0.47101188121940984,-0.8821268660176679,0.0600000000000005
2020-01-01 04:15:00,10.65,151.5,-3.911,62.1436,0.8968727415326884,0.44228869021900125,0.017213356155834685,0.9998518392091162,0.4771587602596086,-0.8788171126619653,-0.019999999999999574
