step,time_hours,time_seconds,time_minutes,S0_soc,S0_queue,S0_renewable_in_kW,S0_wireless_out_kW,S1_soc,S1_queue,S1_renewable_in_kW,S1_wireless_out_kW,S2_soc,S2_queue,S2_renewable_in_kW,S2_wireless_out_kW
0,0.0,0.0,0.0,0.8,0,0.08643560628579355,0.0,0.55,0,0.14935915796262944,0.0,0.4,0,0.07267073316588926,0.0
1,2.777777777777778e-05,0.1,0.0016666666666666668,0.8000235635434856,0,0.08643556797389507,0.0,0.5500417705896883,0,0.14935929558648914,0.0,0.40001958065195775,0,0.0726707185477548,0.0
2,5.555555555555556e-05,0.2,0.0033333333333333335,0.8000471270758854,0,0.08643552966199658,0.0,0.5500835412191982,0,0.14935943321034886,0.0,0.40003916129968564,0,0.07267070392962033,0.0
3,8.333333333333334e-05,0.30000000000000004,0.005000000000000001,0.8000706905971997,0,0.08643549135009809,0.0,0.55012531188853,0,0.14935957083420856,0.0,0.4000587419431838,0,0.07267068931148589,0.0
4,0.00011111111111111112,0.4,0.006666666666666667,0.8000942541074284,0,0.0864354530381996,0.0,0.5501670825976833,0,0.14935970845806826,0.0,0.4000783225824522,0,0.07267067469335142,0.0
5,0.0001388888888888889,0.5,0.008333333333333333,0.8001178176065713,0,0.08643541472630112,0.0,0.5502088533466586,0,0.14935984608192798,0.0,0.4000979032174907,0,0.07267066007521696,0.0
6,0.0001666666666666667,0.6000000000000001,0.010000000000000002,0.8001413810946286,0,0.08643537641440263,0.0,0.5502506241354553,0,0.14935998370578768,0.0,0.40011748384829954,0,0.07267064545708249,0.0
7,0.00019444444444444446,0.7000000000000001,0.011666666666666667,0.8001649445716004,0,0.08643533810250414,0.0,0.5502923949640739,0,0.14936012132964738,0.0,0.4001370644748786,0,0.07267063083894804,0.0
8,0.00022222222222222223,0.8,0.013333333333333334,0.8001885080374865,0,0.08643529979060566,0.0,0.5503341658325143,0,0.1493602589535071,0.0,0.4001566450972278,0,0.07267061622081358,0.0
9,0.00025,0.9,0.015000000000000001,0.800212071492287,0,0.08643526147870717,0.0,0.5503759367407762,0,0.1493603965773668,0.0,0.4001762257153473,0,0.07267060160267912,0.0
10,0.0002777777777777778,1.0,0.016666666666666666,0.8002356349360019,0,0.08643522316680868,0.0,0.55041770768886,0,0.1493605342012265,0.0,0.400195806329237,0,0.07267058698454465,0.0
11,0.00030555555555555555,1.1,0.018333333333333333,0.8002591983686311,0,0.0864351848549102,0.0,0.5504594786767654,0,0.14936067182508622,0.0,0.40021538693889686,0,0.0726705723664102,0.0
12,0.0003333333333333334,1.2000000000000002,0.020000000000000004,0.8002827617901749,0,0.08643514654301171,0.0,0.5505012497044925,0,0.14936080944894592,0.0,0.40023496754432697,0,0.07267055774827573,0.0
13,0.00036111111111111115,1.3,0.021666666666666667,0.8003063252006329,0,0.08643510823111322,0.0,0.5505430207720414,0,0.1493609470728056,0.0,0.4002545481455273,0,0.07267054313014128,0.0
14,0.0003888888888888889,1.4000000000000001,0.023333333333333334,0.8003298886000054,0,0.08643506991921475,0.0,0.5505847918794121,0,0.14936108469666534,0.0,0.4002741287424978,0,0.07267052851200682,0.0
15,0.0004166666666666667,1.5,0.025,0.8003534519882923,0,0.08643503160731625,0.0,0.5506265630266044,0,0.149361222320525,0.0,0.40029370933523856,0,0.07267051389387236,0.0
16,0.00044444444444444447,1.6,0.02666666666666667,0.8003770153654934,0,0.08643499329541776,0.0,0.5506683342136185,0,0.1493613599443847,0.0,0.40031328992374954,0,0.07267049927573789,0.0
17,0.00047222222222222224,1.7,0.028333333333333332,0.800400578731609,0,0.08643495498351927,0.0,0.5507101054404542,0,0.14936149756824443,0.0,0.4003328705080307,0,0.07267048465760342,0.0
18,0.0005,1.8,0.030000000000000002,0.8004241420866388,0,0.08643491667162079,0.0,0.5507518767071117,0,0.14936163519210413,0.0,0.40035245108808204,0,0.07267047003946898,0.0
19,0.0005277777777777778,1.9000000000000001,0.03166666666666667,0.8004477054305832,0,0.0864348783597223,0.0,0.5507936480135909,0,0.14936177281596383,0.0,0.40037203166390367,0,0.07267045542133452,0.0
20,0.0005555555555555556,2.0,0.03333333333333333,0.8004712687634419,0,0.08643484004782381,0.0,0.5508354193598918,0,0.14936191043982353,0.0,0.40039161223549546,0,0.07267044080320005,0.0
21,0.0005833333333333334,2.1,0.035,0.8004948320852149,0,0.08643480173592533,0.0,0.5508771907460144,0,0.14936204806368325,0.0,0.4004111928028575,0,0.07267042618506558,0.0
22,0.0006111111111111111,2.2,0.03666666666666667,0.8005183953959024,0,0.08643476342402684,0.0,0.5509189621719588,0,0.14936218568754295,0.0,0.40043077336598976,0,0.07267041156693115,0.0
23,0.0006388888888888889,2.3000000000000003,0.03833333333333334,0.8005419586955043,0,0.08643472511212835,0.0,0.5509607336377249,0,0.14936232331140264,0.0,0.40045035392489226,0,0.07267039694879668,0.0
24,0.0006666666666666668,2.4000000000000004,0.04000000000000001,0.8005655219840205,0,0.08643468680022987,0.0,0.5510025051433127,0,0.14936246093526237,0.0,0.4004699344795649,0,0.07267038233066221,0.0
25,0.0006944444444444445,2.5,0.041666666666666664,0.8005890852614512,0,0.08643464848833139,0.0,0.5510442766887221,0,0.14936259855912207,0.0,0.40048951503000785,0,0.07267036771252774,0.0
26,0.0007222222222222223,2.6,0.043333333333333335,0.8006126485277962,0,0.08643461017643289,0.0,0.5510860482739534,0,0.14936273618298176,0.0,0.40050909557622094,0,0.07267035309439329,0.0
27,0.00075,2.7,0.045000000000000005,0.8006362117830558,0,0.08643457186453442,0.0,0.5511278198990063,0,0.1493628738068415,0.0,0.40052867611820425,0,0.07267033847625884,0.0
28,0.0007777777777777778,2.8000000000000003,0.04666666666666667,0.8006597750272294,0,0.08643453355263592,0.0,0.551169591563881,0,0.1493630114307012,0.0,0.40054825665595784,0,0.07267032385812437,0.0
29,0.0008055555555555556,2.9,0.04833333333333333,0.8006833382603176,0,0.08643449524073744,0.0,0.5512113632685774,0,0.14936314905456088,0.0,0.40056783718948163,0,0.0726703092399899,0.0
30,0.0008333333333333334,3.0,0.05,0.80070690148232,0,0.08643445692883894,0.0,0.5512531350130955,0,0.1493632866784206,0.0,0.4005874177187756,0,0.07267029462185545,0.0
31,0.0008611111111111111,3.1,0.051666666666666666,0.8007304646932369,0,0.08643441861694047,0.0,0.5512949067974353,0,0.1493634243022803,0.0,0.4006069982438398,0,0.07267028000372099,0.0
32,0.0008888888888888889,3.2,0.05333333333333334,0.8007540278930683,0,0.08643438030504197,0.0,0.5513366786215969,0,0.14936356192614,0.0,0.40062657876467417,0,0.07267026538558653,0.0
33,0.0009166666666666668,3.3000000000000003,0.05500000000000001,0.8007775910818139,0,0.0864343419931435,0.0,0.5513784504855801,0,0.14936369954999973,0.0,0.4006461592812788,0,0.07267025076745208,0.0
34,0.0009444444444444445,3.4,0.056666666666666664,0.800801154259474,0,0.086434303681245,0.0,0.5514202223893852,0,0.14936383717385943,0.0,0.4006657397936536,0,0.07267023614931761,0.0
35,0.0009722222222222223,3.5000000000000004,0.05833333333333334,0.8008247174260484,0,0.08643426536934652,0.0,0.5514619943330118,0,0.14936397479771912,0.0,0.4006853203017987,0,0.07267022153118315,0.0
36,0.001,3.6,0.060000000000000005,0.8008482805815372,0,0.08643422705744802,0.0,0.5515037663164603,0,0.14936411242157885,0.0,0.4007049008057139,0,0.07267020691304868,0.0
37,0.0010277777777777778,3.7,0.06166666666666667,0.8008718437259406,0,0.08643418874554955,0.0,0.5515455383397303,0,0.14936425004543855,0.0,0.4007244813053994,0,0.07267019229491424,0.0
38,0.0010555555555555557,3.8000000000000003,0.06333333333333334,0.8008954068592582,0,0.08643415043365106,0.0,0.5515873104028223,0,0.14936438766929824,0.0,0.40074406180085514,0,0.07267017767677977,0.0
39,0.0010833333333333333,3.9,0.065,0.80091896998149,0,0.08643411212175257,0.0,0.5516290825057357,0,0.14936452529315797,0.0,0.40076364229208106,0,0.0726701630586453,0.0
40,0.0011111111111111111,4.0,0.06666666666666667,0.8009425330926364,0,0.08643407380985409,0.0,0.551670854648471,0,0.14936466291701767,0.0,0.4007832227790772,0,0.07267014844051084,0.0
41,0.001138888888888889,4.1000000000000005,0.06833333333333334,0.8009660961926971,0,0.0864340354979556,0.0,0.5517126268310281,0,0.14936480054087736,0.0,0.40080280326184353,0,0.07267013382237639,0.0
42,0.0011666666666666668,4.2,0.07,0.8009896592816721,0,0.08643399718605711,0.0,0.5517543990534067,0,0.1493649381647371,0.0,0.40082238374038015,0,0.07267011920424193,0.0
43,0.0011944444444444446,4.300000000000001,0.07166666666666668,0.8010132223595616,0,0.08643395887415863,0.0,0.5517961713156072,0,0.14936507578859679,0.0,0.40084196421468693,0,0.07267010458610747,0.0
44,0.0012222222222222222,4.4,0.07333333333333333,0.8010367854263655,0,0.08643392056226014,0.0,0.5518379436176294,0,0.14936521341245648,0.0,0.4008615446847639,0,0.072670089967973,0.0
45,0.00125,4.5,0.075,0.8010603484820837,0,0.08643388225036164,0.0,0.5518797159594733,0,0.1493653510363162,0.0,0.40088112515061114,0,0.07267007534983855,0.0
46,0.0012777777777777779,4.6000000000000005,0.07666666666666667,0.8010839115267164,0,0.08643384393846316,0.0,0.5519214883411389,0,0.1493654886601759,0.0,0.40090070561222857,0,0.07267006073170408,0.0
47,0.0013055555555555557,4.7,0.07833333333333334,0.8011074745602634,0,0.08643380562656466,0.0,0.5519632607626261,0,0.1493656262840356,0.0,0.40092028606961616,0,0.07267004611356963,0.0
