rover_name,rover_type,step,time_hours,time_seconds,time_minutes,from_mode,to_mode,x_m,y_m,charge_station_id
Explore-Outer,explore,1701,0.04725,170.1,2.835,GO_STATION,WAIT_PV,5.504918183895972,4.050537413207798,-1
Drone-3m,transport,1044,0.029,104.4,1.74,WORK,GO_STATION,7.5943,6.1122,-1
Drone-3m,transport,1591,0.044194444444444446,159.1,2.651666666666667,GO_STATION,CHARGE,9.148432813516008,11.968391272076493,0
Drone-6m,transport,1048,0.029111111111111112,104.8,1.7466666666666668,WORK,GO_STATION,10.1891,11.6671,-1
Drone-6m,transport,1535,0.04263888888888889,153.5,2.5583333333333336,GO_STATION,WAIT_STATION,15.898283362119816,7.575533441902062,-1
Drone-6m,transport,10149,0.2819166666666667,1014.9000000000001,16.915000000000003,WAIT_STATION,CHARGE,15.898283362119816,7.575533441902062,2
Drone-9m,transport,1054,0.029277777777777778,105.4,1.7566666666666666,WORK,GO_STATION,16.532,6.3045,-1
Drone-9m,transport,1110,0.030833333333333334,111.0,1.85,GO_STATION,CHARGE,15.981264791118438,7.4794208817988475,2
Drone-9m,transport,10148,0.2818888888888889,1014.8000000000001,16.913333333333334,CHARGE,WORK,15.981264791118438,7.4794208817988475,2
