Time,dcVoltage(V),totalActivePower(W),L1_acCurrent(A),L1_acFrequency(Hz),L1_acVoltage(V),L1_activePower(W),L1_reactivePower(W),L2_acCurrent(A),L2_acFrequency(Hz),L2_acVoltage(V),L2_activePower(W),L2_reactivePower(W),L3_acCurrent(A),L3_acFrequency(Hz),L3_acVoltage(V),L3_activePower(W),L3_reactivePower(W)
2022-06-01 08:35:00,748.312,7030.0,10.9844,49.9713,216.969,2367.0,-436.0,10.7344,49.9715,221.828,2335.0,-429.0,10.75,49.973,221.156,2328.0,-490.0
2022-06-01 08:40:00,747.938,24793.0,37.2891,49.9645,221.422,8280.0,-503.0,36.7891,49.9658,225.531,8239.0,-489.0,36.875,49.9668,225.172,8274.0,-565.0
2022-06-01 08:45:00,748.0,16543.0,24.6797,49.9701,221.719,5410.0,-480.0,25.2266,49.9694,225.625,5596.0,-426.0,25.0078,49.9722,225.016,5537.0,-554.0
2022-06-01 08:50:00,747.688,12430.0,19.0234,49.9691,217.938,4154.0,-430.0,18.7344,49.968,222.047,4126.0,-400.0,18.8672,49.9694,221.641,4150.0,-481.0
2022-06-01 08:55:00,748.5,24419.0,36.2578,50.0043,221.953,8020.0,-514.0,36.7109,49.9995,226.391,8212.0,-446.0,36.5078,50.0051,225.656,8187.0,-557.0
2022-06-01 09:00:00,748.125,28241.0,42.0703,49.9629,220.609,9352.0,-585.0,42.0078,49.9647,223.828,9426.0,-563.0,42.0547,49.9601,224.594,9463.0,-621.0
2022-06-01 09:05:00,748.438,27901.0,41.2734,49.9691,220.672,9200.0,-566.0,41.5469,49.9725,224.328,9350.0,-454.0,41.4375,49.9679,224.922,9351.0,-600.0
2022-06-01 09:10:00,747.125,24913.0,37.0391,49.9884,219.297,8193.0,-540.0,37.4844,49.9857,223.531,8374.0,-447.0,37.2891,49.9849,222.812,8346.0,-570.0
2022-06-01 09:15:00,747.625,27214.0,40.7266,49.9613,220.75,9055.0,-579.0,40.3516,49.9598,224.562,9043.0,-523.0,40.5859,49.961,225.0,9116.0,-582.0
2022-06-01 09:20:00,747.812,8342.0,12.7812,49.9707,216.859,2736.0,-444.0,12.9766,49.972,221.328,2811.0,-402.0,12.9375,49.9747,221.547,2795.0,-503.0
2022-06-01 09:25:00,748.75,5571.0,8.64844,49.964,213.281,1816.0,-426.0,8.92188,49.9608,218.438,1908.0,-372.0,8.78906,49.9619,218.328,1847.0,-516.0
2022-06-01 09:30:00,747.688,7369.0,11.3594,49.9824,215.328,2415.0,-425.0,11.5156,49.9782,219.469,2475.0,-401.0,11.5547,49.9831,219.359,2479.0,-492.0
2022-06-01 09:35:00,748.312,9507.0,14.7656,49.9794,214.531,3177.0,-430.0,14.5,49.9791,219.172,3146.0,-439.0,14.6719,49.9752,219.094,3184.0,-487.0
2022-06-01 09:40:00,748.125,8806.0,13.6797,49.9541,216.484,2931.0,-440.0,13.4844,49.9559,220.984,2920.0,-425.0,13.6797,49.9555,221.172,2955.0,-518.0
2022-06-01 09:45:00,748.375,32836.0,48.6641,49.9542,222.859,10863.0,-591.0,48.7031,49.9581,225.344,10975.0,-569.0,48.6719,49.9556,226.781,10998.0,-629.0
2022-06-01 09:50:00,748.062,11752.0,18.1719,49.9519,215.203,3917.0,-455.0,17.8672,49.9547,218.781,3889.0,-434.0,18.1016,49.9521,219.938,3946.0,-492.0
2022-06-01 09:55:00,747.875,11761.0,17.8672,49.9635,216.766,3868.0,-446.0,18.0391,49.9594,221.469,3954.0,-396.0,18.0078,49.9637,221.312,3939.0,-511.0
2022-06-01 10:00:00,747.5,15287.0,23.0312,50.0025,216.625,5014.0,-483.0,23.3984,50.0067,219.781,5141.0,-440.0,23.3359,50.0012,221.188,5132.0,-549.0
2022-06-01 10:05:00,748.125,33634.0,49.8828,49.9879,219.938,11102.0,-587.0,50.25,49.9876,223.344,11278.0,-542.0,50.0234,49.9842,223.969,11254.0,-633.0
2022-06-01 10:10:00,747.938,32331.0,48.3516,49.9533,221.422,10785.0,-572.0,47.8438,49.9518,224.547,10730.0,-566.0,48.0312,49.9517,225.391,10816.0,-647.0
2022-06-01 10:15:00,748.125,9804.0,15.2422,49.9602,214.359,3284.0,-434.0,14.9141,49.9598,218.359,3234.0,-425.0,15.1484,49.9599,218.516,3286.0,-485.0
2022-06-01 10:20:00,748.25,36004.0,52.75,49.9596,227.172,11992.0,-612.0,52.4141,49.9593,230.094,11989.0,-597.0,52.4219,49.9612,230.406,12023.0,-650.0
2022-06-01 10:25:00,748.125,35226.0,51.3203,49.9466,224.328,11659.0,-545.0,51.4141,49.9495,227.188,11774.0,-565.0,51.3516,49.9469,228.562,11793.0,-619.0
2022-06-01 10:30:00,748.562,34409.0,50.6562,49.9535,225.297,11471.0,-637.0,50.2109,49.9517,228.922,11458.0,-585.0,50.2266,49.9539,229.312,11480.0,-616.0
2022-06-01 10:35:00,748.312,24804.0,36.7188,49.9579,224.281,8178.0,-542.0,36.875,49.957,228.344,8289.0,-493.0,36.8984,49.9613,228.156,8337.0,-562.0
2022-06-01 10:40:00,748.625,37050.0,54.2812,49.9631,226.438,12331.0,-648.0,53.8672,49.9617,229.875,12319.0,-609.0,54.0078,49.9633,230.0,12400.0,-692.0
2022-06-01 10:45:00,748.0,11000.0,16.6875,49.9594,219.875,3634.0,-460.0,16.7266,49.9616,223.875,3686.0,-406.0,16.7344,49.9624,224.453,3680.0,-517.0
2022-06-01 10:50:00,748.438,11710.0,17.5078,49.9607,220.438,3819.0,-455.0,17.9531,49.9627,225.0,3971.0,-415.0,17.7578,49.9642,225.312,3920.0,-520.0
2022-06-01 10:55:00,787.25,37877.0,55.5391,49.9591,226.719,12624.0,-608.0,55.0859,49.9586,229.359,12601.0,-613.0,55.125,49.9606,230.078,12652.0,-685.0
2022-06-01 11:00:00,748.5,11674.0,17.6484,49.9499,219.375,3877.0,-453.0,17.5078,49.9474,223.75,3880.0,-427.0,17.6562,49.9488,224.016,3917.0,-505.0
2022-06-01 11:05:00,747.875,10260.0,15.8047,49.9592,217.547,3451.0,-448.0,15.3906,49.9586,222.391,3389.0,-439.0,15.5156,49.9582,222.547,3420.0,-508.0
2022-06-01 11:10:00,747.25,34139.0,50.1719,49.9758,226.172,11356.0,-602.0,49.8672,49.9767,229.781,11368.0,-566.0,49.8359,49.9778,230.016,11415.0,-667.0
2022-06-01 11:15:00,748.438,7297.0,10.9375,49.9533,219.156,2357.0,-456.0,11.4766,49.9589,223.25,2515.0,-401.0,11.1641,49.9573,224.094,2425.0,-510.0
2022-06-01 11:20:00,772.938,37819.0,55.0625,49.9591,226.844,12536.0,-658.0,54.9453,49.9571,230.969,12626.0,-608.0,54.8359,49.9583,230.562,12657.0,-687.0
2022-06-01 11:25:00,748.062,10357.0,15.7969,49.9632,218.766,3448.0,-448.0,15.4766,49.9589,223.531,3409.0,-435.0,15.8984,49.9617,222.609,3500.0,-532.0
2022-06-01 11:30:00,747.438,16877.0,24.9141,50.0201,221.094,5574.0,-499.0,25.0625,50.0221,224.672,5654.0,-481.0,25.0469,50.0186,225.047,5649.0,-557.0
2022-06-01 11:35:00,749.188,32879.0,47.7812,49.9974,228.281,10827.0,-581.0,48.1953,49.9969,232.219,11035.0,-525.0,47.9922,49.9996,231.938,11017.0,-634.0
2022-06-01 11:40:00,748.312,11182.0,16.6953,49.9657,221.547,3668.0,-451.0,16.9844,49.9676,226.203,3778.0,-408.0,16.8359,49.9716,226.484,3736.0,-537.0
2022-06-01 11:45:00,747.438,9700.0,14.8516,49.9596,219.109,3250.0,-492.0,14.5625,49.9595,223.547,3223.0,-434.0,14.6172,49.9596,223.359,3227.0,-535.0
2022-06-01 11:50:00,747.75,13987.0,20.8047,49.9974,219.266,4615.0,-495.0,21.0078,49.9998,223.953,4709.0,-462.0,20.8203,49.9953,224.344,4663.0,-555.0
2022-06-01 11:55:00,748.312,11820.0,17.5312,50.0209,219.891,3870.0,-443.0,17.9766,50.0244,224.031,4012.0,-404.0,17.6875,50.0223,224.516,3938.0,-537.0
2022-06-01 12:00:00,748.375,12331.0,18.7266,49.9697,221.094,4140.0,-434.0,18.2812,49.9674,225.094,4072.0,-443.0,18.4453,49.9711,225.266,4119.0,-499.0
2022-06-01 12:05:00,747.188,21445.0,31.6719,49.956,223.156,7024.0,-506.0,32.0469,49.9517,227.875,7188.0,-460.0,32.1719,49.9563,227.406,7233.0,-556.0
2022-06-01 12:10:00,747.75,30107.0,44.0859,49.9615,225.578,9928.0,-607.0,44.3203,49.9663,228.359,10088.0,-548.0,44.2266,49.9662,229.906,10091.0,-625.0
2022-06-01 12:15:00,748.312,10962.0,16.5156,49.9601,216.922,3608.0,-463.0,16.7734,49.9652,221.094,3704.0,-429.0,16.5312,49.9575,222.172,3650.0,-503.0
2022-06-01 12:20:00,747.75,8231.0,12.5391,49.9625,216.344,2706.0,-444.0,12.6016,49.9614,221.328,2759.0,-410.0,12.7344,49.9589,220.938,2766.0,-542.0
2022-06-01 12:25:00,773.375,37906.0,55.0703,49.9593,227.953,12495.0,-641.0,55.3672,49.961,231.578,12694.0,-540.0,55.3281,49.9645,231.781,12717.0,-650.0
2022-06-01 12:30:00,748.062,19413.0,29.0078,49.9537,222.594,6468.0,-488.0,28.75,49.9531,226.312,6465.0,-460.0,28.7656,49.9549,226.578,6480.0,-539.0
2022-06-01 12:35:00,747.625,9514.0,14.25,49.9634,217.328,3100.0,-434.0,14.6406,49.9576,222.906,3223.0,-382.0,14.5312,49.9588,222.375,3191.0,-510.0
2022-06-01 12:40:00,747.688,13749.0,20.4219,49.9554,221.0,4496.0,-467.0,20.8984,49.9587,225.0,4654.0,-410.0,20.6641,49.9584,225.781,4599.0,-550.0
2022-06-01 12:45:00,747.875,12384.0,18.8594,50.0143,219.594,4155.0,-436.0,18.375,50.0145,223.891,4082.0,-406.0,18.6484,50.0139,223.719,4147.0,-506.0
2022-06-01 12:50:00,785.25,38599.0,55.9609,50.0012,228.453,12693.0,-633.0,56.3516,49.9988,232.328,12917.0,-576.0,56.4531,50.0046,232.062,12989.0,-699.0
2022-06-01 12:55:00,772.188,38678.0,56.2266,49.9856,224.594,12723.0,-667.0,56.6641,49.9871,227.188,12964.0,-620.0,56.6094,49.984,228.781,12991.0,-675.0
2022-06-01 13:00:00,748.375,37585.0,54.9297,49.9599,226.188,12493.0,-634.0,54.5391,49.9597,229.922,12504.0,-626.0,54.6406,49.9588,230.109,12588.0,-660.0
2022-06-01 13:05:00,748.062,18529.0,27.5625,49.955,220.094,6087.0,-506.0,27.8438,49.9512,225.109,6224.0,-480.0,27.7734,49.954,224.281,6218.0,-582.0
2022-06-01 13:10:00,748.312,18377.0,27.5391,49.9678,220.375,6107.0,-513.0,27.3594,49.9632,224.656,6117.0,-464.0,27.4453,49.9656,224.797,6153.0,-550.0
2022-06-01 13:15:00,748.125,7627.0,11.8516,49.9539,218.469,2561.0,-444.0,11.5625,49.954,222.922,2520.0,-430.0,11.7344,49.9557,222.812,2546.0,-521.0
2022-06-01 13:20:00,748.125,33860.0,49.6719,49.9623,226.516,11225.0,-605.0,49.4219,49.9628,229.672,11275.0,-555.0,49.6875,49.965,230.328,11360.0,-663.0
2022-06-01 13:25:00,748.5,21468.0,31.7188,49.9626,223.875,7046.0,-500.0,32.0703,49.9598,228.688,7199.0,-503.0,32.0469,49.9642,227.984,7223.0,-562.0
2022-06-01 13:30:00,748.375,32088.0,47.2891,49.9487,224.219,10686.0,-595.0,46.8672,49.9482,228.062,10676.0,-534.0,47.0078,49.9467,228.656,10726.0,-631.0
2022-06-01 13:35:00,748.438,12670.0,19.1875,49.9548,219.625,4219.0,-437.0,19.0391,49.955,224.031,4228.0,-424.0,19.0,49.957,224.453,4223.0,-505.0
2022-06-01 13:40:00,748.25,7687.0,11.6328,49.9569,219.312,2505.0,-468.0,12.0,49.9575,223.969,2625.0,-410.0,11.7812,49.9599,223.844,2557.0,-527.0
2022-06-01 13:45:00,748.375,11026.0,16.8438,49.9598,216.812,3678.0,-424.0,16.5938,49.9593,221.344,3650.0,-436.0,16.7891,49.957,222.031,3698.0,-489.0
2022-06-01 13:50:00,748.25,11424.0,17.0391,50.0014,218.344,3720.0,-424.0,17.6016,49.9953,223.422,3887.0,-397.0,17.3047,49.9988,223.078,3817.0,-512.0
2022-06-01 13:55:00,748.125,9024.0,13.5469,49.992,217.609,2930.0,-443.0,13.8828,49.9864,222.438,3043.0,-382.0,13.9609,49.9908,221.797,3051.0,-509.0
2022-06-01 14:00:00,747.375,13756.0,20.5625,49.9537,219.938,4499.0,-486.0,20.9453,49.9573,223.656,4637.0,-423.0,20.8828,49.9561,224.156,4620.0,-534.0
2022-06-01 14:05:00,748.0,9644.0,14.8281,50.0254,219.109,3240.0,-448.0,14.5,50.0238,223.078,3192.0,-428.0,14.6016,50.0266,223.703,3212.0,-497.0
2022-06-01 14:10:00,748.188,6917.0,10.6562,49.9667,219.312,2281.0,-446.0,10.6484,49.9665,223.922,2306.0,-407.0,10.7969,49.9691,223.484,2330.0,-490.0
2022-06-01 14:15:00,747.438,7839.0,11.9062,49.9881,216.938,2555.0,-463.0,12.2578,49.9933,221.078,2679.0,-385.0,12.0234,49.9918,222.562,2605.0,-517.0
2022-06-01 14:20:00,747.688,6550.0,9.76562,49.9635,216.891,2091.0,-443.0,10.3203,49.9587,221.953,2245.0,-397.0,10.2656,49.9605,221.359,2214.0,-506.0
2022-06-01 14:25:00,747.75,10815.0,16.1328,49.9981,216.469,3520.0,-436.0,16.6641,49.9956,221.078,3679.0,-387.0,16.4062,49.9931,221.281,3616.0,-517.0
2022-06-01 14:30:00,748.25,10478.0,15.5625,49.95,220.641,3400.0,-428.0,16.0547,49.9525,224.422,3549.0,-379.0,16.0078,49.9536,224.953,3529.0,-523.0
2022-06-01 14:35:00,747.875,7507.0,11.2734,49.9559,219.828,2433.0,-417.0,11.6719,49.9586,224.344,2555.0,-367.0,11.6172,49.9595,224.484,2519.0,-512.0
2022-06-01 14:40:00,748.562,6696.0,10.0781,49.959,215.969,2163.0,-413.0,10.5,49.9617,219.812,2283.0,-385.0,10.3984,49.957,221.234,2250.0,-486.0
2022-06-01 14:45:00,748.0,6195.0,9.27344,49.9633,220.219,1983.0,-414.0,9.76562,49.9638,225.031,2123.0,-376.0,9.70312,49.9672,224.359,2089.0,-504.0
2022-06-01 14:50:00,748.125,6944.0,10.6797,49.9829,219.328,2305.0,-445.0,10.6641,49.9832,224.047,2329.0,-411.0,10.6562,49.9851,223.562,2310.0,-510.0
2022-06-01 14:55:00,747.5,9513.0,14.6484,49.9566,219.656,3188.0,-460.0,14.2422,49.958,224.016,3129.0,-421.0,14.5703,49.9585,224.641,3196.0,-521.0
2022-06-01 15:00:00,747.562,9655.0,14.5156,49.9574,216.531,3156.0,-452.0,14.8828,49.9552,221.062,3277.0,-414.0,14.6641,49.9536,221.141,3222.0,-514.0
2022-06-01 15:05:00,748.188,9751.0,14.9844,49.9586,219.5,3280.0,-469.0,14.5312,49.9589,223.828,3203.0,-435.0,14.8125,49.9585,223.594,3268.0,-507.0
2022-06-01 15:10:00,747.688,9703.0,14.7578,49.9576,220.078,3215.0,-442.0,14.8047,49.9548,224.875,3260.0,-405.0,14.6797,49.9598,224.672,3228.0,-521.0
2022-06-01 15:15:00,748.188,8741.0,13.1641,49.9647,219.594,2859.0,-449.0,13.4688,49.9693,224.219,2965.0,-407.0,13.3047,49.9693,224.453,2917.0,-519.0
2022-06-01 15:20:00,747.688,9614.0,14.4141,49.9736,219.453,3140.0,-461.0,14.75,49.9782,223.812,3255.0,-403.0,14.6719,49.9756,224.109,3219.0,-573.0
2022-06-01 15:25:00,747.562,10162.0,15.4062,49.9656,219.953,3378.0,-437.0,15.3203,49.9704,223.781,3395.0,-419.0,15.3203,49.9679,224.797,3389.0,-513.0
2022-06-01 15:30:00,747.688,9880.0,14.6953,49.9591,218.422,3235.0,-455.0,15.0469,49.9579,223.281,3352.0,-383.0,14.8672,49.958,223.062,3293.0,-514.0
2022-06-01 15:35:00,747.812,9436.0,14.3906,49.963,219.375,3170.0,-467.0,14.1641,49.9638,223.625,3148.0,-436.0,14.0547,49.9618,223.984,3118.0,-516.0
2022-06-01 15:40:00,748.062,9944.0,15.0,49.9509,214.406,3229.0,-432.0,15.5156,49.9557,218.656,3387.0,-375.0,15.2812,49.9512,219.234,3328.0,-510.0
2022-06-01 15:45:00,747.875,9409.0,14.6484,49.9541,215.266,3159.0,-443.0,14.2891,49.953,219.719,3104.0,-435.0,14.4844,49.9536,220.156,3146.0,-508.0
2022-06-01 15:50:00,747.688,9362.0,14.6328,49.9948,215.141,3147.0,-451.0,14.2109,49.9943,219.812,3082.0,-413.0,14.4297,49.9942,219.797,3133.0,-491.0
2022-06-01 15:55:00,747.438,8968.0,13.6484,49.9499,215.281,2919.0,-456.0,14.0781,49.9551,219.5,3054.0,-415.0,13.8359,49.9501,219.969,2995.0,-497.0
2022-06-01 16:00:00,747.688,8730.0,13.4531,49.9752,215.875,2890.0,-466.0,13.5234,49.9697,220.5,2943.0,-418.0,13.3672,49.9719,219.938,2897.0,-491.0
2022-06-01 16:05:00,747.812,8526.0,13.3281,49.9693,215.672,2861.0,-440.0,13.0,49.9672,220.109,2817.0,-419.0,13.1953,49.9708,219.797,2848.0,-521.0
2022-06-01 16:10:00,747.75,8432.0,12.9531,49.9636,216.984,2763.0,-455.0,13.1328,49.9591,221.938,2839.0,-421.0,13.1016,49.9637,220.938,2830.0,-501.0
2022-06-01 16:15:00,747.812,7807.0,12.2422,50.0358,213.938,2616.0,-413.0,12.0,50.0385,218.484,2586.0,-424.0,12.0938,50.0355,219.141,2605.0,-483.0
2022-06-01 16:20:00,748.0,7485.0,11.5391,49.9586,215.141,2455.0,-439.0,11.7109,49.9541,220.422,2527.0,-396.0,11.6875,49.958,219.547,2503.0,-513.0
2022-06-01 16:25:00,748.125,7135.0,10.9766,49.9673,214.031,2332.0,-446.0,11.1953,49.972,218.203,2416.0,-393.0,11.1328,49.9664,219.312,2387.0,-503.0
2022-06-01 16:30:00,748.25,6916.0,10.5781,49.9579,214.891,2250.0,-448.0,10.875,49.9613,219.344,2349.0,-387.0,10.8047,49.9597,220.125,2317.0,-483.0
2022-06-01 16:35:00,747.812,6301.0,10.0547,49.9683,213.797,2133.0,-408.0,9.64062,49.9673,218.531,2061.0,-403.0,9.89062,49.9657,217.984,2107.0,-481.0
2022-06-01 16:40:00,748.812,5722.0,9.02344,49.9607,212.969,1901.0,-394.0,8.89844,49.9588,217.281,1893.0,-393.0,9.10156,49.9566,217.781,1928.0,-473.0
2022-06-01 16:45:00,747.625,5431.0,8.33594,49.9558,214.938,1749.0,-417.0,8.74219,49.9625,219.094,1866.0,-388.0,8.64062,49.9592,219.406,1816.0,-508.0
2022-06-01 16:50:00,747.75,4997.0,8.07031,49.9981,214.484,1691.0,-426.0,7.67969,49.9987,218.969,1623.0,-405.0,8.00781,49.9969,219.094,1683.0,-477.0
2022-06-01 16:55:00,748.25,4183.0,6.5625,49.9612,213.125,1345.0,-424.0,6.77344,49.9562,218.047,1424.0,-373.0,6.875,49.9568,217.484,1414.0,-493.0
2022-06-01 17:00:00,748.562,4704.0,7.29688,49.9918,212.797,1518.0,-412.0,7.67188,49.992,217.266,1631.0,-378.0,7.48438,49.9893,217.641,1555.0,-493.0
2022-06-01 17:05:00,747.688,4763.0,7.61719,49.9666,213.938,1579.0,-436.0,7.46875,49.9701,218.047,1577.0,-387.0,7.71875,49.9665,218.844,1607.0,-497.0
2022-06-01 17:10:00,748.25,4447.0,7.20312,50.0199,214.422,1492.0,-430.0,6.96875,50.015,219.078,1464.0,-403.0,7.17188,50.0179,218.422,1491.0,-472.0
2022-06-01 17:15:00,747.688,3742.0,5.94531,49.9591,216.812,1207.0,-418.0,6.14062,49.9593,221.5,1284.0,-370.0,6.15625,49.9623,221.375,1251.0,-479.0
2022-06-01 17:20:00,747.688,4034.0,6.57031,50.0173,215.328,1363.0,-418.0,6.4375,50.0161,220.062,1349.0,-405.0,6.38281,50.0183,219.297,1322.0,-456.0
2022-06-01 17:25:00,747.562,3524.0,5.61719,50.0336,215.312,1140.0,-397.0,5.80469,50.0381,219.578,1201.0,-386.0,5.83594,50.0377,219.594,1183.0,-463.0
2022-06-01 17:30:00,747.75,2719.0,4.59375,50.0372,212.203,890.0,-403.0,4.57031,50.034,216.922,917.0,-364.0,4.74219,50.0341,216.766,912.0,-468.0
2022-06-01 17:35:00,748.188,2893.0,4.84375,50.041,213.625,965.0,-389.0,4.78906,50.0398,218.375,965.0,-383.0,4.875,50.0398,217.953,963.0,-442.0
2022-06-01 17:40:00,748.375,2579.0,4.55469,50.033,214.844,876.0,-421.0,4.26562,50.0317,219.75,844.0,-365.0,4.53906,50.0351,219.375,859.0,-475.0
2022-06-01 17:45:00,748.25,2758.0,4.64844,50.0236,214.656,918.0,-391.0,4.69531,50.0193,219.375,945.0,-383.0,4.60156,50.0229,219.031,895.0,-444.0
2022-06-01 17:50:00,748.062,2627.0,4.58594,50.0303,213.25,890.0,-408.0,4.38281,50.0275,218.406,871.0,-363.0,4.49219,50.0298,217.656,866.0,-445.0
2022-06-01 17:55:00,747.938,2150.0,3.625,49.9958,215.703,669.0,-384.0,3.85938,49.9914,220.906,755.0,-344.0,3.96094,49.9984,219.922,726.0,-450.0
2022-06-02 06:00:00,748.0,178.0,1.64062,49.9689,219.891,25.0,-350.0,1.78125,49.9721,223.031,148.0,-330.0,2.1875,49.9724,222.531,5.0,-480.0
2022-06-02 06:05:00,748.0,298.0,1.53125,50.0105,220.188,3.0,-322.0,1.71094,50.0148,222.281,134.0,-346.0,2.21875,50.0142,222.391,161.0,-446.0
