Time,dcVoltage(V),totalActivePower(W),L1_acCurrent(A),L1_acFrequency(Hz),L1_acVoltage(V),L1_activePower(W),L1_reactivePower(W),L2_acCurrent(A),L2_acFrequency(Hz),L2_acVoltage(V),L2_activePower(W),L2_reactivePower(W),L3_acCurrent(A),L3_acFrequency(Hz),L3_acVoltage(V),L3_activePower(W),L3_reactivePower(W)
2022-06-01 06:00:00,749.0,348.0,1.46875,50.0293,215.703,35.0,-314.0,1.58594,50.028,217.984,142.0,-315.0,2.16406,50.0263,218.047,171.0,-439.0
2022-06-01 06:05:00,748.812,533.0,1.60938,50.025,216.016,145.0,-319.0,1.70312,50.0243,218.312,207.0,-308.0,2.09375,50.0222,218.0,181.0,-420.0
2022-06-01 06:10:00,748.75,763.0,1.78906,50.0215,216.609,229.0,-315.0,1.875,50.0212,219.469,268.0,-310.0,2.20312,50.0212,219.156,266.0,-402.0
2022-06-01 06:15:00,749.062,1049.0,2.07812,50.0037,215.844,334.0,-301.0,2.22656,50.0004,219.359,384.0,-296.0,2.41406,50.0033,217.75,331.0,-410.0
2022-06-01 06:20:00,749.062,1282.0,2.33594,49.9856,214.578,404.0,-303.0,2.48438,49.9881,216.922,457.0,-290.0,2.71094,49.9827,217.234,421.0,-412.0
2022-06-01 06:25:00,748.625,1554.0,2.67188,49.9695,221.688,509.0,-305.0,2.79688,49.9672,224.312,539.0,-315.0,2.89062,49.9699,223.875,506.0,-400.0
2022-06-01 06:30:00,748.5,1813.0,3.00781,49.9967,220.422,590.0,-308.0,3.09375,49.9958,223.406,623.0,-293.0,3.26562,49.9953,222.578,600.0,-412.0
2022-06-01 06:35:00,748.688,2007.0,3.22656,49.9999,223.0,653.0,-316.0,3.29688,50.0006,226.125,687.0,-294.0,3.46094,49.9994,225.75,667.0,-411.0
2022-06-01 06:40:00,748.438,2161.0,3.48438,50.0081,221.109,711.0,-302.0,3.55469,50.0053,224.141,730.0,-309.0,3.72656,50.0066,223.219,720.0,-411.0
2022-06-01 06:45:00,748.5,2289.0,3.69531,50.0249,222.141,760.0,-295.0,3.74219,50.0246,224.938,777.0,-294.0,3.85156,50.0288,224.641,752.0,-412.0
2022-06-01 06:50:00,748.5,2370.0,3.77344,49.9679,219.516,775.0,-310.0,3.85938,49.9653,222.562,805.0,-298.0,4.00781,49.9666,221.953,790.0,-411.0
2022-06-01 06:55:00,748.375,2518.0,3.99219,49.9621,221.156,821.0,-310.0,4.08594,49.9626,223.797,856.0,-289.0,4.22656,49.965,224.094,841.0,-412.0
2022-06-01 07:00:00,749.0,2584.0,4.10938,49.9694,219.484,852.0,-301.0,4.1875,49.9674,222.516,879.0,-290.0,4.28125,49.9684,221.578,853.0,-415.0
2022-06-01 07:05:00,748.938,2528.0,4.03125,50.0309,217.094,826.0,-314.0,4.11719,50.0347,219.078,860.0,-294.0,4.27344,50.0289,220.047,842.0,-428.0
2022-06-01 07:10:00,748.875,2098.0,3.44531,50.0005,218.531,688.0,-312.0,3.53125,49.9993,221.516,712.0,-315.0,3.67188,50.0012,221.562,698.0,-410.0
2022-06-01 07:15:00,748.688,2259.0,3.67969,49.9912,219.406,736.0,-320.0,3.79688,49.9863,222.688,775.0,-304.0,3.89062,49.9916,221.562,748.0,-413.0
2022-06-01 07:20:00,748.375,2356.0,3.82031,49.9724,219.594,771.0,-319.0,3.92969,49.9728,222.438,803.0,-312.0,4.04688,49.9755,222.531,782.0,-424.0
2022-06-01 07:25:00,748.938,3265.0,5.17969,49.9708,217.156,1087.0,-329.0,5.23438,49.9724,220.531,1100.0,-338.0,5.29688,49.9721,220.219,1078.0,-451.0
2022-06-01 07:30:00,748.312,5014.0,7.8125,49.9648,216.922,1668.0,-376.0,7.79688,49.9634,220.328,1681.0,-344.0,7.78906,49.9646,220.578,1665.0,-423.0
2022-06-01 07:35:00,748.625,3561.0,5.6875,50.0359,215.203,1181.0,-366.0,5.6875,50.0324,219.375,1209.0,-295.0,5.71094,50.0326,218.656,1171.0,-436.0
2022-06-01 07:40:00,749.062,4725.0,7.3125,50.0313,217.594,1542.0,-396.0,7.45312,50.0347,221.484,1600.0,-325.0,7.51562,50.0346,221.656,1583.0,-457.0
2022-06-01 07:45:00,748.625,11253.0,17.125,50.0358,218.656,3750.0,-368.0,17.0547,50.0374,222.047,3756.0,-359.0,16.9922,50.0373,222.312,3747.0,-417.0
2022-06-01 07:50:00,748.5,22529.0,33.7812,49.98,220.172,7499.0,-476.0,33.6172,49.9773,224.234,7500.0,-461.0,33.6562,49.9792,223.812,7530.0,-495.0
2022-06-01 07:55:00,749.0,25471.0,37.8281,49.9566,219.25,8414.0,-507.0,38.0781,49.9572,222.844,8522.0,-456.0,38.0781,49.9544,223.156,8535.0,-542.0
2022-06-01 08:00:00,748.938,27623.0,41.3516,50.0364,218.594,9150.0,-468.0,41.4766,50.0385,222.156,9246.0,-473.0,41.3125,50.0338,223.391,9227.0,-563.0
2022-06-01 08:05:00,748.688,3902.0,6.09375,49.9762,218.062,1275.0,-394.0,6.23438,49.9727,222.75,1328.0,-354.0,6.27344,49.9752,221.484,1299.0,-483.0
2022-06-01 08:10:00,748.688,6664.0,10.1406,49.9999,217.453,2186.0,-455.0,10.3516,49.9991,222.219,2256.0,-403.0,10.2578,50.0009,221.484,2222.0,-514.0
2022-06-01 08:15:00,747.875,30110.0,44.5469,49.9888,223.016,10005.0,-536.0,44.3828,49.9914,226.75,10040.0,-495.0,44.4453,49.9894,226.734,10065.0,-573.0
2022-06-01 08:20:00,748.062,20541.0,30.6719,50.0048,220.594,6816.0,-483.0,30.5859,50.0067,224.797,6841.0,-441.0,30.7422,50.0065,224.531,6884.0,-527.0
2022-06-01 08:25:00,747.5,16532.0,24.9062,50.027,219.688,5472.0,-432.0,25.0234,50.0298,223.359,5548.0,-368.0,24.8906,50.0279,224.062,5512.0,-484.0
2022-06-01 08:30:00,749.125,5989.0,9.28125,49.9633,215.172,1963.0,-462.0,9.41406,49.9577,220.609,2029.0,-383.0,9.41406,49.9592,218.969,1997.0,-529.0
2022-06-01 08:35:00,749.062,10124.0,15.4297,49.9784,218.141,3358.0,-435.0,15.4453,49.9802,222.484,3390.0,-412.0,15.3984,49.9802,222.484,3376.0,-495.0
2022-06-01 08:40:00,748.812,33462.0,49.8047,49.9598,222.516,11123.0,-601.0,49.5234,49.9614,226.516,11160.0,-563.0,49.5938,49.9609,226.703,11179.0,-623.0
2022-06-01 08:45:00,748.875,21604.0,32.6484,49.9579,220.031,7203.0,-512.0,32.4453,49.9611,223.641,7221.0,-510.0,32.2969,49.9594,224.078,7180.0,-537.0
2022-06-01 08:50:00,748.562,13647.0,20.7422,49.9715,216.734,4521.0,-411.0,20.7266,49.9679,220.594,4562.0,-377.0,20.7578,49.9679,220.312,4564.0,-473.0
2022-06-01 08:55:00,748.812,30813.0,45.7891,50.0034,220.203,10189.0,-579.0,45.9844,50.0072,223.734,10320.0,-502.0,45.8359,50.0033,225.078,10304.0,-626.0
2022-06-01 09:00:00,748.75,38574.0,56.8203,49.9708,222.484,12759.0,-646.0,56.9531,49.9706,226.578,12888.0,-587.0,57.0,49.97,226.469,12927.0,-692.0
2022-06-01 09:05:00,748.812,38190.0,56.4531,49.9621,223.453,12685.0,-627.0,56.2422,49.9599,227.969,12743.0,-605.0,56.2812,49.9615,227.609,12762.0,-697.0
2022-06-01 09:10:00,748.5,25809.0,38.7031,49.9705,220.109,8529.0,-589.0,38.7422,49.9731,224.219,8617.0,-529.0,38.8828,49.9728,225.453,8663.0,-624.0
2022-06-01 09:15:00,748.188,36123.0,53.5078,49.9603,221.641,11954.0,-606.0,53.6797,49.962,225.516,12081.0,-566.0,53.6641,49.9603,225.828,12088.0,-641.0
2022-06-01 09:20:00,748.875,11288.0,17.2344,49.98,216.812,3716.0,-422.0,17.4375,49.9761,220.984,3805.0,-370.0,17.2969,49.9801,220.625,3767.0,-506.0
2022-06-01 09:25:00,748.938,7477.0,11.6797,49.961,214.562,2496.0,-436.0,11.5781,49.9594,218.859,2494.0,-419.0,11.5781,49.9613,219.141,2487.0,-495.0
2022-06-01 09:30:00,749.0,9816.0,15.1719,49.9968,213.531,3252.0,-419.0,15.1328,50.0017,217.078,3282.0,-380.0,15.1641,49.994,218.578,3282.0,-500.0
2022-06-01 09:35:00,748.5,12815.0,19.5234,49.9725,215.734,4213.0,-420.0,19.7109,49.9758,220.375,4301.0,-405.0,19.6562,49.9738,221.547,4301.0,-493.0
2022-06-01 09:40:00,747.812,11441.0,17.6797,49.9524,216.188,3822.0,-421.0,17.4844,49.9507,221.328,3814.0,-428.0,17.4375,49.954,220.562,3805.0,-495.0
2022-06-01 09:45:00,748.688,44834.0,65.8516,49.9504,224.656,14806.0,-632.0,66.0859,49.9505,228.469,14971.0,-618.0,66.1875,49.9524,228.719,15057.0,-744.0
2022-06-01 09:50:00,748.812,13966.0,21.3047,49.9566,216.203,4630.0,-398.0,21.2656,49.9551,220.797,4650.0,-387.0,21.3438,49.9555,220.781,4686.0,-443.0
2022-06-01 09:55:00,748.812,17156.0,26.0312,49.97,217.328,5693.0,-442.0,26.0391,49.9693,221.328,5732.0,-403.0,25.9531,49.9697,221.469,5731.0,-481.0
2022-06-01 10:00:00,749.0,19609.0,29.7812,50.0248,218.172,6525.0,-459.0,29.6406,50.0194,222.562,6543.0,-460.0,29.6016,50.0227,222.312,6541.0,-537.0
2022-06-01 10:05:00,748.938,45356.0,67.0469,50.0022,224.812,15043.0,-663.0,67.0938,49.9986,228.453,15127.0,-668.0,67.1328,50.0052,228.141,15186.0,-711.0
2022-06-01 10:10:00,749.125,43531.0,64.4375,49.9546,223.781,14477.0,-688.0,64.1875,49.9541,226.5,14488.0,-619.0,64.2422,49.9556,227.484,14566.0,-719.0
2022-06-01 10:15:00,748.438,12993.0,19.9219,49.9619,215.328,4311.0,-416.0,19.9219,49.9642,219.047,4347.0,-373.0,19.8438,49.9627,219.953,4335.0,-486.0
2022-06-01 10:20:00,748.062,48389.0,69.9688,49.9535,226.125,15993.0,-684.0,70.2891,49.9576,228.578,16173.0,-690.0,70.25,49.9531,230.328,16223.0,-716.0
2022-06-01 10:25:00,748.438,47263.0,68.3984,49.9522,226.406,15647.0,-691.0,68.5547,49.9552,229.078,15780.0,-628.0,68.5312,49.9522,230.641,15836.0,-720.0
2022-06-01 10:30:00,748.562,48664.0,70.6172,49.9564,227.75,16134.0,-690.0,70.5625,49.9525,231.219,16229.0,-692.0,70.6016,49.9566,231.781,16301.0,-741.0
2022-06-01 10:35:00,747.938,34901.0,51.2734,49.9598,224.844,11588.0,-613.0,51.0312,49.9613,228.766,11603.0,-593.0,51.2344,49.9618,228.906,11710.0,-621.0
2022-06-01 10:40:00,748.375,40286.0,58.8984,49.9649,223.797,13341.0,-655.0,58.9609,49.9672,227.016,13465.0,-597.0,58.8359,49.9612,228.219,13480.0,-682.0
2022-06-01 10:45:00,748.125,14635.0,21.9453,49.9579,217.406,4823.0,-451.0,22.0312,49.9569,222.547,4883.0,-397.0,22.1875,49.9557,221.953,4929.0,-518.0
2022-06-01 10:50:00,749.25,23144.0,34.3203,49.9672,220.938,7675.0,-511.0,34.2812,49.9692,224.703,7716.0,-498.0,34.3281,49.9655,225.141,7753.0,-556.0
2022-06-01 10:55:00,786.938,50044.0,72.3984,49.9582,227.109,16575.0,-732.0,72.4922,49.9584,230.438,16699.0,-738.0,72.5,49.9574,231.547,16770.0,-785.0
2022-06-01 11:00:00,748.875,13074.0,19.7188,49.9482,218.25,4331.0,-438.0,19.7266,49.9492,222.344,4366.0,-397.0,19.7344,49.9485,222.641,4377.0,-469.0
2022-06-01 11:05:00,748.438,13304.0,20.0469,49.9571,221.047,4402.0,-411.0,20.0859,49.9543,226.203,4452.0,-391.0,20.0625,49.9599,225.812,4450.0,-501.0
2022-06-01 11:10:00,746.75,31019.0,45.5859,49.9887,225.156,10240.0,-596.0,45.8281,49.9911,228.844,10385.0,-559.0,45.6953,49.9915,229.812,10394.0,-649.0
2022-06-01 11:15:00,748.188,9252.0,14.1016,49.9549,218.406,3078.0,-438.0,14.0938,49.9529,223.031,3102.0,-418.0,14.0,49.9559,222.5,3072.0,-515.0
2022-06-01 11:20:00,775.812,50030.0,72.1797,49.9621,227.469,16599.0,-684.0,72.0625,49.9631,230.922,16687.0,-664.0,72.1172,49.961,231.828,16744.0,-715.0
2022-06-01 11:25:00,748.75,15340.0,22.9688,49.9645,219.688,5082.0,-417.0,23.0,49.9646,224.188,5134.0,-380.0,22.9375,49.9652,224.219,5124.0,-486.0
2022-06-01 11:30:00,834.062,49989.0,72.1562,50.0191,226.375,16547.0,-707.0,72.1172,50.0224,229.391,16654.0,-712.0,72.4141,50.0176,230.875,16788.0,-764.0
2022-06-01 11:35:00,766.5,50018.0,71.8516,49.983,228.578,16541.0,-707.0,71.9375,49.9836,232.141,16705.0,-688.0,71.9766,49.9844,233.281,16772.0,-763.0
2022-06-01 11:40:00,749.812,33660.0,49.1797,49.9723,224.094,11141.0,-620.0,49.2578,49.9709,227.703,11256.0,-528.0,49.2344,49.9699,228.188,11263.0,-638.0
2022-06-01 11:45:00,749.0,12806.0,19.1797,49.9583,219.641,4226.0,-441.0,19.2031,49.9547,224.156,4271.0,-415.0,19.3516,49.9568,223.5,4309.0,-534.0
2022-06-01 11:50:00,748.75,15215.0,22.7344,50.0036,218.734,5032.0,-439.0,22.7734,50.0046,222.703,5084.0,-417.0,22.7969,49.9999,223.359,5099.0,-497.0
2022-06-01 11:55:00,748.938,19024.0,28.3359,50.021,221.922,6302.0,-490.0,28.3281,50.0163,225.875,6353.0,-507.0,28.3281,50.02,225.797,6369.0,-566.0
2022-06-01 12:00:00,748.625,25077.0,36.9375,49.9702,221.828,8294.0,-573.0,36.9375,49.9698,225.812,8374.0,-517.0,37.0469,49.9697,226.172,8409.0,-593.0
2022-06-01 12:05:00,748.75,15811.0,23.6562,49.9522,221.688,5216.0,-410.0,23.7812,49.9512,226.75,5298.0,-386.0,23.75,49.9556,226.25,5297.0,-484.0
2022-06-01 12:10:00,748.75,20503.0,30.5391,49.9733,221.844,6819.0,-511.0,30.4766,49.9744,225.828,6848.0,-470.0,30.375,49.9745,225.797,6836.0,-551.0
2022-06-01 12:15:00,748.375,22246.0,33.2812,49.9566,221.328,7398.0,-519.0,33.1016,49.9595,225.109,7418.0,-506.0,33.0859,49.9586,226.266,7430.0,-581.0
2022-06-01 12:20:00,748.688,10699.0,16.2188,49.9623,216.969,3549.0,-422.0,16.2344,49.9649,221.438,3584.0,-415.0,16.1719,49.9606,221.969,3566.0,-515.0
2022-06-01 12:25:00,749.125,41459.0,60.4688,49.9602,223.75,13696.0,-623.0,60.6875,49.9643,226.984,13858.0,-609.0,60.6641,49.958,228.406,13905.0,-652.0
2022-06-01 12:30:00,748.688,32824.0,48.1641,49.9539,223.906,10820.0,-611.0,48.4844,49.9494,227.906,10995.0,-561.0,48.4453,49.9528,227.906,11009.0,-637.0
2022-06-01 12:35:00,749.0,12242.0,18.5625,49.9586,218.047,4072.0,-443.0,18.5,49.9592,222.0,4091.0,-426.0,18.4297,49.9561,222.656,4079.0,-502.0
2022-06-01 12:40:00,749.188,17287.0,25.9062,49.9588,222.172,5710.0,-479.0,26.0078,49.9556,226.953,5789.0,-431.0,25.9922,49.9624,226.453,5788.0,-550.0
2022-06-01 12:45:00,748.75,16998.0,25.4219,50.0231,220.156,5620.0,-475.0,25.4297,50.0231,224.516,5672.0,-413.0,25.4922,50.0217,224.828,5706.0,-480.0
2022-06-01 12:50:00,779.062,49995.0,72.3594,49.9934,228.562,16561.0,-708.0,72.3047,49.9914,232.422,16701.0,-738.0,72.3281,49.9946,232.766,16733.0,-739.0
2022-06-01 12:55:00,776.25,49984.0,72.3516,49.9606,229.688,16563.0,-658.0,72.3906,49.9595,233.188,16703.0,-688.0,72.2656,49.9633,233.25,16718.0,-784.0
2022-06-01 13:00:00,747.188,29119.0,42.9844,49.9548,223.844,9634.0,-617.0,43.1484,49.9555,228.125,9747.0,-559.0,42.9141,49.957,228.688,9738.0,-623.0
2022-06-01 13:05:00,748.375,20705.0,30.9531,49.9616,220.0,6875.0,-551.0,30.8203,49.9604,224.297,6906.0,-489.0,30.8438,49.9605,224.703,6924.0,-588.0
2022-06-01 13:10:00,748.438,26983.0,39.9688,49.9632,224.031,8934.0,-553.0,39.9531,49.964,228.484,9000.0,-527.0,40.0,49.9648,228.328,9049.0,-649.0
2022-06-01 13:15:00,748.312,10656.0,16.1953,49.9562,217.719,3534.0,-469.0,16.1641,49.9561,222.391,3566.0,-414.0,16.1328,49.9555,222.328,3556.0,-515.0
2022-06-01 13:20:00,748.875,43755.0,63.5078,49.9734,226.438,14463.0,-648.0,63.7891,49.9757,230.172,14665.0,-678.0,63.5391,49.9758,230.766,14627.0,-732.0
2022-06-01 13:25:00,749.0,30564.0,44.8672,49.963,222.25,10090.0,-590.0,45.0156,49.9622,226.672,10225.0,-555.0,44.9844,49.9612,226.547,10249.0,-656.0
2022-06-01 13:30:00,748.312,44480.0,64.5781,49.9537,226.094,14722.0,-650.0,64.75,49.9568,229.625,14866.0,-635.0,64.6562,49.9546,230.266,14892.0,-717.0
2022-06-01 13:35:00,748.188,15831.0,23.7656,49.9555,218.328,5245.0,-436.0,23.6953,49.9573,222.875,5274.0,-387.0,23.7969,49.9547,223.281,5312.0,-461.0
2022-06-01 13:40:00,748.25,10315.0,15.7109,49.9503,220.031,3407.0,-445.0,15.7578,49.951,224.297,3461.0,-390.0,15.7422,49.9538,224.703,3447.0,-539.0
2022-06-01 13:45:00,748.312,14898.0,22.375,49.9501,218.891,4929.0,-434.0,22.4219,49.9487,222.781,4979.0,-375.0,22.4453,49.9507,223.125,4990.0,-459.0
2022-06-01 13:50:00,748.375,15040.0,22.5234,50.014,217.688,4966.0,-423.0,22.6094,50.0126,222.188,5021.0,-401.0,22.6953,50.0117,222.797,5053.0,-482.0
2022-06-01 13:55:00,748.5,12058.0,18.2266,49.9873,217.922,3986.0,-457.0,18.3047,49.9877,221.688,4042.0,-402.0,18.2344,49.9858,222.562,4030.0,-485.0
2022-06-01 14:00:00,749.188,19301.0,28.9453,49.9488,219.672,6409.0,-483.0,28.8828,49.9486,224.297,6440.0,-496.0,28.8828,49.9482,224.141,6452.0,-560.0
2022-06-01 14:05:00,749.0,12373.0,18.7188,50.0195,218.016,4107.0,-426.0,18.6484,50.0215,222.328,4118.0,-396.0,18.7422,50.0201,222.766,4148.0,-483.0
2022-06-01 14:10:00,749.188,9072.0,13.8438,49.9675,217.562,3009.0,-425.0,13.8438,49.9679,221.672,3029.0,-435.0,13.8516,49.9684,221.797,3034.0,-505.0
2022-06-01 14:15:00,748.188,10487.0,16.0312,49.9801,216.188,3483.0,-465.0,15.9531,49.9816,220.656,3505.0,-420.0,15.9297,49.9773,221.141,3499.0,-510.0
2022-06-01 14:20:00,749.188,8808.0,13.4375,49.982,220.219,2913.0,-432.0,13.4766,49.9814,224.656,2951.0,-377.0,13.4766,49.9849,224.609,2944.0,-522.0
2022-06-01 14:25:00,748.25,14477.0,21.8125,49.9787,219.156,4805.0,-451.0,21.6875,49.9795,223.109,4820.0,-380.0,21.8047,49.9776,223.5,4852.0,-473.0
2022-06-01 14:30:00,749.25,13984.0,21.125,49.9506,218.625,4651.0,-453.0,21.1094,49.9498,222.969,4677.0,-388.0,20.9688,49.9505,223.5,4656.0,-465.0
2022-06-01 14:35:00,748.688,10180.0,15.4453,49.9588,218.094,3383.0,-445.0,15.4453,49.9594,222.188,3408.0,-413.0,15.3594,49.9591,222.766,3389.0,-495.0
2022-06-01 14:40:00,748.812,8572.0,13.1406,49.9631,218.797,2853.0,-435.0,13.0391,49.9608,223.062,2861.0,-379.0,13.0781,49.963,222.469,2858.0,-509.0
2022-06-01 14:45:00,748.875,8089.0,12.2969,49.972,219.453,2665.0,-432.0,12.3984,49.9684,224.016,2713.0,-396.0,12.4453,49.9734,224.062,2711.0,-528.0
2022-06-01 14:50:00,748.375,9175.0,13.9062,49.9728,220.297,3025.0,-434.0,14.0156,49.9715,224.781,3077.0,-401.0,14.0234,49.9775,224.672,3073.0,-522.0
2022-06-01 14:55:00,749.5,12639.0,19.1172,49.9578,218.766,4201.0,-442.0,19.0625,49.9593,222.688,4215.0,-401.0,19.0391,49.9584,224.016,4223.0,-488.0
2022-06-01 15:00:00,748.812,12797.0,19.1797,49.955,216.719,4203.0,-422.0,19.4531,49.9571,220.906,4300.0,-405.0,19.3828,49.9528,221.828,4294.0,-518.0
2022-06-01 15:05:00,748.75,12898.0,19.375,49.955,218.828,4258.0,-442.0,19.4609,49.952,223.609,4311.0,-416.0,19.5,49.9544,223.438,4329.0,-512.0
2022-06-01 15:10:00,748.125,12814.0,19.2344,49.9645,220.359,4226.0,-432.0,19.3594,49.9605,225.172,4291.0,-371.0,19.3125,49.9648,224.547,4297.0,-465.0
2022-06-01 15:15:00,748.438,11587.0,17.3984,49.9691,220.0,3820.0,-437.0,17.5781,49.9689,225.094,3892.0,-394.0,17.4844,49.9709,224.625,3875.0,-499.0
2022-06-01 15:20:00,748.25,12821.0,19.3594,49.9873,218.766,4260.0,-435.0,19.2344,49.9857,223.234,4271.0,-382.0,19.2656,49.9853,223.188,4290.0,-464.0
2022-06-01 15:25:00,748.625,13493.0,20.2812,49.9676,221.875,4476.0,-424.0,20.2188,49.9678,226.5,4505.0,-404.0,20.2344,49.9712,226.359,4512.0,-513.0
2022-06-01 15:30:00,748.312,12918.0,19.3828,49.9573,220.547,4294.0,-456.0,19.3125,49.9573,224.516,4313.0,-418.0,19.3125,49.9568,224.641,4311.0,-509.0
2022-06-01 15:35:00,748.75,12503.0,18.7656,49.9679,221.547,4154.0,-449.0,18.7344,49.9696,225.625,4179.0,-409.0,18.6797,49.9699,225.484,4170.0,-509.0
2022-06-01 15:40:00,748.688,13017.0,19.7891,49.959,218.234,4291.0,-435.0,19.9062,49.9629,222.156,4357.0,-397.0,19.9141,49.9636,222.906,4369.0,-488.0
2022-06-01 15:45:00,748.688,12429.0,18.9922,49.9498,217.781,4114.0,-446.0,18.9766,49.9539,221.656,4153.0,-389.0,19.0234,49.9529,222.672,4162.0,-525.0
2022-06-01 15:50:00,748.75,12293.0,18.9141,49.9649,214.422,4076.0,-453.0,18.8203,49.9633,218.938,4099.0,-404.0,18.8906,49.961,218.719,4118.0,-523.0
2022-06-01 15:55:00,748.188,11874.0,18.2656,49.9547,216.094,3956.0,-464.0,18.1875,49.9568,219.766,3976.0,-410.0,18.0391,49.9533,220.312,3942.0,-510.0
2022-06-01 16:00:00,748.188,11493.0,17.4844,49.9709,214.781,3774.0,-443.0,17.7578,49.9671,219.062,3872.0,-422.0,17.6719,49.9676,218.625,3847.0,-535.0
2022-06-01 16:05:00,748.312,11163.0,17.0547,49.966,213.266,3675.0,-421.0,17.2422,49.9689,217.703,3751.0,-416.0,17.1953,49.9631,218.562,3737.0,-549.0
2022-06-01 16:10:00,748.375,11072.0,16.8359,49.9504,217.219,3626.0,-443.0,17.125,49.9494,221.469,3727.0,-406.0,17.0938,49.9538,221.625,3719.0,-519.0
2022-06-01 16:15:00,748.562,10215.0,15.6797,50.0328,217.391,3372.0,-420.0,15.75,50.0293,221.922,3426.0,-389.0,15.7422,50.0362,221.484,3417.0,-531.0
2022-06-01 16:20:00,748.312,9752.0,15.1328,49.9536,213.219,3244.0,-435.0,15.0234,49.9544,217.547,3259.0,-388.0,15.0312,49.9498,217.469,3249.0,-530.0
2022-06-01 16:25:00,748.812,9325.0,14.3828,49.9709,214.641,3085.0,-424.0,14.4219,49.9654,218.938,3130.0,-387.0,14.3828,49.9688,218.922,3110.0,-525.0
2022-06-01 16:30:00,748.938,8954.0,13.9141,49.9571,214.016,2987.0,-431.0,13.7109,49.9549,218.969,2971.0,-409.0,13.8516,49.9537,218.594,2996.0,-497.0
2022-06-01 16:35:00,748.438,8221.0,12.7812,49.9681,213.0,2730.0,-424.0,12.75,49.97,217.531,2753.0,-406.0,12.7344,49.9684,217.609,2738.0,-514.0
2022-06-01 16:40:00,748.75,7625.0,11.8281,49.9623,215.875,2523.0,-437.0,11.8984,49.9648,220.312,2571.0,-404.0,11.7891,49.9644,220.125,2531.0,-515.0
2022-06-01 16:45:00,748.188,7196.0,11.2109,49.9583,214.188,2385.0,-459.0,11.2109,49.9615,218.766,2414.0,-429.0,11.1875,49.9569,218.688,2397.0,-525.0
2022-06-01 16:50:00,748.562,6558.0,10.2266,49.9912,215.391,2164.0,-467.0,10.2969,49.9941,219.703,2209.0,-431.0,10.2422,49.9926,219.969,2185.0,-510.0
2022-06-01 16:55:00,749.438,5484.0,8.72656,49.9562,215.312,1830.0,-455.0,8.60938,49.9557,219.766,1834.0,-413.0,8.65625,49.9573,220.25,1820.0,-523.0
2022-06-01 17:00:00,749.062,6231.0,9.78125,49.9972,216.234,2070.0,-457.0,9.69531,49.9987,220.672,2080.0,-419.0,9.77344,49.998,220.75,2081.0,-523.0
2022-06-01 17:05:00,748.125,6305.0,9.96875,49.9602,214.844,2106.0,-483.0,9.91406,49.9617,219.547,2125.0,-434.0,9.75,49.9618,219.234,2074.0,-518.0
2022-06-01 17:10:00,748.312,5931.0,9.28906,49.9991,215.047,1962.0,-454.0,9.29688,49.9988,219.469,1990.0,-430.0,9.3125,50.0003,219.359,1979.0,-502.0
2022-06-01 17:15:00,748.812,4951.0,7.71094,49.9628,215.656,1617.0,-427.0,7.90625,49.9614,220.781,1682.0,-394.0,7.84375,49.9627,220.391,1652.0,-470.0
2022-06-01 17:20:00,748.188,5272.0,8.19531,50.0206,214.609,1723.0,-438.0,8.32031,50.0231,218.578,1776.0,-395.0,8.39062,50.0199,219.594,1773.0,-498.0
2022-06-01 17:25:00,748.688,4453.0,7.02344,50.0315,216.047,1454.0,-417.0,7.13281,50.0266,220.734,1507.0,-370.0,7.21875,50.0334,219.766,1492.0,-504.0
2022-06-01 17:30:00,748.812,3488.0,5.64062,50.041,211.688,1139.0,-413.0,5.6875,50.0404,216.438,1184.0,-350.0,5.78906,50.0371,216.25,1165.0,-482.0
2022-06-01 17:35:00,748.812,3731.0,5.96094,50.0322,214.922,1214.0,-408.0,6.10938,50.027,220.234,1281.0,-340.0,6.10156,50.0318,218.703,1236.0,-485.0
2022-06-01 17:40:00,748.25,3463.0,5.72656,50.0237,214.797,1162.0,-401.0,5.58594,50.0263,219.188,1162.0,-343.0,5.67188,50.0267,219.891,1139.0,-473.0
2022-06-01 17:45:00,748.812,3662.0,5.92969,50.0102,215.688,1210.0,-404.0,5.92188,50.013,220.406,1239.0,-347.0,6.01562,50.0142,221.0,1213.0,-495.0
2022-06-01 17:50:00,748.75,3403.0,5.50781,50.0267,216.312,1119.0,-389.0,5.53906,50.0255,220.719,1152.0,-349.0,5.64062,50.0302,220.688,1132.0,-479.0
2022-06-01 17:55:00,748.875,2854.0,4.69531,50.0131,214.609,938.0,-376.0,4.78906,50.0168,218.672,980.0,-350.0,4.72656,50.0157,218.609,936.0,-429.0
2022-06-02 06:00:00,748.5,284.0,1.6875,49.9643,219.203,0.0,-362.0,1.92188,49.9636,221.734,274.0,-324.0,2.15625,49.9645,221.266,10.0,-471.0
2022-06-02 06:05:00,748.562,431.0,1.54688,50.0246,218.609,67.0,-315.0,1.78906,50.0228,221.234,203.0,-335.0,2.09375,50.0246,220.688,161.0,-432.0
2022-06-02 06:10:00,749.0,577.0,1.64844,49.9991,220.406,170.0,-317.0,1.74219,49.9989,222.594,218.0,-315.0,2.04688,50.0012,222.703,189.0,-409.0
2022-06-02 06:15:00,748.562,656.0,1.67969,50.0353,216.188,192.0,-310.0,1.78125,50.0341,218.828,242.0,-304.0,2.15625,50.034,218.266,222.0,-417.0
