step,time_hours,time_seconds,time_minutes,S0_soc,S0_queue,S0_renewable_in_kW,S0_wireless_out_kW,S1_soc,S1_queue,S1_renewable_in_kW,S1_wireless_out_kW,S2_soc,S2_queue,S2_renewable_in_kW,S2_wireless_out_kW
0,0.0,0.0,0.0,0.4,0,0.00016645859342488556,0.0,0.4,0,0.09876541638289704,0.0,0.4,0,0.0,0.0
1,2.777777777777778e-05,0.1,0.0016666666666666668,0.39999860140584304,0,0.00016644406132545957,0.0,0.40002713119687006,0,0.09876618354515575,0.0,0.39999855324074074,0,0.0,0.0
2,5.555555555555556e-05,0.2,0.0033333333333333335,0.39999720280748113,0,0.00016642952922603358,0.0,0.4000542626157199,0,0.09876695070741448,0.0,0.3999971064814815,0,0.0,0.0
3,8.333333333333334e-05,0.30000000000000004,0.005000000000000001,0.3999958042049143,0,0.0001664149971266076,0.0,0.4000813942565496,0,0.09876771786967319,0.0,0.39999565972222223,0,0.0,0.0
4,0.00011111111111111112,0.4,0.006666666666666667,0.3999944055981427,0,0.00016640046502718164,0.0,0.40010852611935915,0,0.09876848503193192,0.0,0.39999421296296295,0,0.0,0.0
5,0.0001388888888888889,0.5,0.008333333333333333,0.39999300698716617,0,0.00016638593292775565,0.0,0.4001356582041485,0,0.09876925219419064,0.0,0.39999276620370366,0,0.0,0.0
6,0.0001666666666666667,0.6000000000000001,0.010000000000000002,0.3999916083719847,0,0.00016637140082832966,0.0,0.40016279051091763,0,0.09877001935644934,0.0,0.39999131944444444,0,0.0,0.0
7,0.00019444444444444446,0.7000000000000001,0.011666666666666667,0.3999902097525984,0,0.0001663568687289037,0.0,0.4001899230396666,0,0.09877078651870808,0.0,0.39998987268518515,0,0.0,0.0
8,0.00022222222222222223,0.8,0.013333333333333334,0.3999888111290072,0,0.0001663423366294777,0.0,0.4002170557903954,0,0.09877155368096678,0.0,0.3999884259259259,0,0.0,0.0
9,0.00025,0.9,0.015000000000000001,0.39998741250121106,0,0.0001663278045300517,0.0,0.400244188763104,0,0.09877232084322551,0.0,0.3999869791666666,0,0.0,0.0
10,0.0002777777777777778,1.0,0.016666666666666666,0.39998601386921007,0,0.00016631327243062574,0.0,0.40027132195779247,0,0.09877308800548422,0.0,0.39998553240740736,0,0.0,0.0
11,0.00030555555555555555,1.1,0.018333333333333333,0.39998461523300416,0,0.00016629874033119975,0.0,0.4002984553744607,0,0.09877385516774295,0.0,0.3999840856481481,0,0.0,0.0
12,0.0003333333333333334,1.2000000000000002,0.020000000000000004,0.39998321659259334,0,0.00016628420823177378,0.0,0.4003255890131087,0,0.09877462233000167,0.0,0.3999826388888888,0,0.0,0.0
13,0.00036111111111111115,1.3,0.021666666666666667,0.39998181794797766,0,0.00016626967613234779,0.0,0.40035272287373663,0,0.09877538949226038,0.0,0.3999811921296295,0,0.0,0.0
14,0.0003888888888888889,1.4000000000000001,0.023333333333333334,0.3999804192991571,0,0.00016625514403292182,0.0,0.40037985695634437,0,0.09877615665451911,0.0,0.3999797453703703,0,0.0,0.0
15,0.0004166666666666667,1.5,0.025,0.39997902064613167,0,0.00016624061193349583,0.0,0.40040699126093193,0,0.09877692381677781,0.0,0.399978298611111,0,0.0,0.0
16,0.00044444444444444447,1.6,0.02666666666666667,0.39997762198890136,0,0.00016622607983406983,0.0,0.40043412578749926,0,0.09877769097903655,0.0,0.3999768518518517,0,0.0,0.0
17,0.00047222222222222224,1.7,0.028333333333333332,0.39997622332746613,0,0.00016621154773464387,0.0,0.40046126053604647,0,0.09877845814129527,0.0,0.39997540509259244,0,0.0,0.0
