Time,WindSpeed,WindDirection,Temperature,Power,hour_sin,hour_cos,doy_sin,doy_cos,WindDir_sin,WindDir_cos,WindSpeed_diff
2020-01-01 00:00:00,0.0,124.0,-11.911,0.235908,0.0,1.0,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.0
2020-01-01 00:15:00,0.0,124.0,-11.428,0.230224,0.06540312923014306,0.9978589232386035,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.0
2020-01-01 00:30:00,0.43,124.0,-11.561,0.237329,0.13052619222005157,0.9914448613738104,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.43
2020-01-01 00:45:00,0.0,124.133,-11.724,0.228802,0.19509032201612825,0.9807852804032304,0.017213356155834685,0.9998518392091162,0.8277372924145819,-0.5611158300620086,-0.43
2020-01-01 01:00:00,0.0,124.0,-11.932,0.228802,0.25881904510252074,0.9659258262890683,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.0
2020-01-01 01:15:00,0.0,123.867,-12.078,0.231645,0.3214394653031616,0.9469301294951057,0.017213356155834685,0.9998518392091162,0.8303333855300729,-0.557266963738357,0.0
2020-01-01 01:30:00,0.0,124.0,-12.328,0.233066,0.3826834323650898,0.9238795325112867,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.0
2020-01-01 01:45:00,0.658,124.0,-11.995,0.235908,0.44228869021900125,0.8968727415326884,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.658
2020-01-01 02:00:00,0.0,124.0,-11.63,0.243014,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,-0.658
2020-01-01 02:15:00,0.0,124.0,-11.682,0.240172,0.5555702330196022,0.8314696123025452,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.0
2020-01-01 02:30:00,0.0,124.0,-12.036,0.252962,0.6087614290087207,0.7933533402912352,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.0
2020-01-01 02:45:00,0.0,123.867,-11.995,0.247277,0.6593458151000688,0.7518398074789774,0.017213356155834685,0.9998518392091162,0.8303333855300729,-0.557266963738357,0.0
2020-01-01 03:00:00,0.0,124.0,-12.049,0.245856,0.7071067811865475,0.7071067811865476,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.0
2020-01-01 03:15:00,0.0,124.0,-12.295,0.235908,0.7518398074789774,0.6593458151000688,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.0
2020-01-01 03:30:00,0.0,124.033,-12.603,0.23875,0.7933533402912352,0.6087614290087207,0.017213356155834685,0.9998518392091162,0.8287153630736723,-0.5596703020579809,0.0
2020-01-01 03:45:00,0.0,124.0,-12.436,0.234487,0.8314696123025451,0.5555702330196024,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.0
2020-01-01 04:00:00,0.0,124.0,-11.953,0.237329,0.8660254037844386,0.5000000000000001,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.0
2020-01-01 04:15:00,0.47,124.0,-12.086,0.23875,0.8968727415326884,0.44228869021900125,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.47
2020-01-01 04:30:00,0.218,124.0,-11.953,0.234487,0.9238795325112867,0.38268343236508984,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,-0.252
2020-01-01 04:45:00,0.0,124.0,-12.161,0.241593,0.9469301294951056,0.3214394653031617,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,-0.218
2020-01-01 05:00:00,0.0,124.0,-12.211,0.231645,0.9659258262890683,0.25881904510252074,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.0
2020-01-01 05:15:00,0.0,124.0,-12.324,0.237329,0.9807852804032304,0.19509032201612833,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.0
2020-01-01 05:30:00,0.0,124.0,-12.253,0.243014,0.9914448613738104,0.1305261922200517,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.0
2020-01-01 05:45:00,0.0,124.0,-12.603,0.23875,0.9978589232386035,0.06540312923014327,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.0
2020-01-01 06:00:00,0.591,124.0,-12.078,0.247277,1.0,6.123233995736766e-17,0.017213356155834685,0.9998518392091162,0.8290375725550417,-0.5591929034707467,0.591
2020-01-01 06:15:00,0.745,25.0,-12.22,0.257225,0.9978589232386035,-0.06540312923014314,0.017213356155834685,0.9998518392091162,0.42261826174069944,0.9063077870366499,0.15400000000000003
2020-01-01 06:30:00,1.605,25.0,-12.736,0.258646,0.9914448613738104,-0.1305261922200516,0.017213356155834685,0.9998518392091162,0.42261826174069944,0.9063077870366499,0.86
