epoch,train_total,train_data,train_mae,train_mse,val_data,val_mae,val_mse
1,0.045796546392050594,0.045796546392050594,13.063814163208008,412.7516784667969,0.011001528941220725,6.6634840965271,99.15373992919922
2,0.015414123860026064,0.015414123860026064,8.259965896606445,138.92324829101562,0.01025752634733412,6.269313812255859,92.44824981689453
3,0.013370995480890444,0.013370995480890444,7.5989990234375,120.50909423828125,0.009734003729503168,5.957266330718994,87.72988891601562
4,0.012319708276062782,0.012319708276062782,7.17647123336792,111.03413391113281,0.0102131681445711,6.245072364807129,92.0484619140625
5,0.011555725938440262,0.011555725938440262,6.938907623291016,104.14857482910156,0.00986787018221749,5.994678497314453,88.93639373779297
6,0.01098683412151477,0.01098683412151477,6.748729705810547,99.02130126953125,0.009688518105350855,5.975361347198486,87.31993865966797
7,0.010371392407827048,0.010371392407827048,6.553821563720703,93.47450256347656,0.01106887819797994,6.156116008758545,99.76074981689453
8,0.009884226370597389,0.009884226370597389,6.379709243774414,89.08380126953125,0.010256813775799628,6.023314952850342,92.44182586669922
9,0.009500358801322361,0.009500358801322361,6.253377914428711,85.62411499023438,0.010405192054450388,6.213860988616943,93.77912902832031
10,0.009316041554704408,0.009316041554704408,6.200709819793701,83.9629135131836,0.009940249209067224,6.012986183166504,89.58872985839844
11,0.008956081400004274,0.008956081400004274,6.076159954071045,80.71869659423828,0.011761552934363572,6.358208179473877,106.00363159179688
12,0.008512913060833776,0.008512913060833776,5.9185309410095215,76.72454071044922,0.010728801456933163,6.2351531982421875,96.69573211669922
13,0.008255121448831811,0.008255121448831811,5.831396102905273,74.40113830566406,0.010319534734260552,5.969316482543945,93.00711822509766
14,0.008059037457933264,0.008059037457933264,5.759762287139893,72.6338882446289,0.010996584682768675,6.355764389038086,99.10919189453125
15,0.00795832843946218,0.00795832843946218,5.725323677062988,71.7262191772461,0.011228663281057349,6.089929103851318,101.20084381103516
16,0.007669531302634234,0.007669531302634234,5.61276912689209,69.12337493896484,0.010242989381874597,5.9669084548950195,92.3172378540039
17,0.007669188305990288,0.007669188305990288,5.6095404624938965,69.12027740478516,0.01041769330183171,5.948395252227783,93.89179992675781
18,0.0072494828312480546,0.0072494828312480546,5.485041618347168,65.33759307861328,0.010599538274526506,6.018941402435303,95.53072357177734
19,0.007159107813471239,0.007159107813471239,5.424170017242432,64.52306365966797,0.010837976380116484,6.035151958465576,97.67969512939453
20,0.007055396793721583,0.007055396793721583,5.393654823303223,63.588348388671875,0.010768073793902957,6.1185688972473145,97.04967498779297
21,0.006883728680939657,0.006883728680939657,5.323376655578613,62.0411491394043,0.010554867397663625,6.0728983879089355,95.12810516357422
22,0.0069912349381190736,0.0069912349381190736,5.369936943054199,63.01007080078125,0.01090632928127038,6.058581829071045,98.29573822021484
23,0.006855907238839155,0.006855907238839155,5.317854881286621,61.790401458740234,0.01016472940718337,6.028232574462891,91.61190795898438
24,0.0067138902480051044,0.0067138902480051044,5.279902458190918,60.51044464111328,0.010043453092515909,6.000733375549316,90.51886749267578
25,0.0067358004286595385,0.0067358004286595385,5.29118013381958,60.707916259765625,0.010872236123348486,6.134013652801514,97.98845672607422
26,0.00668467520674757,0.00668467520674757,5.271471977233887,60.247135162353516,0.010767797400906588,6.105344295501709,97.04718780517578
27,0.006540046675528239,0.006540046675528239,5.2068867683410645,58.943634033203125,0.010044697873099216,5.997798442840576,90.53008270263672
28,0.006528433949305901,0.006528433949305901,5.200844764709473,58.83897399902344,0.010159791254028919,5.972034931182861,91.56739807128906
29,0.0061783963551642635,0.0061783963551642635,5.103018760681152,55.68418502807617,0.010052812903480346,5.969465255737305,90.60323333740234
30,0.006184921653138666,0.006184921653138666,5.0789594650268555,55.74300003051758,0.01092597262141634,6.141125679016113,98.4727783203125
31,0.006081592397642736,0.006081592397642736,5.048580646514893,54.81171798706055,0.010356530870250335,6.03140926361084,93.3405532836914
32,0.0060143230529782505,0.0060143230529782505,5.047564506530762,54.20543670654297,0.010220954213754505,6.0275959968566895,92.11864471435547
33,0.006045042353101716,0.006045042353101716,5.032434463500977,54.482303619384766,0.010812565629524463,6.076601982116699,97.45066833496094
34,0.005894507857589298,0.005894507857589298,4.98358154296875,53.12556838989258,0.009926791992734904,5.925662517547607,89.46743774414062
35,0.005994105187625096,0.005994105187625096,5.032191753387451,54.023216247558594,0.010451490197363944,6.055054664611816,94.19639587402344
36,0.005941894699291945,0.005941894699291945,5.005042552947998,53.55266189575195,0.01049007787702375,6.1028852462768555,94.54417419433594
