time(millisecond),datetime(utc),height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),wind_speed(mph),wind_direction(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState
1300,2026-05-09 10:19:29,0,,,-11.885298608676,0.328084,0,0.42615815012,0.50466208964,15,5,0,0,0,0,0.42615815012,0,0,0,13.5, 6.7, -1.6,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.767,3.764,3.764,3.764,0,0,0,74.66,-11.885298608676,0,41,Motors_Started
1400,2026-05-09 10:19:29,0,,,-11.885298608676,0.328084,0,0.50927166984,0.58779857524,15,5,0,0,0,0,0.50927166984,0,0,0,13.5, 6.7, -1.6,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.767,3.764,3.764,3.764,0,0,0,74.66,-11.885298608676,0,41,Motors_Started
1500,2026-05-09 10:19:29,0,,,-11.885298608676,0.328084,0,0.51606957032,0.59546589832,15,5,0,0,0,0,0.51606957032,0,0,0,13.5, 6.7, -1.6,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.767,3.764,3.764,3.764,0,0,0,74.66,-11.885298608676,0,41,Motors_Started
1600,2026-05-09 10:19:29,0,,,-11.885298608676,0.328084,0,0.57533794492,0.65829070348,15,5,0,0,0,0,0.57533794492,0,0,0,13.5, 6.7, -1.6,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.767,3.764,3.764,3.764,0,0,0,74.66,-11.885298608676,0,11,AutoTakeoff
1700,2026-05-09 10:19:29,0,,,-11.885298608676,0.328084,0,0.58640421824,0.66983597944,15,5,0,0,0,0,0.58640421824,0,0,0,13.5, 6.7, -1.6,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.767,3.764,3.764,3.764,0,0,0,74.66,-11.885298608676,0,11,AutoTakeoff
1800,2026-05-09 10:19:30,0,,,-11.885298608676,0.328084,0,0.61814634524,0.7128609152,15,5,0,0,0,0,0.61814634524,0,0,0,13.4, 6.7, -1.6,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.767,3.764,3.764,3.764,0,0,0,74.66,-11.885298608676,0,11,AutoTakeoff
1900,2026-05-09 10:19:30,0,,,-11.885298608676,0.328084,0,0.626558419,0.721374695,15,5,15.131,0,0,0,0.626558419,0,0,0,13.3, 6.6, -1.7,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.885298608676,0,11,AutoTakeoff
2000,2026-05-09 10:19:30,0,,,-11.885298608676,0.328084,0,0.66997049388,0.77365159956,15,5,15.131,0,0,0,0.66997049388,0,0,0,12.9, 5.9, -1.7,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.885298608676,0,11,AutoTakeoff
2100,2026-05-09 10:19:30,0,,,-11.885298608676,0.328084,0,0.65679792128,0.7954068496,15,5,15.131,0,0,0,0.66997049388,0,0,0,12.6, 2.4, -1.6,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.885298608676,0,11,AutoTakeoff
2200,2026-05-09 10:19:30,0,,,-11.885298608676,0.328084,0,0.69254595392,0.8383038326,15,5,15.131,0,0,0,0.69254595392,0,0,-0.223694,12.8, -0.5, -0.8,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.885298608676,0,11,AutoTakeoff
2300,2026-05-09 10:19:30,0,,,-11.885298608676,0.328084,0,0.67325789556,0.86371721924,15,5,15.131,0,0,0,0.69254595392,0,0,-0.671082,13.4, -1.1, -0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.885298608676,0,11,AutoTakeoff
2400,2026-05-09 10:19:30,0,,,-11.885298608676,0.656168,0,0.61545933728,0.96138126436,15,5,15.131,0,0,0,0.69254595392,0,0,-1.11847,13.5, -0.9, 0,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.885298608676,0,11,AutoTakeoff
2500,2026-05-09 10:19:30,0.328084,,,-11.557214608676,0.656168,0,0.5869750844,0.99232614724,15,5,15.131,0,0.328084,0,0.69254595392,0,0,-1.11847,13.5, -0.6, 0,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.557214608676,0.328084,11,AutoTakeoff
2600,2026-05-09 10:19:30,0.656168,,,-11.229130608676,0.984252,0,0.61579398296,1.1209646028,15,5,15.131,0,0.656168,0,0.69254595392,0,0,-1.11847,13.6, -0.4, 0,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.229130608676,0.656168,11,AutoTakeoff
2700,2026-05-09 10:19:30,0.656168,,,-11.229130608676,0.984252,0,0.56679463756,1.17408796408,15,5,15.131,0,0.656168,0,0.69254595392,0,0,-1.11847,13.5, -0.3, 0,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-11.229130608676,0.656168,11,AutoTakeoff
2800,2026-05-09 10:19:31,0.984252,,,-10.901046608676,0.984252,0,0.66258860388,1.27223101184,15,5,15.131,0,0.984252,0,0.69254595392,0,0,-0.894776,13.5, -0.8, 0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.78,3.778,3.781,3.784,0,0,1.512,74.66,-10.901046608676,0.984252,11,AutoTakeoff
2900,2026-05-09 10:19:31,0.984252,,,-10.901046608676,1.312336,0,0.63190946904,1.31510174812,15,5,15.134,0,0.984252,0,0.69254595392,0,0,-0.894776,13.6, -1.2, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-10.901046608676,0.984252,11,AutoTakeoff
3000,2026-05-09 10:19:31,1.312336,,,-10.572962608676,1.312336,0,0.72420934076,1.43805122712,15,5,15.134,0,1.312336,0,0.72420934076,0,0,-0.894776,13.6, -1.1, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-10.572962608676,1.312336,11,AutoTakeoff
3100,2026-05-09 10:19:31,1.312336,,,-10.572962608676,1.64042,0,0.7233596032,1.45221133256,15,5,15.134,0,1.312336,0,0.72420934076,0,0,-0.894776,13.6, -0.9, 0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-10.572962608676,1.312336,11,AutoTakeoff
3200,2026-05-09 10:19:31,1.64042,,,-10.244878608676,1.64042,0,0.73637141464,1.46538390516,15,5,15.134,0,1.64042,0,0.73637141464,0,0,-0.894776,13.6, -0.9, 0,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-10.244878608676,1.64042,11,AutoTakeoff
3300,2026-05-09 10:19:31,1.64042,,,-10.244878608676,1.968504,0,0.74539700548,1.48287734404,15,5,15.134,0,1.64042,0,0.74539700548,0,0,-0.894776,13.6, -1, -0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-10.244878608676,1.64042,11,AutoTakeoff
3400,2026-05-09 10:19:31,1.64042,,,-10.244878608676,1.968504,0,0.74013781896,1.53377301496,15,5,15.134,0,1.64042,0,0.74539700548,0,0,-0.894776,13.6, -0.9, -0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-10.244878608676,1.64042,11,AutoTakeoff
3500,2026-05-09 10:19:31,1.968504,,,-9.916794608676,1.968504,0,0.7441437246,1.54462931452,15,5,15.134,0,1.968504,0,0.74539700548,0,0,-0.894776,13.6, -0.8, -0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-9.916794608676,1.968504,11,AutoTakeoff
3600,2026-05-09 10:19:31,1.968504,,,-9.916794608676,2.296588,0,0.705872726,1.58637144184,15,5,15.134,0,1.968504,0,0.74539700548,0,0,-0.894776,13.7, -0.7, -0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-9.916794608676,1.968504,11,AutoTakeoff
3700,2026-05-09 10:19:31,2.296588,,,-9.588710608676,2.296588,0,0.70570540316,1.58849742616,15,5,15.134,0,2.296588,0,0.74539700548,0,0,-0.894776,13.6, -0.7, -0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-9.588710608676,2.296588,11,AutoTakeoff
3800,2026-05-09 10:19:32,2.296588,,,-9.588710608676,2.624672,0,0.61695211948,1.82431764368,15,5,15.134,0,2.296588,0,0.74539700548,0,0,-1.11847,13.6, -0.7, -0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.755,3.751,3.748,3.744,0,0,2.835,74.66,-9.588710608676,2.296588,11,AutoTakeoff
3900,2026-05-09 10:19:32,2.624672,,,-9.260626608676,2.624672,0,0.62388781524,1.83266410064,15,5,14.955,0,2.624672,0,0.74539700548,0,0,-1.11847,13.6, -0.6, -0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.731,3.73,3.729,3.729,0,0,4.695,74.66,-9.260626608676,2.624672,11,AutoTakeoff
4000,2026-05-09 10:19:32,2.624672,,,-9.260626608676,2.952756,0,0.54330382316,2.0448163384,14,5,14.955,0,2.624672,0,0.74539700548,0,0,-1.11847,13.6, -0.5, 0,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.731,3.73,3.729,3.729,0,0,4.695,74.66,-9.260626608676,2.624672,11,AutoTakeoff
4100,2026-05-09 10:19:32,2.952756,,,-8.932542608676,2.952756,0,0.54462272084,2.05844166692,14,5,14.955,0,2.952756,0,0.74539700548,0,0,-1.11847,13.6, -0.4, 0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.731,3.73,3.729,3.729,0,0,4.695,74.66,-8.932542608676,2.952756,11,AutoTakeoff
4200,2026-05-09 10:19:32,2.952756,,,-8.932542608676,2.952756,0,0.47113846652,2.27495414104,14,5,14.955,0,2.952756,0,0.74539700548,0,0,-1.11847,13.6, -0.4, 0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.731,3.73,3.729,3.729,0,0,4.695,74.66,-8.932542608676,2.952756,11,AutoTakeoff
4300,2026-05-09 10:19:32,3.28084,,,-8.604458608676,3.28084,0,0.47984581588,2.28912080816,14,5,14.955,0,3.28084,0,0.74539700548,0,0,-1.11847,13.6, -0.3, 0,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.731,3.73,3.729,3.729,0,0,4.695,74.66,-8.604458608676,3.28084,11,AutoTakeoff
4400,2026-05-09 10:19:32,3.28084,,,-8.604458608676,3.608924,0,0.50550854636,2.4959318384,14,5,14.955,0,3.28084,0,0.74539700548,0,0,-0.894776,13.6, -0.3, -0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.731,3.73,3.729,3.729,0,0,4.695,74.66,-8.604458608676,3.28084,11,AutoTakeoff
4500,2026-05-09 10:19:32,3.608924,,,-8.276374608676,3.608924,0,0.50712928132,2.50546924028,14,5,14.955,0,3.608924,0,0.74539700548,0,0,-0.894776,13.6, -0.3, -0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.731,3.73,3.729,3.729,0,0,4.695,74.66,-8.276374608676,3.608924,11,AutoTakeoff
4600,2026-05-09 10:19:32,3.608924,,,-8.276374608676,3.937008,0,0.64482941696,2.71188656972,15,5,14.955,0,3.608924,0,0.74539700548,0,0,-0.671082,13.6, -0.3, 0,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.731,3.73,3.729,3.729,0,0,4.695,74.66,-8.276374608676,3.608924,6,P-GPS
4700,2026-05-09 10:19:32,3.608924,,,-8.276374608676,3.937008,0,0.64962928588,2.71675205544,15,5,14.955,0,3.608924,0,0.74539700548,0,0,-0.223694,13.6, -0.3, 0,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.731,3.73,3.729,3.729,0,0,4.695,74.66,-8.276374608676,3.608924,6,P-GPS
4800,2026-05-09 10:19:33,3.937008,,,-7.948290608676,3.937008,0,0.85249674644,2.9741142684,15,5,14.955,0,3.937008,0,0.85249674644,0,0,0,13.6, -0.4, 0,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.731,3.73,3.729,3.729,0,0,4.695,74.66,-7.948290608676,3.937008,6,P-GPS
4900,2026-05-09 10:19:33,3.608924,,,-8.276374608676,3.608924,0,0.8579232558,2.99944563404,15,5,14.931,0,3.937008,0,0.8579232558,0,0,0,13.6, -0.6, 0.4,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.729,3.729,3.728,3.728,0,0,6.189,74.66,-8.276374608676,3.608924,6,P-GPS
5000,2026-05-09 10:19:33,3.608924,,,-8.276374608676,3.937008,0,1.03981958708,3.20125010244,15,5,14.931,0,3.937008,0,1.03981958708,0,0,0,13.6, -0.6, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.729,3.729,3.728,3.728,0,0,6.189,74.66,-8.276374608676,3.608924,6,P-GPS
5100,2026-05-09 10:19:33,3.608924,,,-8.276374608676,3.937008,0,1.03542326148,3.21830390876,15,5,14.931,0,3.937008,0,1.03981958708,0,0,0,13.6, -0.7, 0.6,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.729,3.729,3.728,3.728,0,0,6.189,74.66,-8.276374608676,3.608924,6,P-GPS
5200,2026-05-09 10:19:33,3.608924,,,-8.276374608676,3.937008,0,1.25420279604,3.4381890864,15,5,14.931,0,3.937008,0,1.25420279604,0,0,0,13.6, -0.7, 0.4,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.729,3.729,3.728,3.728,0,0,6.189,74.66,-8.276374608676,3.608924,6,P-GPS
5300,2026-05-09 10:19:33,3.608924,,,-8.276374608676,3.608924,0,1.24086946228,3.4520342312,15,5,14.931,0,3.937008,0,1.25420279604,0,0,0,13.6, -0.6, 0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.729,3.729,3.728,3.728,0,0,6.189,74.66,-8.276374608676,3.608924,6,P-GPS
5400,2026-05-09 10:19:33,3.608924,,,-8.276374608676,3.608924,0,1.51729663648,3.732611668,15,5,14.931,0,3.937008,0,1.51729663648,0,0,0,13.6, -0.7, 0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.729,3.729,3.728,3.728,0,0,6.189,74.66,-8.276374608676,3.608924,6,P-GPS
5500,2026-05-09 10:19:33,3.608924,,,-8.276374608676,3.937008,0,1.50217852576,3.7500657368,15,5,14.931,0,3.937008,0,1.51729663648,0,0,0,13.6, -0.8, 0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.729,3.729,3.728,3.728,0,0,6.189,74.66,-8.276374608676,3.608924,6,P-GPS
5600,2026-05-09 10:19:33,3.608924,,,-8.276374608676,3.937008,0,1.77425530612,4.0224082652,15,5,14.931,0,3.937008,0,1.77425530612,0,0,0,13.6, -0.8, 0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.729,3.729,3.728,3.728,0,0,6.189,74.66,-8.276374608676,3.608924,6,P-GPS
5700,2026-05-09 10:19:33,3.608924,,,-8.276374608676,3.608924,0,1.77520018804,4.0266733572,15,5,14.931,0,3.937008,0,1.77520018804,0,0,0,13.6, -0.8, 0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.729,3.729,3.728,3.728,0,0,6.189,74.66,-8.276374608676,3.608924,6,P-GPS
5800,2026-05-09 10:19:34,3.608924,,,-8.276374608676,3.608924,0,2.05906830736,4.312992264,15,5,14.931,0,3.937008,0,2.05906830736,0,0,0,13.6, -0.7, 0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.729,3.729,3.728,3.728,0,0,6.189,74.66,-8.276374608676,3.608924,6,P-GPS
5900,2026-05-09 10:19:34,3.608924,,,-8.276374608676,3.608924,0,2.06993444944,4.3238518444,15,5,14.976,0,3.937008,0,2.06993444944,0,0,0,13.5, -0.7, 0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.73,3.729,3.729,3.729,0,0,5.874,74.66,-8.276374608676,3.608924,6,P-GPS
6000,2026-05-09 10:19:34,3.608924,,,-8.276374608676,3.608924,0,2.3789042756,4.6334647152,15,5,14.976,0,3.937008,0,2.3789042756,0,0,0,13.5, -0.6, 0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.73,3.729,3.729,3.729,0,0,5.874,74.66,-8.276374608676,3.608924,6,P-GPS
6100,2026-05-09 10:19:34,3.608924,,,-8.276374608676,3.608924,0,2.3962763234,4.6518046108,15,5,14.976,0,3.937008,0,2.3962763234,0,0,0,13.6, -0.4, 0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.73,3.729,3.729,3.729,0,0,5.874,74.66,-8.276374608676,3.608924,6,P-GPS
6200,2026-05-09 10:19:34,3.608924,,,-8.276374608676,3.937008,0,2.64912081968,4.9075788972,15,5,14.976,0,3.937008,0,2.64912081968,0,0,0,13.5, -0.3, 0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.73,3.729,3.729,3.729,0,0,5.874,74.66,-8.276374608676,3.608924,6,P-GPS
6300,2026-05-09 10:19:34,3.608924,,,-8.276374608676,3.937008,0,2.66679142392,4.9268702364,15,5,14.976,0,3.937008,0,2.66679142392,0,0,0,13.5, -0.2, 0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.73,3.729,3.729,3.729,0,0,5.874,74.66,-8.276374608676,3.608924,6,P-GPS
6400,2026-05-09 10:19:34,3.608924,,,-8.276374608676,3.937008,0,2.92739182596,5.1887140768,16,5,14.976,0,3.937008,0,2.92739182596,0,0,0,13.5, -0.1, 0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.73,3.729,3.729,3.729,0,0,5.874,74.66,-8.276374608676,3.608924,6,P-GPS
6500,2026-05-09 10:19:34,3.608924,,,-8.276374608676,3.937008,0,2.949557181,5.2148295632,16,5,14.976,0,3.937008,0,2.949557181,0,0,0,13.5, 0, 0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.73,3.729,3.729,3.729,0,0,5.874,74.66,-8.276374608676,3.608924,6,P-GPS
6600,2026-05-09 10:19:34,3.608924,,,-8.276374608676,3.937008,0,3.19674550912,5.4624673664,16,5,14.976,0,3.937008,0,3.19674550912,0,0,0,13.6, 0.1, 0.3,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.73,3.729,3.729,3.729,0,0,5.874,74.66,-8.276374608676,3.608924,6,P-GPS
6700,2026-05-09 10:19:34,3.937008,,,-7.948290608676,3.937008,0,3.21388461728,5.4877298344,16,5,14.976,0,3.937008,0,3.21388461728,0,0,0,13.6, 0.2, 0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.73,3.729,3.729,3.729,0,0,5.874,74.66,-7.948290608676,3.937008,6,P-GPS
6800,2026-05-09 10:19:35,3.937008,,,-7.948290608676,3.937008,0,3.4321195324,5.7061353532,15,5,14.976,0,3.937008,0,3.4321195324,0,0,0,13.6, 0.2, 0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.73,3.729,3.729,3.729,0,0,5.874,74.66,-7.948290608676,3.937008,6,P-GPS
6900,2026-05-09 10:19:35,3.937008,,,-7.948290608676,3.608924,0,3.4510499792,5.7331366664,15,5,14.915,0,3.937008,0,3.4510499792,0,0,0,13.6, 0.2, 0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.725,3.725,3.725,3.724,0,0,5.786,74.84,-7.948290608676,3.937008,6,P-GPS
7000,2026-05-09 10:19:35,3.608924,,,-8.276374608676,3.608924,0,3.6864830576,5.9738190888,15,5,14.915,0,3.937008,0,3.6864830576,0,0,0,13.6, 0.1, 0.2,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,0,0,58,3.725,3.725,3.725,3.724,0,0,5.786,74.84,-8.276374608676,3.608924,6,P-GPS
7100,2026-05-09 10:19:35,3.608924,,,-8.276374608676,3.937008,0,3.7196195416,6.0189306388,15,5,14.915,0,3.937008,0,3.7196195416,0,0,0,13.6, 0.2, 0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,-0.7,0,58,3.725,3.725,3.725,3.724,0,0,5.786,74.84,-8.276374608676,3.608924,6,P-GPS
7200,2026-05-09 10:19:35,3.608924,,,-8.276374608676,3.608924,0,3.9799541956,6.2811025632,15,5,14.915,0,3.937008,0,3.9799541956,0,0,0,13.6, 0.3, 0.1,,,0,0,1024,1024,1024,1024,0,0,0,0,21.3,-24.6,0,58,3.725,3.725,3.725,3.724,0,0,5.786,74.84,-8.276374608676,3.608924,6,P-GPS
